"TOA5","CR800","CR800_RCSM2b_1","35057","CR800.Std.27.04","CPU:rockcreek.CR8","58001","Table2"
"TIMESTAMP","RECORD","BattV_Min","VWC_45cm","EC","T"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C"
"","","Min","Smp","Smp","Smp"
"2020-07-02 04:00:00",16727,12.87,0.263,0.055,19.51
"2020-07-02 04:30:00",16728,12.87,0.263,0.055,19.49
"2020-07-02 05:00:00",16729,12.86,0.263,0.055,19.47
"2020-07-02 05:30:00",16730,12.85,0.263,0.054,19.42
"2020-07-02 06:00:00",16731,12.84,0.263,0.054,19.35
"2020-07-02 06:30:00",16732,12.84,0.263,0.055,19.31
"2020-07-02 07:00:00",16733,12.84,0.263,0.055,19.26
"2020-07-02 07:30:00",16734,12.85,0.263,0.055,19.23
"2020-07-02 08:00:00",16735,12.86,0.263,0.055,19.18
"2020-07-02 08:30:00",16736,12.91,0.263,0.054,19.13
"2020-07-02 09:00:00",16737,13.5,0.262,0.055,19.07
"2020-07-02 09:30:00",16738,13.92,0.262,0.054,19
"2020-07-02 10:00:00",16739,13.76,0.262,0.054,18.95
"2020-07-02 10:30:00",16740,13.62,0.262,0.054,18.89
"2020-07-02 11:00:00",16741,13.53,0.261,0.054,18.84
"2020-07-02 11:30:00",16742,13.4,0.261,0.054,18.78
"2020-07-02 12:00:00",16743,13.36,0.261,0.054,18.72
"2020-07-02 12:30:00",16744,13.29,0.261,0.054,18.66
"2020-07-02 13:00:00",16745,13.23,0.261,0.054,18.63
"2020-07-02 13:30:00",16746,13.21,0.261,0.054,18.57
"2020-07-02 14:00:00",16747,13.2,0.261,0.053,18.57
"2020-07-02 14:30:00",16748,13.17,0.261,0.054,18.54
"2020-07-02 15:00:00",16749,13.19,0.261,0.054,18.55
"2020-07-02 15:30:00",16750,13.2,0.261,0.053,18.57
"2020-07-02 16:00:00",16751,13.34,0.261,0.054,18.59
"2020-07-02 16:30:00",16752,13.36,0.261,0.054,18.63
"2020-07-02 17:00:00",16753,13.3,0.261,0.054,18.71
"2020-07-02 17:30:00",16754,13.31,0.261,0.054,18.75
"2020-07-02 18:00:00",16755,13.27,0.261,0.054,18.82
"2020-07-02 18:30:00",16756,13.22,0.261,0.054,18.92
"2020-07-02 19:00:00",16757,13.18,0.261,0.054,18.99
"2020-07-02 19:30:00",16758,13.14,0.261,0.054,19.06
"2020-07-02 20:00:00",16759,13.11,0.261,0.054,19.16
"2020-07-02 20:30:00",16760,13.07,0.261,0.054,19.23
"2020-07-02 21:00:00",16761,13.05,0.261,0.054,19.29
"2020-07-02 21:30:00",16762,13.03,0.261,0.054,19.34
"2020-07-02 22:00:00",16763,13.01,0.261,0.054,19.43
"2020-07-02 22:30:00",16764,12.99,0.261,0.054,19.46
"2020-07-02 23:00:00",16765,12.97,0.261,0.054,19.53
"2020-07-02 23:30:00",16766,12.96,0.261,0.055,19.53
"2020-07-03 00:00:00",16767,12.94,0.261,0.055,19.56
"2020-07-03 00:30:00",16768,12.93,0.261,0.054,19.58
"2020-07-03 01:00:00",16769,12.92,0.261,0.054,19.6
"2020-07-03 01:30:00",16770,12.91,0.261,0.055,19.58
"2020-07-03 02:00:00",16771,12.9,0.261,0.054,19.61
"2020-07-03 02:30:00",16772,12.89,0.261,0.055,19.59
"2020-07-03 03:00:00",16773,12.88,0.261,0.055,19.59
"2020-07-03 03:30:00",16774,12.87,0.261,0.055,19.57
"2020-07-03 04:00:00",16775,12.86,0.261,0.055,19.53
"2020-07-03 04:30:00",16776,12.85,0.261,0.054,19.5
"2020-07-03 05:00:00",16777,12.85,0.261,0.054,19.48
"2020-07-03 05:30:00",16778,12.84,0.261,0.055,19.44
"2020-07-03 06:00:00",16779,12.84,0.261,0.054,19.42
"2020-07-03 06:30:00",16780,12.83,0.261,0.055,19.37
"2020-07-03 07:00:00",16781,12.83,0.261,0.054,19.32
"2020-07-03 07:30:00",16782,12.84,0.261,0.054,19.27
"2020-07-03 08:00:00",16783,12.85,0.261,0.054,19.22
"2020-07-03 08:30:00",16784,12.91,0.261,0.054,19.16
"2020-07-03 09:00:00",16785,13.44,0.261,0.054,19.11
"2020-07-03 09:30:00",16786,13.92,0.26,0.054,19.05
"2020-07-03 10:00:00",16787,13.76,0.26,0.054,18.99
"2020-07-03 10:30:00",16788,13.65,0.26,0.054,18.95
"2020-07-03 11:00:00",16789,13.53,0.26,0.054,18.87
"2020-07-03 11:30:00",16790,13.47,0.26,0.054,18.8
"2020-07-03 12:00:00",16791,13.39,0.26,0.054,18.75
"2020-07-03 12:30:00",16792,13.36,0.259,0.054,18.71
"2020-07-03 13:00:00",16793,13.25,0.259,0.054,18.68
"2020-07-03 13:30:00",16794,13.21,0.259,0.054,18.63
"2020-07-03 14:00:00",16795,13.22,0.259,0.054,18.6
"2020-07-03 14:30:00",16796,13.22,0.259,0.054,18.57
"2020-07-03 15:00:00",16797,13.21,0.259,0.054,18.6
"2020-07-03 15:30:00",16798,13.19,0.259,0.053,18.6
"2020-07-03 16:00:00",16799,13.29,0.259,0.053,18.6
"2020-07-03 16:30:00",16800,13.39,0.259,0.053,18.66
"2020-07-03 17:00:00",16801,13.29,0.259,0.054,18.72
"2020-07-03 17:30:00",16802,13.33,0.259,0.054,18.8
"2020-07-03 18:00:00",16803,13.27,0.259,0.054,18.86
"2020-07-03 18:30:00",16804,13.23,0.259,0.053,18.95
"2020-07-03 19:00:00",16805,13.18,0.259,0.054,19.02
"2020-07-03 19:30:00",16806,13.14,0.259,0.054,19.08
"2020-07-03 20:00:00",16807,13.11,0.259,0.054,19.16
"2020-07-03 20:30:00",16808,13.08,0.259,0.054,19.24
"2020-07-03 21:00:00",16809,13.05,0.259,0.054,19.34
"2020-07-03 21:30:00",16810,13.03,0.259,0.054,19.35
"2020-07-03 22:00:00",16811,13.01,0.259,0.054,19.39
"2020-07-03 22:30:00",16812,12.99,0.259,0.054,19.45
"2020-07-03 23:00:00",16813,12.97,0.259,0.054,19.49
"2020-07-03 23:30:00",16814,12.96,0.259,0.054,19.54
"2020-07-04 00:00:00",16815,12.95,0.259,0.054,19.57
"2020-07-04 00:30:00",16816,12.93,0.259,0.055,19.55
"2020-07-04 01:00:00",16817,12.92,0.259,0.054,19.56
"2020-07-04 01:30:00",16818,12.91,0.259,0.055,19.58
"2020-07-04 02:00:00",16819,12.9,0.259,0.055,19.57
"2020-07-04 02:30:00",16820,12.89,0.259,0.054,19.57
"2020-07-04 03:00:00",16821,12.88,0.259,0.055,19.56
"2020-07-04 03:30:00",16822,12.87,0.259,0.054,19.52
"2020-07-04 04:00:00",16823,12.86,0.259,0.055,19.52
"2020-07-04 04:30:00",16824,12.85,0.259,0.054,19.48
"2020-07-04 05:00:00",16825,12.84,0.259,0.054,19.45
"2020-07-04 05:30:00",16826,12.84,0.259,0.054,19.42
"2020-07-04 06:00:00",16827,12.83,0.259,0.054,19.37
"2020-07-04 06:30:00",16828,12.83,0.259,0.055,19.33
"2020-07-04 07:00:00",16829,12.82,0.259,0.054,19.29
"2020-07-04 07:30:00",16830,12.83,0.259,0.055,19.24
"2020-07-04 08:00:00",16831,12.84,0.259,0.054,19.18
"2020-07-04 08:30:00",16832,12.9,0.259,0.054,19.13
"2020-07-04 09:00:00",16833,13.49,0.259,0.054,19.07
"2020-07-04 09:30:00",16834,13.92,0.258,0.054,19.03
"2020-07-04 10:00:00",16835,13.76,0.258,0.054,18.94
"2020-07-04 10:30:00",16836,13.62,0.258,0.054,18.92
"2020-07-04 11:00:00",16837,13.53,0.258,0.053,18.83
"2020-07-04 11:30:00",16838,13.42,0.258,0.054,18.79
"2020-07-04 12:00:00",16839,13.34,0.258,0.053,18.72
"2020-07-04 12:30:00",16840,13.3,0.258,0.054,18.7
"2020-07-04 13:00:00",16841,13.25,0.257,0.054,18.62
"2020-07-04 13:30:00",16842,13.18,0.257,0.053,18.6
"2020-07-04 14:00:00",16843,13.14,0.257,0.053,18.58
"2020-07-04 14:30:00",16844,13.14,0.257,0.053,18.57
"2020-07-04 15:00:00",16845,13.14,0.257,0.053,18.55
"2020-07-04 15:30:00",16846,13.13,0.257,0.053,18.58
"2020-07-04 16:00:00",16847,13.2,0.257,0.053,18.6
"2020-07-04 16:30:00",16848,13.35,0.257,0.053,18.64
"2020-07-04 17:00:00",16849,13.27,0.257,0.054,18.7
"2020-07-04 17:30:00",16850,13.29,0.257,0.054,18.77
"2020-07-04 18:00:00",16851,13.24,0.257,0.054,18.83
"2020-07-04 18:30:00",16852,13.19,0.257,0.053,18.91
"2020-07-04 19:00:00",16853,13.15,0.257,0.054,19
"2020-07-04 19:30:00",16854,13.11,0.257,0.054,19.09
"2020-07-04 20:00:00",16855,13.08,0.257,0.054,19.17
"2020-07-04 20:30:00",16856,13.05,0.257,0.054,19.24
"2020-07-04 21:00:00",16857,13.02,0.257,0.054,19.3
"2020-07-04 21:30:00",16858,13.01,0.257,0.054,19.34
"2020-07-04 22:00:00",16859,12.99,0.257,0.054,19.4
"2020-07-04 22:30:00",16860,12.97,0.257,0.054,19.46
"2020-07-04 23:00:00",16861,12.96,0.257,0.054,19.49
"2020-07-04 23:30:00",16862,12.94,0.257,0.054,19.53
"2020-07-05 00:00:00",16863,12.93,0.257,0.054,19.55
"2020-07-05 00:30:00",16864,12.92,0.257,0.054,19.58
"2020-07-05 01:00:00",16865,12.9,0.257,0.055,19.59
"2020-07-05 01:30:00",16866,12.89,0.257,0.055,19.6
"2020-07-05 02:00:00",16867,12.88,0.257,0.055,19.6
"2020-07-05 02:30:00",16868,12.87,0.257,0.054,19.59
"2020-07-05 03:00:00",16869,12.87,0.257,0.054,19.58
"2020-07-05 03:30:00",16870,12.86,0.257,0.054,19.58
"2020-07-05 04:00:00",16871,12.85,0.257,0.054,19.55
"2020-07-05 04:30:00",16872,12.84,0.257,0.055,19.54
"2020-07-05 05:00:00",16873,12.84,0.257,0.054,19.47
"2020-07-05 05:30:00",16874,12.83,0.257,0.054,19.47
"2020-07-05 06:00:00",16875,12.83,0.257,0.054,19.43
"2020-07-05 06:30:00",16876,12.82,0.257,0.054,19.39
"2020-07-05 07:00:00",16877,12.82,0.257,0.054,19.34
"2020-07-05 07:30:00",16878,12.83,0.257,0.054,19.28
"2020-07-05 08:00:00",16879,12.84,0.257,0.054,19.23
"2020-07-05 08:30:00",16880,12.9,0.257,0.054,19.18
"2020-07-05 09:00:00",16881,13.79,0.257,0.054,19.14
"2020-07-05 09:30:00",16882,13.88,0.256,0.054,19.09
"2020-07-05 10:00:00",16883,13.71,0.256,0.054,19.01
"2020-07-05 10:30:00",16884,13.59,0.256,0.054,18.97
"2020-07-05 11:00:00",16885,13.47,0.256,0.054,18.92
"2020-07-05 11:30:00",16886,13.39,0.256,0.054,18.85
"2020-07-05 12:00:00",16887,13.29,0.256,0.054,18.78
"2020-07-05 12:30:00",16888,13.23,0.255,0.054,18.75
"2020-07-05 13:00:00",16889,13.18,0.255,0.053,18.7
"2020-07-05 13:30:00",16890,13.17,0.255,0.053,18.66
"2020-07-05 14:00:00",16891,13.14,0.255,0.054,18.67
"2020-07-05 14:30:00",16892,13.14,0.255,0.053,18.64
"2020-07-05 15:00:00",16893,13.15,0.255,0.053,18.63
"2020-07-05 15:30:00",16894,13.14,0.255,0.053,18.66
"2020-07-05 16:00:00",16895,13.22,0.255,0.053,18.65
"2020-07-05 16:30:00",16896,13.3,0.255,0.054,18.71
"2020-07-05 17:00:00",16897,13.25,0.255,0.053,18.76
"2020-07-05 17:30:00",16898,13.25,0.255,0.053,18.82
"2020-07-05 18:00:00",16899,13.21,0.255,0.053,18.93
"2020-07-05 18:30:00",16900,13.16,0.255,0.053,18.99
"2020-07-05 19:00:00",16901,13.13,0.255,0.054,19.07
"2020-07-05 19:30:00",16902,13.09,0.255,0.054,19.17
"2020-07-05 20:00:00",16903,13.06,0.255,0.054,19.23
"2020-07-05 20:30:00",16904,13.03,0.255,0.054,19.29
"2020-07-05 21:00:00",16905,13.01,0.255,0.054,19.39
"2020-07-05 21:30:00",16906,13,0.255,0.054,19.43
"2020-07-05 22:00:00",16907,12.98,0.255,0.054,19.5
"2020-07-05 22:30:00",16908,12.96,0.255,0.054,19.52
"2020-07-05 23:00:00",16909,12.95,0.255,0.054,19.61
"2020-07-05 23:30:00",16910,12.94,0.255,0.054,19.64
"2020-07-06 00:00:00",16911,12.92,0.255,0.054,19.66
"2020-07-06 00:30:00",16912,12.92,0.255,0.054,19.66
"2020-07-06 01:00:00",16913,12.9,0.255,0.054,19.67
"2020-07-06 01:30:00",16914,12.89,0.255,0.054,19.71
"2020-07-06 02:00:00",16915,12.88,0.255,0.054,19.68
"2020-07-06 02:30:00",16916,12.87,0.255,0.054,19.69
"2020-07-06 03:00:00",16917,12.86,0.255,0.054,19.69
"2020-07-06 03:30:00",16918,12.85,0.255,0.054,19.68
"2020-07-06 04:00:00",16919,12.85,0.255,0.054,19.66
"2020-07-06 04:30:00",16920,12.84,0.255,0.054,19.61
"2020-07-06 05:00:00",16921,12.83,0.255,0.054,19.61
"2020-07-06 05:30:00",16922,12.83,0.255,0.054,19.56
"2020-07-06 06:00:00",16923,12.82,0.255,0.054,19.54
"2020-07-06 06:30:00",16924,12.82,0.255,0.054,19.49
"2020-07-06 07:00:00",16925,12.81,0.255,0.054,19.47
"2020-07-06 07:30:00",16926,12.82,0.255,0.055,19.4
"2020-07-06 08:00:00",16927,12.83,0.255,0.054,19.35
"2020-07-06 08:30:00",16928,12.89,0.255,0.054,19.29
"2020-07-06 09:00:00",16929,13.81,0.255,0.054,19.25
"2020-07-06 09:30:00",16930,13.89,0.255,0.054,19.2
"2020-07-06 10:00:00",16931,13.71,0.255,0.054,19.15
"2020-07-06 10:30:00",16932,13.59,0.254,0.053,19.08
"2020-07-06 11:00:00",16933,13.46,0.254,0.054,19.02
"2020-07-06 11:30:00",16934,13.39,0.254,0.054,18.97
"2020-07-06 12:00:00",16935,13.28,0.254,0.053,18.89
"2020-07-06 12:30:00",16936,13.22,0.254,0.054,18.84
"2020-07-06 13:00:00",16937,13.16,0.253,0.053,18.8
"2020-07-06 13:30:00",16938,13.13,0.253,0.053,18.75
"2020-07-06 14:00:00",16939,13.11,0.253,0.054,18.74
"2020-07-06 14:30:00",16940,13.11,0.253,0.053,18.74
"2020-07-06 15:00:00",16941,13.1,0.253,0.053,18.73
"2020-07-06 15:30:00",16942,13.09,0.253,0.053,18.74
"2020-07-06 16:00:00",16943,13.16,0.253,0.053,18.75
"2020-07-06 16:30:00",16944,13.33,0.253,0.053,18.78
"2020-07-06 17:00:00",16945,13.24,0.253,0.053,18.85
"2020-07-06 17:30:00",16946,13.22,0.253,0.053,18.91
"2020-07-06 18:00:00",16947,13.2,0.253,0.054,19
"2020-07-06 18:30:00",16948,13.16,0.253,0.053,19.07
"2020-07-06 19:00:00",16949,13.12,0.253,0.054,19.14
"2020-07-06 19:30:00",16950,13.08,0.253,0.053,19.23
"2020-07-06 20:00:00",16951,13.05,0.253,0.054,19.31
"2020-07-06 20:30:00",16952,13.02,0.253,0.053,19.38
"2020-07-06 21:00:00",16953,13,0.253,0.053,19.45
"2020-07-06 21:30:00",16954,12.99,0.253,0.053,19.5
"2020-07-06 22:00:00",16955,12.97,0.253,0.053,19.55
"2020-07-06 22:30:00",16956,12.96,0.253,0.054,19.58
"2020-07-06 23:00:00",16957,12.94,0.253,0.054,19.66
"2020-07-06 23:30:00",16958,12.92,0.253,0.054,19.67
"2020-07-07 00:00:00",16959,12.91,0.253,0.054,19.68
"2020-07-07 00:30:00",16960,12.9,0.253,0.054,19.7
"2020-07-07 01:00:00",16961,12.89,0.253,0.054,19.71
"2020-07-07 01:30:00",16962,12.88,0.253,0.054,19.71
"2020-07-07 02:00:00",16963,12.87,0.253,0.054,19.73
"2020-07-07 02:30:00",16964,12.86,0.253,0.054,19.68
"2020-07-07 03:00:00",16965,12.85,0.253,0.054,19.68
"2020-07-07 03:30:00",16966,12.85,0.253,0.054,19.68
"2020-07-07 04:00:00",16967,12.84,0.253,0.054,19.66
"2020-07-07 04:30:00",16968,12.83,0.253,0.054,19.65
"2020-07-07 05:00:00",16969,12.83,0.253,0.054,19.59
"2020-07-07 05:30:00",16970,12.82,0.253,0.054,19.58
"2020-07-07 06:00:00",16971,12.82,0.253,0.054,19.55
"2020-07-07 06:30:00",16972,12.81,0.253,0.054,19.49
"2020-07-07 07:00:00",16973,12.81,0.253,0.054,19.45
"2020-07-07 07:30:00",16974,12.82,0.253,0.054,19.41
"2020-07-07 08:00:00",16975,12.83,0.253,0.053,19.35
"2020-07-07 08:30:00",16976,12.9,0.253,0.053,19.31
"2020-07-07 09:00:00",16977,14.1,0.253,0.053,19.22
"2020-07-07 09:30:00",16978,13.92,0.253,0.054,19.17
"2020-07-07 10:00:00",16979,13.76,0.253,0.054,19.12
"2020-07-07 10:30:00",16980,13.64,0.253,0.054,19.07
"2020-07-07 11:00:00",16981,13.53,0.253,0.053,19
"2020-07-07 11:30:00",16982,13.45,0.253,0.053,18.94
"2020-07-07 12:00:00",16983,13.38,0.253,0.053,18.9
"2020-07-07 12:30:00",16984,13.29,0.253,0.053,18.82
"2020-07-07 13:00:00",16985,13.22,0.252,0.053,18.8
"2020-07-07 13:30:00",16986,13.25,0.252,0.053,18.75
"2020-07-07 14:00:00",16987,13.2,0.252,0.053,18.74
"2020-07-07 14:30:00",16988,13.17,0.251,0.053,18.69
"2020-07-07 15:00:00",16989,13.16,0.251,0.053,18.71
"2020-07-07 15:30:00",16990,13.15,0.251,0.053,18.7
"2020-07-07 16:00:00",16991,13.27,0.251,0.053,18.73
"2020-07-07 16:30:00",16992,13.36,0.251,0.053,18.77
"2020-07-07 17:00:00",16993,13.27,0.251,0.053,18.79
"2020-07-07 17:30:00",16994,13.25,0.251,0.053,18.86
"2020-07-07 18:00:00",16995,13.23,0.251,0.053,18.96
"2020-07-07 18:30:00",16996,13.19,0.251,0.053,19.01
"2020-07-07 19:00:00",16997,13.14,0.251,0.053,19.09
"2020-07-07 19:30:00",16998,13.1,0.251,0.053,19.13
"2020-07-07 20:00:00",16999,13.07,0.251,0.053,19.24
"2020-07-07 20:30:00",17000,13.05,0.251,0.053,19.32
"2020-07-07 21:00:00",17001,13.02,0.251,0.053,19.34
"2020-07-07 21:30:00",17002,13.01,0.251,0.053,19.42
"2020-07-07 22:00:00",17003,12.99,0.251,0.053,19.49
"2020-07-07 22:30:00",17004,12.97,0.251,0.054,19.52
"2020-07-07 23:00:00",17005,12.96,0.251,0.054,19.58
"2020-07-07 23:30:00",17006,12.94,0.251,0.053,19.59
"2020-07-08 00:00:00",17007,12.93,0.251,0.054,19.63
"2020-07-08 00:30:00",17008,12.92,0.251,0.054,19.65
"2020-07-08 01:00:00",17009,12.91,0.251,0.054,19.67
"2020-07-08 01:30:00",17010,12.9,0.251,0.054,19.68
"2020-07-08 02:00:00",17011,12.88,0.251,0.054,19.69
"2020-07-08 02:30:00",17012,12.87,0.251,0.053,19.67
"2020-07-08 03:00:00",17013,12.86,0.251,0.054,19.64
"2020-07-08 03:30:00",17014,12.85,0.251,0.053,19.62
"2020-07-08 04:00:00",17015,12.84,0.251,0.054,19.6
"2020-07-08 04:30:00",17016,12.84,0.251,0.054,19.58
"2020-07-08 05:00:00",17017,12.83,0.251,0.053,19.54
"2020-07-08 05:30:00",17018,12.82,0.251,0.054,19.5
"2020-07-08 06:00:00",17019,12.82,0.251,0.054,19.46
"2020-07-08 06:30:00",17020,12.81,0.251,0.053,19.44
"2020-07-08 07:00:00",17021,12.81,0.251,0.053,19.38
"2020-07-08 07:30:00",17022,12.82,0.251,0.054,19.35
"2020-07-08 08:00:00",17023,12.82,0.251,0.053,19.29
"2020-07-08 08:30:00",17024,12.89,0.251,0.053,19.24
"2020-07-08 09:00:00",17025,14.07,0.251,0.054,19.19
"2020-07-08 09:30:00",17026,13.88,0.251,0.053,19.12
"2020-07-08 10:00:00",17027,13.72,0.251,0.053,19.07
"2020-07-08 10:30:00",17028,13.59,0.251,0.053,19.02
"2020-07-08 11:00:00",17029,13.48,0.25,0.053,18.95
"2020-07-08 11:30:00",17030,13.38,0.25,0.053,18.9
"2020-07-08 12:00:00",17031,13.28,0.25,0.053,18.85
"2020-07-08 12:30:00",17032,13.28,0.25,0.053,18.78
"2020-07-08 13:00:00",17033,13.22,0.25,0.053,18.76
"2020-07-08 13:30:00",17034,13.19,0.249,0.053,18.72
"2020-07-08 14:00:00",17035,13.13,0.25,0.053,18.7
"2020-07-08 14:30:00",17036,13.09,0.25,0.053,18.65
"2020-07-08 15:00:00",17037,13.09,0.25,0.052,18.66
"2020-07-08 15:30:00",17038,13.09,0.25,0.053,18.65
"2020-07-08 16:00:00",17039,13.17,0.25,0.053,18.69
"2020-07-08 16:30:00",17040,13.28,0.25,0.052,18.71
"2020-07-08 17:00:00",17041,13.22,0.25,0.052,18.77
"2020-07-08 17:30:00",17042,13.21,0.25,0.053,18.84
"2020-07-08 18:00:00",17043,13.19,0.25,0.052,18.91
"2020-07-08 18:30:00",17044,13.14,0.25,0.052,18.99
"2020-07-08 19:00:00",17045,13.1,0.25,0.053,19.04
"2020-07-08 19:30:00",17046,13.07,0.25,0.053,19.15
"2020-07-08 20:00:00",17047,13.04,0.25,0.053,19.22
"2020-07-08 20:30:00",17048,13.02,0.25,0.053,19.29
"2020-07-08 21:00:00",17049,13,0.25,0.053,19.36
"2020-07-08 21:30:00",17050,12.98,0.25,0.053,19.44
"2020-07-08 22:00:00",17051,12.96,0.25,0.053,19.49
"2020-07-08 22:30:00",17052,12.95,0.25,0.053,19.54
"2020-07-08 23:00:00",17053,12.94,0.25,0.053,19.56
"2020-07-08 23:30:00",17054,12.92,0.25,0.053,19.62
"2020-07-09 00:00:00",17055,12.91,0.25,0.054,19.65
"2020-07-09 00:30:00",17056,12.9,0.25,0.053,19.68
"2020-07-09 01:00:00",17057,12.89,0.25,0.053,19.7
"2020-07-09 01:30:00",17058,12.89,0.25,0.053,19.71
"2020-07-09 02:00:00",17059,12.88,0.25,0.054,19.67
"2020-07-09 02:30:00",17060,12.87,0.25,0.054,19.71
"2020-07-09 03:00:00",17061,12.86,0.25,0.053,19.71
"2020-07-09 03:30:00",17062,12.86,0.25,0.053,19.7
"2020-07-09 04:00:00",17063,12.85,0.25,0.054,19.68
"2020-07-09 04:30:00",17064,12.84,0.25,0.054,19.65
"2020-07-09 05:00:00",17065,12.84,0.25,0.054,19.62
"2020-07-09 05:30:00",17066,12.83,0.25,0.054,19.62
"2020-07-09 06:00:00",17067,12.83,0.25,0.054,19.58
"2020-07-09 06:30:00",17068,12.82,0.25,0.054,19.55
"2020-07-09 07:00:00",17069,12.82,0.25,0.053,19.48
"2020-07-09 07:30:00",17070,12.83,0.25,0.053,19.47
"2020-07-09 08:00:00",17071,12.84,0.25,0.054,19.39
"2020-07-09 08:30:00",17072,12.92,0.25,0.053,19.39
"2020-07-09 09:00:00",17073,14.04,0.249,0.053,19.32
"2020-07-09 09:30:00",17074,13.85,0.249,0.053,19.27
"2020-07-09 10:00:00",17075,13.68,0.249,0.053,19.2
"2020-07-09 10:30:00",17076,13.56,0.249,0.053,19.17
"2020-07-09 11:00:00",17077,13.47,0.249,0.053,19.09
"2020-07-09 11:30:00",17078,13.35,0.249,0.053,19.06
"2020-07-09 12:00:00",17079,13.27,0.249,0.053,18.96
"2020-07-09 12:30:00",17080,13.25,0.248,0.053,18.95
"2020-07-09 13:00:00",17081,13.18,0.248,0.053,18.92
"2020-07-09 13:30:00",17082,13.13,0.248,0.053,18.89
"2020-07-09 14:00:00",17083,13.11,0.248,0.053,18.87
"2020-07-09 14:30:00",17084,13.11,0.248,0.052,18.85
"2020-07-09 15:00:00",17085,13.14,0.248,0.053,18.85
"2020-07-09 15:30:00",17086,13.15,0.248,0.052,18.85
"2020-07-09 16:00:00",17087,13.24,0.248,0.052,18.87
"2020-07-09 16:30:00",17088,13.3,0.248,0.053,18.92
"2020-07-09 17:00:00",17089,13.22,0.248,0.052,18.97
"2020-07-09 17:30:00",17090,13.21,0.247,0.053,19.02
"2020-07-09 18:00:00",17091,13.19,0.247,0.052,19.09
"2020-07-09 18:30:00",17092,13.14,0.247,0.053,19.19
"2020-07-09 19:00:00",17093,13.1,0.247,0.053,19.3
"2020-07-09 19:30:00",17094,13.07,0.247,0.053,19.33
"2020-07-09 20:00:00",17095,13.04,0.247,0.053,19.42
"2020-07-09 20:30:00",17096,13.02,0.247,0.053,19.48
"2020-07-09 21:00:00",17097,13,0.247,0.053,19.56
"2020-07-09 21:30:00",17098,12.98,0.247,0.053,19.63
"2020-07-09 22:00:00",17099,12.96,0.247,0.053,19.69
"2020-07-09 22:30:00",17100,12.96,0.248,0.053,19.73
"2020-07-09 23:00:00",17101,12.94,0.247,0.053,19.76
"2020-07-09 23:30:00",17102,12.93,0.247,0.053,19.79
"2020-07-10 00:00:00",17103,12.92,0.248,0.053,19.81
"2020-07-10 00:30:00",17104,12.91,0.248,0.053,19.84
"2020-07-10 01:00:00",17105,12.9,0.248,0.053,19.86
"2020-07-10 01:30:00",17106,12.89,0.248,0.053,19.88
"2020-07-10 02:00:00",17107,12.88,0.248,0.054,19.89
"2020-07-10 02:30:00",17108,12.87,0.248,0.054,19.87
"2020-07-10 03:00:00",17109,12.86,0.248,0.053,19.88
"2020-07-10 03:30:00",17110,12.86,0.248,0.054,19.87
"2020-07-10 04:00:00",17111,12.85,0.248,0.053,19.84
"2020-07-10 04:30:00",17112,12.85,0.248,0.054,19.83
"2020-07-10 05:00:00",17113,12.84,0.248,0.053,19.83
"2020-07-10 05:30:00",17114,12.84,0.248,0.054,19.8
"2020-07-10 06:00:00",17115,12.83,0.248,0.053,19.73
"2020-07-10 06:30:00",17116,12.82,0.247,0.054,19.68
"2020-07-10 07:00:00",17117,12.82,0.247,0.053,19.67
"2020-07-10 07:30:00",17118,12.74,0.247,0.054,19.63
"2020-07-10 08:00:00",17119,12.81,0.247,0.054,19.58
"2020-07-10 08:30:00",17120,12.89,0.247,0.053,19.52
"2020-07-10 09:00:00",17121,14.01,0.247,0.053,19.48
"2020-07-10 09:30:00",17122,13.82,0.247,0.053,19.42
"2020-07-10 10:00:00",17123,13.65,0.247,0.053,19.39
"2020-07-10 10:30:00",17124,13.53,0.247,0.053,19.3
"2020-07-10 11:00:00",17125,13.41,0.247,0.053,19.27
"2020-07-10 11:30:00",17126,13.31,0.247,0.053,19.19
"2020-07-10 12:00:00",17127,13.24,0.247,0.053,19.16
"2020-07-10 12:30:00",17128,13.18,0.247,0.053,19.13
"2020-07-10 13:00:00",17129,13.13,0.247,0.053,19.08
"2020-07-10 13:30:00",17130,13.09,0.247,0.053,19.04
"2020-07-10 14:00:00",17131,13.06,0.247,0.053,19.01
"2020-07-10 14:30:00",17132,13.04,0.247,0.053,19
"2020-07-10 15:00:00",17133,13.05,0.247,0.052,19
"2020-07-10 15:30:00",17134,13.05,0.247,0.053,18.99
"2020-07-10 16:00:00",17135,13.15,0.247,0.053,19.04
"2020-07-10 16:30:00",17136,13.22,0.247,0.052,19.07
"2020-07-10 17:00:00",17137,13.17,0.247,0.053,19.14
"2020-07-10 17:30:00",17138,13.15,0.247,0.053,19.17
"2020-07-10 18:00:00",17139,13.14,0.247,0.053,19.26
"2020-07-10 18:30:00",17140,13.09,0.247,0.053,19.36
"2020-07-10 19:00:00",17141,13.06,0.246,0.053,19.43
"2020-07-10 19:30:00",17142,13.02,0.246,0.052,19.52
"2020-07-10 20:00:00",17143,13,0.246,0.053,19.61
"2020-07-10 20:30:00",17144,12.99,0.247,0.053,19.69
"2020-07-10 21:00:00",17145,12.97,0.246,0.053,19.76
"2020-07-10 21:30:00",17146,12.96,0.247,0.053,19.79
