"Plot Title: CM2SM"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684002, LBL: 30 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684005, LBL: 10 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684009, LBL: 1 M)"
162,12/12/19 12:30:01 AM,0.3256,0.2895,0.2323
163,12/12/19 01:00:01 AM,0.3256,0.2895,0.2330
164,12/12/19 01:30:01 AM,0.3256,0.2890,0.2339
165,12/12/19 02:00:01 AM,0.3252,0.2887,0.2351
166,12/12/19 02:30:01 AM,0.3249,0.2887,0.2358
167,12/12/19 03:00:01 AM,0.3244,0.2881,0.2371
168,12/12/19 03:30:01 AM,0.3235,0.2877,0.2383
169,12/12/19 04:00:01 AM,0.3231,0.2874,0.2390
170,12/12/19 04:30:01 AM,0.3231,0.2871,0.2399
171,12/12/19 05:00:01 AM,0.3223,0.2871,0.2406
172,12/12/19 05:30:01 AM,0.3223,0.2871,0.2414
173,12/12/19 06:00:01 AM,0.3219,0.2868,0.2418
174,12/12/19 06:30:01 AM,0.3216,0.2864,0.2425
175,12/12/19 07:00:01 AM,0.3211,0.2861,0.2430
176,12/12/19 07:30:01 AM,0.3207,0.2857,0.2430
177,12/12/19 08:00:01 AM,0.3204,0.2853,0.2434
178,12/12/19 08:30:01 AM,0.3204,0.2853,0.2434
179,12/12/19 09:00:01 AM,0.3199,0.2850,0.2437
180,12/12/19 09:30:01 AM,0.3195,0.2850,0.2437
181,12/12/19 10:00:01 AM,0.3192,0.2853,0.2437
182,12/12/19 10:30:01 AM,0.3192,0.2853,0.2437
183,12/12/19 11:00:01 AM,0.3192,0.2853,0.2437
184,12/12/19 11:30:01 AM,0.3187,0.2853,0.2434
185,12/12/19 12:00:01 PM,0.3187,0.2853,0.2434
186,12/12/19 12:30:01 PM,0.3183,0.2853,0.2434
187,12/12/19 01:00:01 PM,0.3183,0.2853,0.2434
188,12/12/19 01:30:01 PM,0.3183,0.2850,0.2430
189,12/12/19 02:00:01 PM,0.3178,0.2847,0.2430
190,12/12/19 02:30:01 PM,0.3178,0.2847,0.2430
191,12/12/19 03:00:01 PM,0.3178,0.2844,0.2430
192,12/12/19 03:30:01 PM,0.3178,0.2844,0.2430
193,12/12/19 04:00:01 PM,0.3178,0.2844,0.2425
194,12/12/19 04:30:01 PM,0.3175,0.2840,0.2425
195,12/12/19 05:00:01 PM,0.3175,0.2834,0.2421
196,12/12/19 05:30:01 PM,0.3175,0.2830,0.2425
197,12/12/19 06:00:01 PM,0.3175,0.2827,0.2421
198,12/12/19 06:30:01 PM,0.3171,0.2824,0.2418
199,12/12/19 07:00:01 PM,0.3171,0.2821,0.2418
200,12/12/19 07:30:01 PM,0.3171,0.2817,0.2418
201,12/12/19 08:00:01 PM,0.3168,0.2813,0.2418
202,12/12/19 08:30:01 PM,0.3168,0.2813,0.2414
203,12/12/19 09:00:01 PM,0.3168,0.2810,0.2414
204,12/12/19 09:30:01 PM,0.3163,0.2806,0.2410
205,12/12/19 10:00:01 PM,0.3163,0.2803,0.2410
