"Plot Title: MMSM2"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20418943, SEN S/N: 20683999, LBL: MMSM2 10 cm)","Water Content, m³/m³ (LGR S/N: 20418943, SEN S/N: 20684001, LBL: MMSM2 30 cm)","Water Content, m³/m³ (LGR S/N: 20418943, SEN S/N: 20684008, LBL: MMSM2 75 cm)"
1,09/04/19 12:30:01 PM,0.1148,0.1391,0.3312
2,09/04/19 01:00:01 PM,0.1159,0.1391,0.3252
3,09/04/19 01:30:01 PM,0.1159,0.1387,0.3223
4,09/04/19 02:00:01 PM,0.1164,0.1396,0.3207
5,09/04/19 02:30:01 PM,0.1164,0.1391,0.3192
6,09/04/19 03:00:01 PM,0.1164,0.1396,0.3178
7,09/04/19 03:30:01 PM,0.1159,0.1396,0.3171
8,09/04/19 04:00:01 PM,0.1164,0.1396,0.3163
9,09/04/19 04:30:01 PM,0.1159,0.1400,0.3156
10,09/04/19 05:00:01 PM,0.1159,0.1400,0.3148
11,09/04/19 05:30:01 PM,0.1159,0.1400,0.3140
12,09/04/19 06:00:01 PM,0.1153,0.1400,0.3136
13,09/04/19 06:30:01 PM,0.1159,0.1400,0.3128
14,09/04/19 07:00:01 PM,0.1153,0.1400,0.3121
15,09/04/19 07:30:01 PM,0.1153,0.1405,0.3118
16,09/04/19 08:00:01 PM,0.1148,0.1405,0.3110
17,09/04/19 08:30:01 PM,0.1138,0.1412,0.3110
18,09/04/19 09:00:01 PM,0.1138,0.1405,0.3106
19,09/04/19 09:30:01 PM,0.1138,0.1412,0.3098
20,09/04/19 10:00:01 PM,0.1133,0.1412,0.3095
21,09/04/19 10:30:01 PM,0.1128,0.1412,0.3092
22,09/04/19 11:00:01 PM,0.1133,0.1412,0.3092
23,09/04/19 11:30:01 PM,0.1128,0.1416,0.3084
24,09/05/19 12:00:01 AM,0.1122,0.1412,0.3080
25,09/05/19 12:30:01 AM,0.1128,0.1412,0.3077
26,09/05/19 01:00:01 AM,0.1122,0.1416,0.3077
27,09/05/19 01:30:01 AM,0.1117,0.1416,0.3072
28,09/05/19 02:00:01 AM,0.1117,0.1416,0.3069
29,09/05/19 02:30:01 AM,0.1117,0.1412,0.3066
30,09/05/19 03:00:01 AM,0.1112,0.1416,0.3066
31,09/05/19 03:30:01 AM,0.1117,0.1416,0.3062
32,09/05/19 04:00:01 AM,0.1112,0.1416,0.3058
