Date,VWC_10cm_RC1SM,VWC_10cm_RCSM2,VWC_10cm_RCSM3,VWC_10cm_RCSM5,VWC_30cm_RC1SM,VWC_30cm_RCSM2,VWC_30cm_RCSM3,VWC_30cm_RCSM5,VWC_1m_RC1SM,VWC_1m_RCSM5,VWC_5cm_RCSM2,VWC_5cm_RCSM3,VWC_20cm_RCSM2,VWC_20cm_RCSM3,VWC_40cm_RCSM2,VWC_40cm_RCSM3,VWC_50cm_RCSM2,VWC_50cm_RCSM3,VWC_60cm_RCSM2,VWC_60cm_RCSM3,VWC_75cm_RCSM2,VWC_75cm_RCSM3,VWC_100cm_RCSM2,VWC_100cm_RCSM3
2019-07-09 17:30:00,0.2351,NA,NA,NA,0.2456,NA,NA,NA,0.2997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 18:00:00,0.2351,NA,NA,NA,0.2456,NA,NA,NA,0.3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 18:30:00,0.2351,NA,NA,NA,0.2456,NA,NA,NA,0.3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 19:00:00,0.2351,NA,NA,0.338,0.246,NA,NA,0.3705,0.3001,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 19:30:00,0.2355,NA,NA,0.338,0.2456,NA,NA,0.3699,0.3001,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 20:00:00,0.2358,NA,NA,0.3376,0.246,NA,NA,0.3699,0.3001,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 20:30:00,0.2358,NA,NA,0.3376,0.246,NA,NA,0.3699,0.3005,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 21:00:00,0.2363,NA,NA,0.3376,0.2456,NA,NA,0.3694,0.3005,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 21:30:00,0.2363,NA,NA,0.3376,0.2456,NA,NA,0.3699,0.3005,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 22:00:00,0.2363,NA,NA,0.3384,0.2456,NA,NA,0.3694,0.3005,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 22:30:00,0.2371,NA,NA,0.3376,0.2452,NA,NA,0.3699,0.3008,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 23:00:00,0.2367,NA,NA,0.3384,0.2452,NA,NA,0.3699,0.3008,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-09 23:30:00,0.2374,NA,NA,0.338,0.2452,NA,NA,0.3694,0.3005,0.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 00:00:00,0.2374,NA,NA,0.338,0.2456,NA,NA,0.3699,0.3008,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 00:30:00,0.2374,NA,NA,0.338,0.2456,NA,NA,0.3694,0.3011,0.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 01:00:00,0.2379,NA,NA,0.3376,0.2456,NA,NA,0.3705,0.3011,0.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 01:30:00,0.2379,NA,NA,0.338,0.246,NA,NA,0.3705,0.3011,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 02:00:00,0.2383,NA,NA,0.3376,0.2464,NA,NA,0.3699,0.3011,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 02:30:00,0.2383,NA,NA,0.3384,0.2464,NA,NA,0.3705,0.3011,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 03:00:00,0.2387,NA,NA,0.3384,0.2468,NA,NA,0.3705,0.3011,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 03:30:00,0.2387,NA,NA,0.338,0.2479,NA,NA,0.3705,0.3011,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 04:00:00,0.2387,NA,NA,0.338,0.2483,NA,NA,0.3705,0.3011,0.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 04:30:00,0.239,NA,NA,0.3384,0.249,NA,NA,0.3711,0.3015,0.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 05:00:00,0.239,NA,NA,0.338,0.2494,NA,NA,0.3705,0.3015,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 05:30:00,0.239,NA,NA,0.3384,0.2498,NA,NA,0.3705,0.3015,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 06:00:00,0.239,NA,NA,0.3384,0.2502,NA,NA,0.3711,0.3015,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 06:30:00,0.239,NA,NA,0.3384,0.2505,NA,NA,0.3705,0.3015,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 07:00:00,0.2394,NA,NA,0.3384,0.2509,NA,NA,0.3711,0.3019,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 07:30:00,0.2394,NA,NA,0.3384,0.2509,NA,NA,0.3711,0.3015,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 08:00:00,0.239,NA,NA,0.3384,0.2509,NA,NA,0.3711,0.3019,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 08:30:00,0.239,NA,NA,0.338,0.2509,NA,NA,0.3705,0.3019,0.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 09:00:00,0.2394,NA,NA,0.3389,0.2512,NA,NA,0.3711,0.3019,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 09:30:00,0.2394,NA,NA,0.3389,0.2512,NA,NA,0.3711,0.3019,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 10:00:00,0.2394,NA,NA,0.3384,0.2512,NA,NA,0.3711,0.3019,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 10:30:00,0.2394,NA,NA,0.3389,0.2509,NA,NA,0.3711,0.3019,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 11:00:00,0.2399,NA,NA,0.3393,0.2505,NA,NA,0.3711,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 11:30:00,0.2394,NA,NA,0.3389,0.2502,NA,NA,0.3705,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 12:00:00,0.2394,NA,NA,0.3389,0.2498,NA,NA,0.3711,0.3019,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 12:30:00,0.239,NA,NA,0.3389,0.2487,NA,NA,0.3716,0.3019,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 13:00:00,0.2394,NA,NA,0.3389,0.2483,NA,NA,0.3716,0.3019,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 13:30:00,0.2394,NA,NA,0.3393,0.2479,NA,NA,0.3711,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 14:00:00,0.2394,NA,NA,0.3393,0.2479,NA,NA,0.3716,0.3019,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 14:30:00,0.2394,NA,NA,0.3393,0.2479,NA,NA,0.3716,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 15:00:00,0.2394,NA,NA,0.3384,0.2479,NA,NA,0.3711,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 15:30:00,0.2403,NA,NA,0.3384,0.2487,NA,NA,0.3716,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 16:00:00,0.2403,NA,NA,0.3384,0.2487,NA,NA,0.3716,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 16:30:00,0.2403,NA,NA,0.3384,0.2487,NA,NA,0.3711,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 17:00:00,0.2406,NA,NA,0.3393,0.2483,NA,NA,0.3716,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 17:30:00,0.2406,NA,NA,0.3384,0.2487,NA,NA,0.3716,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 18:00:00,0.2403,NA,NA,0.3389,0.2483,NA,NA,0.3711,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 18:30:00,0.2406,NA,NA,0.3399,0.2487,NA,NA,0.3716,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 19:00:00,0.241,NA,NA,0.3389,0.2483,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 19:30:00,0.241,NA,NA,0.3393,0.2483,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 20:00:00,0.241,NA,NA,0.3403,0.2479,NA,NA,0.3711,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 20:30:00,0.2414,NA,NA,0.3393,0.2479,NA,NA,0.3711,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 21:00:00,0.2414,NA,NA,0.3399,0.2479,NA,NA,0.3711,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 21:30:00,0.2414,NA,NA,0.3389,0.2475,NA,NA,0.3711,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 22:00:00,0.2418,NA,NA,0.3399,0.2475,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 22:30:00,0.2418,NA,NA,0.3403,0.2471,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 23:00:00,0.2421,NA,NA,0.3403,0.2468,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 23:30:00,0.2425,NA,NA,0.3403,0.2468,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 00:00:00,0.2425,NA,NA,0.3399,0.2468,NA,NA,0.3711,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 00:30:00,0.2425,NA,NA,0.3403,0.2468,NA,NA,0.3711,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 01:00:00,0.243,NA,NA,0.3408,0.2471,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 01:30:00,0.243,NA,NA,0.3403,0.2475,NA,NA,0.3711,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 02:00:00,0.2425,NA,NA,0.3403,0.2475,NA,NA,0.3711,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 02:30:00,0.243,NA,NA,0.3403,0.2479,NA,NA,0.3722,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 03:00:00,0.2425,NA,NA,0.3403,0.2487,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 03:30:00,0.243,NA,NA,0.3408,0.249,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 04:00:00,0.243,NA,NA,0.3408,0.2498,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 04:30:00,0.243,NA,NA,0.3403,0.2502,NA,NA,0.3716,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 05:00:00,0.2434,NA,NA,0.3403,0.2509,NA,NA,0.3716,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 05:30:00,0.2434,NA,NA,0.3403,0.2509,NA,NA,0.3716,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 06:00:00,0.2434,NA,NA,0.3408,0.2512,NA,NA,0.3722,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 06:30:00,0.2434,NA,NA,0.3403,0.252,NA,NA,0.3722,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 07:00:00,0.2434,NA,NA,0.3393,0.2524,NA,NA,0.3711,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 07:30:00,0.2434,NA,NA,0.3408,0.2524,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 08:00:00,0.2434,NA,NA,0.3393,0.2532,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 08:30:00,0.2434,NA,NA,0.3393,0.2528,NA,NA,0.3722,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 09:00:00,0.2434,NA,NA,0.3393,0.2528,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 09:30:00,0.2434,NA,NA,0.3399,0.2532,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 10:00:00,0.2434,NA,NA,0.3393,0.2534,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 10:30:00,0.243,NA,NA,0.3399,0.2534,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 11:00:00,0.243,NA,NA,0.3399,0.2528,NA,NA,0.3716,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 11:30:00,0.243,NA,NA,0.3393,0.252,NA,NA,0.3722,0.3029,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 12:00:00,0.243,NA,NA,0.3399,0.2509,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 12:30:00,0.2425,NA,NA,0.3399,0.2494,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 13:00:00,0.243,NA,NA,0.3399,0.2487,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 13:30:00,0.243,NA,NA,0.3393,0.249,NA,NA,0.3716,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 14:00:00,0.2425,NA,NA,0.3389,0.249,NA,NA,0.3722,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 14:30:00,0.243,NA,NA,0.3389,0.249,NA,NA,0.3729,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 15:00:00,0.2425,NA,NA,0.3389,0.249,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 15:30:00,0.243,NA,NA,0.3389,0.249,NA,NA,0.3729,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 16:00:00,0.243,NA,NA,0.3393,0.249,NA,NA,0.3722,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 16:30:00,0.243,NA,NA,0.3393,0.249,NA,NA,0.3729,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 17:00:00,0.2434,NA,NA,0.3393,0.249,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 17:30:00,0.2434,NA,NA,0.3399,0.249,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 18:00:00,0.2434,NA,NA,0.3399,0.2487,NA,NA,0.3722,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 18:30:00,0.2421,NA,NA,0.3399,0.249,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 19:00:00,0.2418,NA,NA,0.3403,0.249,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 19:30:00,0.2418,NA,NA,0.3403,0.2487,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 20:00:00,0.2421,NA,NA,0.3403,0.2483,NA,NA,0.3729,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 20:30:00,0.2421,NA,NA,0.3399,0.2483,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 21:00:00,0.2421,NA,NA,0.3408,0.2479,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 21:30:00,0.2421,NA,NA,0.3408,0.2479,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 22:00:00,0.2421,NA,NA,0.3408,0.2475,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 22:30:00,0.2421,NA,NA,0.3408,0.2475,NA,NA,0.3716,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 23:00:00,0.2421,NA,NA,0.3408,0.2475,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-11 23:30:00,0.2421,NA,NA,0.3408,0.2475,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 00:00:00,0.2425,NA,NA,0.3408,0.2471,NA,NA,0.3729,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 00:30:00,0.2425,NA,NA,0.3408,0.2471,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 01:00:00,0.2425,NA,NA,0.3408,0.2475,NA,NA,0.3729,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 01:30:00,0.2425,NA,NA,0.3408,0.2475,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 02:00:00,0.2425,NA,NA,0.3412,0.2475,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 02:30:00,0.2425,NA,NA,0.3412,0.2479,NA,NA,0.3729,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 03:00:00,0.2425,NA,NA,0.3412,0.2487,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 03:30:00,0.2425,NA,NA,0.3412,0.2494,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 04:00:00,0.2425,NA,NA,0.3412,0.2498,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 04:30:00,0.2425,NA,NA,0.3412,0.2502,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 05:00:00,0.243,NA,NA,0.3408,0.2505,NA,NA,0.3722,0.3022,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 05:30:00,0.243,NA,NA,0.3412,0.2512,NA,NA,0.3729,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 06:00:00,0.243,NA,NA,0.3412,0.2516,NA,NA,0.3729,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 06:30:00,0.243,NA,NA,0.3412,0.252,NA,NA,0.3729,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 07:00:00,0.243,NA,NA,0.3408,0.2524,NA,NA,0.3722,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 07:30:00,0.243,NA,NA,0.3408,0.2532,NA,NA,0.3729,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 08:00:00,0.243,NA,NA,0.3403,0.2528,NA,NA,0.3722,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 08:30:00,0.243,NA,NA,0.3412,0.2528,NA,NA,0.3722,0.3022,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 09:00:00,0.243,NA,NA,0.3408,0.2528,NA,NA,0.3729,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 09:30:00,0.243,NA,NA,0.3412,0.2532,NA,NA,0.3729,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 10:00:00,0.243,NA,NA,0.3412,0.2532,NA,NA,0.3729,0.3029,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 10:30:00,0.2425,NA,NA,0.3412,0.2532,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 11:00:00,0.243,NA,NA,0.3408,0.2524,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 11:30:00,0.243,NA,NA,0.3408,0.2512,NA,NA,0.3734,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 12:00:00,0.2425,NA,NA,0.3412,0.2505,NA,NA,0.3729,0.3026,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 12:30:00,0.2421,NA,NA,0.3412,0.2494,NA,NA,0.3734,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 13:00:00,0.2425,NA,NA,0.3408,0.2494,NA,NA,0.3729,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 13:30:00,0.2421,NA,NA,0.3408,0.249,NA,NA,0.3734,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 14:00:00,0.2421,NA,NA,0.3412,0.2494,NA,NA,0.3729,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 14:30:00,0.2421,NA,NA,0.3408,0.2494,NA,NA,0.3729,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 15:00:00,0.2421,NA,NA,0.3412,0.2494,NA,NA,0.3729,0.3022,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 15:30:00,0.2421,NA,NA,0.3408,0.2494,NA,NA,0.3734,0.3026,0.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-12 16:00:00,0.2421,NA,NA,0.3408,0.2494,NA,NA,0.3729,0.3026,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
