"Plot Title: RCSM5"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20541050, SEN S/N: 20538922, LBL: RCSM5 30 CM)","Water Content, m³/m³ (LGR S/N: 20541050, SEN S/N: 20538923, LBL: RCSM5 1M)","Water Content, m³/m³ (LGR S/N: 20541050, SEN S/N: 20538924, LBL: RCSM5 10 CM)"
40,04/26/20 06:00:01 AM,0.3740,0.4788,0.3865
41,04/26/20 06:30:01 AM,0.3740,0.4788,0.3865
42,04/26/20 07:00:01 AM,0.3746,0.4788,0.3859
43,04/26/20 07:30:01 AM,0.3746,0.4788,0.3859
44,04/26/20 08:00:01 AM,0.3740,0.4788,0.3859
45,04/26/20 08:30:01 AM,0.3740,0.4788,0.3859
46,04/26/20 09:00:01 AM,0.3746,0.4788,0.3865
47,04/26/20 09:30:01 AM,0.3740,0.4788,0.3859
48,04/26/20 10:00:01 AM,0.3746,0.4788,0.3865
49,04/26/20 10:30:01 AM,0.3746,0.4795,0.3872
50,04/26/20 11:00:01 AM,0.3746,0.4788,0.3872
51,04/26/20 11:30:01 AM,0.3746,0.4788,0.3872
52,04/26/20 12:00:01 PM,0.3746,0.4788,0.3872
53,04/26/20 12:30:01 PM,0.3740,0.4788,0.3865
54,04/26/20 01:00:01 PM,0.3746,0.4788,0.3872
55,04/26/20 01:30:01 PM,0.3746,0.4781,0.3865
56,04/26/20 02:00:01 PM,0.3746,0.4781,0.3859
57,04/26/20 02:30:01 PM,0.3746,0.4788,0.3859
58,04/26/20 03:00:01 PM,0.3746,0.4788,0.3865
59,04/26/20 03:30:01 PM,0.3746,0.4788,0.3872
60,04/26/20 04:00:01 PM,0.3740,0.4788,0.3859
61,04/26/20 04:30:01 PM,0.3746,0.4788,0.3865
62,04/26/20 05:00:01 PM,0.3746,0.4788,0.3872
63,04/26/20 05:30:01 PM,0.3746,0.4788,0.3872
64,04/26/20 06:00:01 PM,0.3746,0.4788,0.3865
65,04/26/20 06:30:01 PM,0.3746,0.4788,0.3872
66,04/26/20 07:00:01 PM,0.3746,0.4788,0.3865
67,04/26/20 07:30:01 PM,0.3740,0.4788,0.3865
68,04/26/20 08:00:01 PM,0.3740,0.4788,0.3872
69,04/26/20 08:30:01 PM,0.3740,0.4788,0.3872
70,04/26/20 09:00:01 PM,0.3740,0.4788,0.3865
71,04/26/20 09:30:01 PM,0.3740,0.4788,0.3865
72,04/26/20 10:00:01 PM,0.3740,0.4788,0.3865
73,04/26/20 10:30:01 PM,0.3746,0.4788,0.3865
74,04/26/20 11:00:01 PM,0.3740,0.4788,0.3865
75,04/26/20 11:30:01 PM,0.3746,0.4781,0.3872
76,04/27/20 12:00:01 AM,0.3746,0.4788,0.3865
77,04/27/20 12:30:01 AM,0.3740,0.4788,0.3865
78,04/27/20 01:00:01 AM,0.3746,0.4788,0.3865
79,04/27/20 01:30:01 AM,0.3746,0.4788,0.3865
80,04/27/20 02:00:01 AM,0.3746,0.4788,0.3872
81,04/27/20 02:30:01 AM,0.3746,0.4788,0.3865
82,04/27/20 03:00:01 AM,0.3746,0.4788,0.3865
83,04/27/20 03:30:01 AM,0.3740,0.4788,0.3859
84,04/27/20 04:00:01 AM,0.3746,0.4788,0.3859
85,04/27/20 04:30:01 AM,0.3746,0.4788,0.3859
86,04/27/20 05:00:01 AM,0.3746,0.4788,0.3865
87,04/27/20 05:30:01 AM,0.3746,0.4788,0.3865
88,04/27/20 06:00:01 AM,0.3746,0.4788,0.3859
89,04/27/20 06:30:01 AM,0.3746,0.4781,0.3859
90,04/27/20 07:00:01 AM,0.3746,0.4788,0.3865
91,04/27/20 07:30:01 AM,0.3746,0.4788,0.3859
92,04/27/20 08:00:01 AM,0.3746,0.4788,0.3865
93,04/27/20 08:30:01 AM,0.3746,0.4788,0.3859
94,04/27/20 09:00:01 AM,0.3746,0.4788,0.3872
95,04/27/20 09:30:01 AM,0.3746,0.4788,0.3865
96,04/27/20 10:00:01 AM,0.3746,0.4788,0.3859
97,04/27/20 10:30:01 AM,0.3746,0.4788,0.3859
98,04/27/20 11:00:01 AM,0.3746,0.4788,0.3872
99,04/27/20 11:30:01 AM,0.3746,0.4788,0.3859
100,04/27/20 12:00:01 PM,0.3746,0.4788,0.3872
101,04/27/20 12:30:01 PM,0.3746,0.4788,0.3872
102,04/27/20 01:00:01 PM,0.3746,0.4788,0.3872
103,04/27/20 01:30:01 PM,0.3746,0.4788,0.3865
104,04/27/20 02:00:01 PM,0.3740,0.4788,0.3859
105,04/27/20 02:30:01 PM,0.3746,0.4788,0.3865
106,04/27/20 03:00:01 PM,0.3746,0.4788,0.3859
107,04/27/20 03:30:01 PM,0.3746,0.4788,0.3865
108,04/27/20 04:00:01 PM,0.3746,0.4788,0.3859
109,04/27/20 04:30:01 PM,0.3746,0.4788,0.3859
110,04/27/20 05:00:01 PM,0.3746,0.4788,0.3872
111,04/27/20 05:30:01 PM,0.3740,0.4788,0.3872
112,04/27/20 06:00:01 PM,0.3746,0.4788,0.3865
113,04/27/20 06:30:01 PM,0.3740,0.4788,0.3872
114,04/27/20 07:00:01 PM,0.3746,0.4781,0.3865
115,04/27/20 07:30:01 PM,0.3746,0.4788,0.3865
116,04/27/20 08:00:01 PM,0.3746,0.4788,0.3865
117,04/27/20 08:30:01 PM,0.3740,0.4788,0.3865
118,04/27/20 09:00:01 PM,0.3746,0.4788,0.3865
119,04/27/20 09:30:01 PM,0.3746,0.4788,0.3865
120,04/27/20 10:00:01 PM,0.3746,0.4788,0.3872
121,04/27/20 10:30:01 PM,0.3740,0.4788,0.3865
122,04/27/20 11:00:01 PM,0.3740,0.4788,0.3872
123,04/27/20 11:30:01 PM,0.3746,0.4788,0.3865
124,04/28/20 12:00:01 AM,0.3746,0.4788,0.3865
125,04/28/20 12:30:01 AM,0.3740,0.4788,0.3865
126,04/28/20 01:00:01 AM,0.3746,0.4788,0.3872
127,04/28/20 01:30:01 AM,0.3746,0.4788,0.3872
128,04/28/20 02:00:01 AM,0.3740,0.4788,0.3865
129,04/28/20 02:30:01 AM,0.3746,0.4788,0.3872
130,04/28/20 03:00:01 AM,0.3740,0.4788,0.3865
131,04/28/20 03:30:01 AM,0.3746,0.4788,0.3865
132,04/28/20 04:00:01 AM,0.3746,0.4788,0.3872
133,04/28/20 04:30:01 AM,0.3746,0.4788,0.3865
134,04/28/20 05:00:01 AM,0.3740,0.4788,0.3859
135,04/28/20 05:30:01 AM,0.3746,0.4788,0.3859
136,04/28/20 06:00:01 AM,0.3746,0.4788,0.3865
137,04/28/20 06:30:01 AM,0.3746,0.4788,0.3859
138,04/28/20 07:00:01 AM,0.3746,0.4788,0.3859
139,04/28/20 07:30:01 AM,0.3746,0.4788,0.3865
140,04/28/20 08:00:01 AM,0.3746,0.4788,0.3859
141,04/28/20 08:30:01 AM,0.3746,0.4788,0.3865
142,04/28/20 09:00:01 AM,0.3746,0.4788,0.3865
143,04/28/20 09:30:01 AM,0.3746,0.4788,0.3859
144,04/28/20 10:00:01 AM,0.3746,0.4788,0.3865
145,04/28/20 10:30:01 AM,0.3746,0.4788,0.3865
146,04/28/20 11:00:01 AM,0.3746,0.4788,0.3872
147,04/28/20 11:30:01 AM,0.3746,0.4773,0.3872
148,04/28/20 12:00:01 PM,0.3746,0.4788,0.3872
149,04/28/20 12:30:01 PM,0.3746,0.4788,0.3872
150,04/28/20 01:00:01 PM,0.3746,0.4788,0.3865
151,04/28/20 01:30:01 PM,0.3746,0.4781,0.3865
152,04/28/20 02:00:01 PM,0.3746,0.4788,0.3872
153,04/28/20 02:30:01 PM,0.3746,0.4788,0.3859
154,04/28/20 03:00:01 PM,0.3746,0.4788,0.3872
155,04/28/20 03:30:01 PM,0.3746,0.4788,0.3865
156,04/28/20 04:00:01 PM,0.3746,0.4788,0.3872
157,04/28/20 04:30:01 PM,0.3746,0.4788,0.3872
158,04/28/20 05:00:01 PM,0.3740,0.4788,0.3865
159,04/28/20 05:30:01 PM,0.3746,0.4788,0.3872
160,04/28/20 06:00:01 PM,0.3746,0.4788,0.3865
161,04/28/20 06:30:01 PM,0.3746,0.4773,0.3865
162,04/28/20 07:00:01 PM,0.3746,0.4773,0.3877
163,04/28/20 07:30:01 PM,0.3746,0.4781,0.3877
164,04/28/20 08:00:01 PM,0.3746,0.4781,0.3872
165,04/28/20 08:30:01 PM,0.3746,0.4788,0.3872
166,04/28/20 09:00:01 PM,0.3746,0.4781,0.3872
167,04/28/20 09:30:01 PM,0.3746,0.4781,0.3877
168,04/28/20 10:00:01 PM,0.3746,0.4781,0.3872
169,04/28/20 10:30:01 PM,0.3746,0.4788,0.3865
170,04/28/20 11:00:01 PM,0.3746,0.4781,0.3877
171,04/28/20 11:30:01 PM,0.3746,0.4781,0.3872
172,04/29/20 12:00:01 AM,0.3746,0.4781,0.3877
173,04/29/20 12:30:01 AM,0.3746,0.4781,0.3877
174,04/29/20 01:00:01 AM,0.3746,0.4781,0.3865
175,04/29/20 01:30:01 AM,0.3746,0.4788,0.3877
176,04/29/20 02:00:01 AM,0.3734,0.4781,0.3877
177,04/29/20 02:30:01 AM,0.3734,0.4781,0.3877
178,04/29/20 03:00:01 AM,0.3734,0.4781,0.3865
179,04/29/20 03:30:01 AM,0.3734,0.4781,0.3865
180,04/29/20 04:00:01 AM,0.3734,0.4781,0.3865
181,04/29/20 04:30:01 AM,0.3734,0.4788,0.3865
182,04/29/20 05:00:01 AM,0.3734,0.4781,0.3865
183,04/29/20 05:30:01 AM,0.3734,0.4781,0.3865
184,04/29/20 06:00:01 AM,0.3740,0.4781,0.3872
185,04/29/20 06:30:01 AM,0.3734,0.4781,0.3872
186,04/29/20 07:00:01 AM,0.3734,0.4781,0.3872
187,04/29/20 07:30:01 AM,0.3734,0.4781,0.3865
188,04/29/20 08:00:01 AM,0.3734,0.4781,0.3865
189,04/29/20 08:30:01 AM,0.3734,0.4781,0.3865
190,04/29/20 09:00:01 AM,0.3740,0.4788,0.3859
191,04/29/20 09:30:01 AM,0.3740,0.4781,0.3859
192,04/29/20 10:00:01 AM,0.3740,0.4788,0.3872
193,04/29/20 10:30:01 AM,0.3740,0.4788,0.3865
194,04/29/20 11:00:01 AM,0.3740,0.4788,0.3865
195,04/29/20 11:30:01 AM,0.3740,0.4788,0.3865
196,04/29/20 12:00:01 PM,0.3740,0.4788,0.3872
197,04/29/20 12:30:01 PM,0.3740,0.4788,0.3865
198,04/29/20 01:00:01 PM,0.3746,0.4788,0.3865
199,04/29/20 01:30:01 PM,0.3740,0.4788,0.3872
200,04/29/20 02:00:01 PM,0.3740,0.4788,0.3865
201,04/29/20 02:30:01 PM,0.3740,0.4788,0.3865
202,04/29/20 03:00:01 PM,0.3740,0.4788,0.3865
203,04/29/20 03:30:01 PM,0.3740,0.4788,0.3865
204,04/29/20 04:00:01 PM,0.3734,0.4788,0.3865
205,04/29/20 04:30:01 PM,0.3740,0.4781,0.3877
206,04/29/20 05:00:01 PM,0.3740,0.4788,0.3865
207,04/29/20 05:30:01 PM,0.3740,0.4788,0.3877
208,04/29/20 06:00:01 PM,0.3740,0.4788,0.3872
209,04/29/20 06:30:01 PM,0.3740,0.4788,0.3877
210,04/29/20 07:00:01 PM,0.3740,0.4788,0.3872
211,04/29/20 07:30:01 PM,0.3740,0.4788,0.3877
212,04/29/20 08:00:01 PM,0.3740,0.4788,0.3877
213,04/29/20 08:30:01 PM,0.3740,0.4788,0.3877
214,04/29/20 09:00:01 PM,0.3740,0.4788,0.3872
215,04/29/20 09:30:01 PM,0.3740,0.4788,0.3872
216,04/29/20 10:00:01 PM,0.3740,0.4781,0.3883
217,04/29/20 10:30:01 PM,0.3746,0.4788,0.3877
218,04/29/20 11:00:01 PM,0.3740,0.4788,0.3877
219,04/29/20 11:30:01 PM,0.3740,0.4781,0.3877
220,04/30/20 12:00:01 AM,0.3740,0.4788,0.3877
221,04/30/20 12:30:01 AM,0.3740,0.4788,0.3865
222,04/30/20 01:00:01 AM,0.3740,0.4781,0.3872
223,04/30/20 01:30:01 AM,0.3740,0.4788,0.3877
224,04/30/20 02:00:01 AM,0.3740,0.4781,0.3877
225,04/30/20 02:30:01 AM,0.3740,0.4788,0.3877
226,04/30/20 03:00:01 AM,0.3740,0.4781,0.3877
227,04/30/20 03:30:01 AM,0.3740,0.4788,0.3865
228,04/30/20 04:00:01 AM,0.3746,0.4788,0.3872
229,04/30/20 04:30:01 AM,0.3746,0.4781,0.3877
230,04/30/20 05:00:01 AM,0.3746,0.4788,0.3872
231,04/30/20 05:30:01 AM,0.3746,0.4781,0.3872
232,04/30/20 06:00:01 AM,0.3746,0.4788,0.3872
233,04/30/20 06:30:01 AM,0.3746,0.4781,0.3872
234,04/30/20 07:00:01 AM,0.3740,0.4788,0.3865
235,04/30/20 07:30:01 AM,0.3746,0.4781,0.3865
236,04/30/20 08:00:01 AM,0.3746,0.4788,0.3872
237,04/30/20 08:30:01 AM,0.3746,0.4788,0.3872
238,04/30/20 09:00:01 AM,0.3746,0.4788,0.3865
239,04/30/20 09:30:01 AM,0.3746,0.4788,0.3872
240,04/30/20 10:00:01 AM,0.3746,0.4788,0.3865
241,04/30/20 10:30:01 AM,0.3740,0.4788,0.3872
242,04/30/20 11:00:01 AM,0.3740,0.4788,0.3872
243,04/30/20 11:30:01 AM,0.3746,0.4788,0.3872
244,04/30/20 12:00:01 PM,0.3740,0.4788,0.3872
245,04/30/20 12:30:01 PM,0.3740,0.4788,0.3872
246,04/30/20 01:00:01 PM,0.3746,0.4788,0.3872
247,04/30/20 01:30:01 PM,0.3740,0.4788,0.3859
248,04/30/20 02:00:01 PM,0.3740,0.4788,0.3865
249,04/30/20 02:30:01 PM,0.3740,0.4788,0.3865
250,04/30/20 03:00:01 PM,0.3740,0.4788,0.3865
251,04/30/20 03:30:01 PM,0.3740,0.4788,0.3865
252,04/30/20 04:00:01 PM,0.3740,0.4788,0.3872
253,04/30/20 04:30:01 PM,0.3746,0.4788,0.3865
254,04/30/20 05:00:01 PM,0.3740,0.4788,0.3865
255,04/30/20 05:30:01 PM,0.3740,0.4788,0.3865
256,04/30/20 06:00:01 PM,0.3740,0.4788,0.3865
257,04/30/20 06:30:01 PM,0.3740,0.4788,0.3872
258,04/30/20 07:00:01 PM,0.3740,0.4788,0.3872
259,04/30/20 07:30:01 PM,0.3740,0.4788,0.3865
260,04/30/20 08:00:01 PM,0.3740,0.4788,0.3865
261,04/30/20 08:30:01 PM,0.3740,0.4788,0.3872
262,04/30/20 09:00:01 PM,0.3740,0.4788,0.3872
263,04/30/20 09:30:01 PM,0.3740,0.4788,0.3872
264,04/30/20 10:00:01 PM,0.3740,0.4788,0.3865
265,04/30/20 10:30:01 PM,0.3740,0.4788,0.3872
266,04/30/20 11:00:01 PM,0.3740,0.4788,0.3865
267,04/30/20 11:30:01 PM,0.3740,0.4788,0.3865
268,05/01/20 12:00:01 AM,0.3740,0.4788,0.3865
269,05/01/20 12:30:01 AM,0.3734,0.4788,0.3865
270,05/01/20 01:00:01 AM,0.3740,0.4788,0.3872
271,05/01/20 01:30:01 AM,0.3734,0.4788,0.3872
272,05/01/20 02:00:01 AM,0.3740,0.4781,0.3865
273,05/01/20 02:30:01 AM,0.3740,0.4788,0.3854
274,05/01/20 03:00:01 AM,0.3740,0.4788,0.3859
275,05/01/20 03:30:01 AM,0.3740,0.4788,0.3865
276,05/01/20 04:00:01 AM,0.3734,0.4788,0.3865
277,05/01/20 04:30:01 AM,0.3740,0.4781,0.3865
278,05/01/20 05:00:01 AM,0.3740,0.4781,0.3859
279,05/01/20 05:30:01 AM,0.3734,0.4781,0.3859
280,05/01/20 06:00:01 AM,0.3734,0.4781,0.3859
281,05/01/20 06:30:01 AM,0.3740,0.4781,0.3865
282,05/01/20 07:00:01 AM,0.3740,0.4781,0.3859
283,05/01/20 07:30:01 AM,0.3740,0.4781,0.3854
284,05/01/20 08:00:01 AM,0.3734,0.4781,0.3859
285,05/01/20 08:30:01 AM,0.3734,0.4781,0.3872
286,05/01/20 09:00:01 AM,0.3740,0.4788,0.3872
287,05/01/20 09:30:01 AM,0.3740,0.4788,0.3865
288,05/01/20 10:00:01 AM,0.3740,0.4788,0.3865
289,05/01/20 10:30:01 AM,0.3740,0.4788,0.3859
290,05/01/20 11:00:01 AM,0.3734,0.4788,0.3865
291,05/01/20 11:30:01 AM,0.3740,0.4788,0.3872
292,05/01/20 12:00:01 PM,0.3734,0.4788,0.3872
293,05/01/20 12:30:01 PM,0.3740,0.4788,0.3865
294,05/01/20 01:00:01 PM,0.3740,0.4781,0.3872
295,05/01/20 01:30:01 PM,0.3740,0.4788,0.3865
296,05/01/20 02:00:01 PM,0.3740,0.4781,0.3872
297,05/01/20 02:30:01 PM,0.3734,0.4781,0.3865
298,05/01/20 03:00:01 PM,0.3734,0.4788,0.3865
299,05/01/20 03:30:01 PM,0.3734,0.4781,0.3865
300,05/01/20 04:00:01 PM,0.3734,0.4788,0.3872
301,05/01/20 04:30:01 PM,0.3734,0.4788,0.3859
302,05/01/20 05:00:01 PM,0.3734,0.4788,0.3865
303,05/01/20 05:30:01 PM,0.3734,0.4781,0.3872
304,05/01/20 06:00:01 PM,0.3734,0.4773,0.3865
305,05/01/20 06:30:01 PM,0.3734,0.4788,0.3865
306,05/01/20 07:00:01 PM,0.3734,0.4788,0.3859
307,05/01/20 07:30:01 PM,0.3734,0.4788,0.3859
308,05/01/20 08:00:01 PM,0.3734,0.4788,0.3865
309,05/01/20 08:30:01 PM,0.3734,0.4781,0.3872
310,05/01/20 09:00:01 PM,0.3734,0.4781,0.3859
311,05/01/20 09:30:01 PM,0.3729,0.4781,0.3865
312,05/01/20 10:00:01 PM,0.3734,0.4788,0.3865
313,05/01/20 10:30:01 PM,0.3734,0.4781,0.3865
314,05/01/20 11:00:01 PM,0.3734,0.4781,0.3872
315,05/01/20 11:30:01 PM,0.3734,0.4781,0.3865
316,05/02/20 12:00:01 AM,0.3734,0.4788,0.3859
317,05/02/20 12:30:01 AM,0.3734,0.4788,0.3859
318,05/02/20 01:00:01 AM,0.3734,0.4781,0.3865
319,05/02/20 01:30:01 AM,0.3734,0.4781,0.3859
320,05/02/20 02:00:01 AM,0.3734,0.4781,0.3859
321,05/02/20 02:30:01 AM,0.3734,0.4781,0.3859
322,05/02/20 03:00:01 AM,0.3734,0.4781,0.3859
323,05/02/20 03:30:01 AM,0.3734,0.4781,0.3865
324,05/02/20 04:00:01 AM,0.3734,0.4781,0.3859
325,05/02/20 04:30:01 AM,0.3734,0.4781,0.3859
326,05/02/20 05:00:01 AM,0.3734,0.4781,0.3859
327,05/02/20 05:30:01 AM,0.3734,0.4781,0.3859
328,05/02/20 06:00:01 AM,0.3734,0.4781,0.3865
329,05/02/20 06:30:01 AM,0.3729,0.4781,0.3859
330,05/02/20 07:00:01 AM,0.3729,0.4781,0.3859
331,05/02/20 07:30:01 AM,0.3734,0.4788,0.3859
332,05/02/20 08:00:01 AM,0.3734,0.4781,0.3859
333,05/02/20 08:30:01 AM,0.3734,0.4781,0.3865
334,05/02/20 09:00:01 AM,0.3734,0.4781,0.3859
335,05/02/20 09:30:01 AM,0.3734,0.4788,0.3872
336,05/02/20 10:00:01 AM,0.3734,0.4788,0.3859
337,05/02/20 10:30:01 AM,0.3734,0.4788,0.3865
338,05/02/20 11:00:01 AM,0.3734,0.4788,0.3865
339,05/02/20 11:30:01 AM,0.3734,0.4788,0.3865
340,05/02/20 12:00:01 PM,0.3734,0.4788,0.3865
341,05/02/20 12:30:01 PM,0.3734,0.4788,0.3872
342,05/02/20 01:00:01 PM,0.3734,0.4788,0.3872
343,05/02/20 01:30:01 PM,0.3734,0.4788,0.3859
344,05/02/20 02:00:01 PM,0.3729,0.4788,0.3872
345,05/02/20 02:30:01 PM,0.3729,0.4788,0.3859
346,05/02/20 03:00:01 PM,0.3729,0.4788,0.3865
347,05/02/20 03:30:01 PM,0.3734,0.4788,0.3865
348,05/02/20 04:00:01 PM,0.3729,0.4788,0.3872
349,05/02/20 04:30:01 PM,0.3734,0.4788,0.3865
350,05/02/20 05:00:01 PM,0.3734,0.4788,0.3859
351,05/02/20 05:30:01 PM,0.3729,0.4788,0.3865
352,05/02/20 06:00:01 PM,0.3729,0.4788,0.3859
353,05/02/20 06:30:01 PM,0.3729,0.4788,0.3859
354,05/02/20 07:00:01 PM,0.3729,0.4788,0.3865
355,05/02/20 07:30:01 PM,0.3729,0.4788,0.3854
356,05/02/20 08:00:01 PM,0.3729,0.4788,0.3859
357,05/02/20 08:30:01 PM,0.3729,0.4788,0.3865
358,05/02/20 09:00:01 PM,0.3729,0.4788,0.3859
359,05/02/20 09:30:01 PM,0.3729,0.4788,0.3854
360,05/02/20 10:00:01 PM,0.3729,0.4788,0.3859
361,05/02/20 10:30:01 PM,0.3729,0.4788,0.3865
362,05/02/20 11:00:01 PM,0.3729,0.4788,0.3859
363,05/02/20 11:30:01 PM,0.3729,0.4788,0.3859
364,05/03/20 12:00:01 AM,0.3729,0.4788,0.3865
365,05/03/20 12:30:01 AM,0.3729,0.4788,0.3859
366,05/03/20 01:00:01 AM,0.3729,0.4788,0.3859
367,05/03/20 01:30:01 AM,0.3729,0.4788,0.3865
368,05/03/20 02:00:01 AM,0.3729,0.4788,0.3865
369,05/03/20 02:30:01 AM,0.3729,0.4788,0.3859
370,05/03/20 03:00:01 AM,0.3729,0.4788,0.3859
371,05/03/20 03:30:01 AM,0.3729,0.4788,0.3859
372,05/03/20 04:00:01 AM,0.3729,0.4788,0.3854
373,05/03/20 04:30:01 AM,0.3729,0.4788,0.3865
374,05/03/20 05:00:01 AM,0.3729,0.4788,0.3859
375,05/03/20 05:30:01 AM,0.3729,0.4788,0.3859
376,05/03/20 06:00:01 AM,0.3729,0.4788,0.3865
377,05/03/20 06:30:01 AM,0.3729,0.4788,0.3859
378,05/03/20 07:00:01 AM,0.3729,0.4788,0.3859
379,05/03/20 07:30:01 AM,0.3729,0.4788,0.3865
380,05/03/20 08:00:01 AM,0.3729,0.4788,0.3859
381,05/03/20 08:30:01 AM,0.3729,0.4788,0.3854
382,05/03/20 09:00:01 AM,0.3729,0.4788,0.3865
383,05/03/20 09:30:01 AM,0.3729,0.4788,0.3859
384,05/03/20 10:00:01 AM,0.3729,0.4788,0.3859
385,05/03/20 10:30:01 AM,0.3729,0.4788,0.3859
386,05/03/20 11:00:01 AM,0.3729,0.4788,0.3865
387,05/03/20 11:30:01 AM,0.3729,0.4788,0.3859
388,05/03/20 12:00:01 PM,0.3729,0.4788,0.3859
389,05/03/20 12:30:01 PM,0.3729,0.4788,0.3865
390,05/03/20 01:00:01 PM,0.3729,0.4788,0.3854
391,05/03/20 01:30:01 PM,0.3729,0.4788,0.3859
392,05/03/20 02:00:01 PM,0.3729,0.4788,0.3854
393,05/03/20 02:30:01 PM,0.3729,0.4788,0.3865
394,05/03/20 03:00:01 PM,0.3729,0.4788,0.3854
395,05/03/20 03:30:01 PM,0.3729,0.4781,0.3854
396,05/03/20 04:00:01 PM,0.3729,0.4788,0.3854
397,05/03/20 04:30:01 PM,0.3729,0.4788,0.3854
398,05/03/20 05:00:01 PM,0.3729,0.4788,0.3859
399,05/03/20 05:30:01 PM,0.3729,0.4788,0.3854
400,05/03/20 06:00:01 PM,0.3729,0.4788,0.3859
401,05/03/20 06:30:01 PM,0.3729,0.4788,0.3865
402,05/03/20 07:00:01 PM,0.3729,0.4788,0.3865
403,05/03/20 07:30:01 PM,0.3729,0.4788,0.3859
404,05/03/20 08:00:01 PM,0.3729,0.4788,0.3865
405,05/03/20 08:30:01 PM,0.3729,0.4788,0.3854
406,05/03/20 09:00:01 PM,0.3722,0.4788,0.3865
407,05/03/20 09:30:01 PM,0.3729,0.4788,0.3854
408,05/03/20 10:00:01 PM,0.3729,0.4788,0.3865
409,05/03/20 10:30:01 PM,0.3729,0.4788,0.3865
410,05/03/20 11:00:01 PM,0.3729,0.4788,0.3865
411,05/03/20 11:30:01 PM,0.3722,0.4788,0.3865
412,05/04/20 12:00:01 AM,0.3729,0.4788,0.3854
413,05/04/20 12:30:01 AM,0.3729,0.4781,0.3854
414,05/04/20 01:00:01 AM,0.3729,0.4788,0.3854
415,05/04/20 01:30:01 AM,0.3722,0.4781,0.3865
416,05/04/20 02:00:01 AM,0.3722,0.4788,0.3854
417,05/04/20 02:30:01 AM,0.3722,0.4788,0.3859
418,05/04/20 03:00:01 AM,0.3729,0.4781,0.3854
419,05/04/20 03:30:01 AM,0.3729,0.4788,0.3865
420,05/04/20 04:00:01 AM,0.3729,0.4781,0.3859
421,05/04/20 04:30:01 AM,0.3722,0.4788,0.3859
422,05/04/20 05:00:01 AM,0.3722,0.4788,0.3859
423,05/04/20 05:30:01 AM,0.3729,0.4781,0.3859
424,05/04/20 06:00:01 AM,0.3722,0.4788,0.3865
425,05/04/20 06:30:01 AM,0.3729,0.4788,0.3865
