Plot Title: CM2SM				
#	"Date Time, GMT-07:00"	"Water Content, m³/m³ (LGR S/N: 21088752, SEN S/N: 20684002)"	"Water Content, m³/m³ (LGR S/N: 21088752, SEN S/N: 20684005)"	"Water Content, m³/m³ (LGR S/N: 21088752, SEN S/N: 20684009)"
1	7/6/2021 8:30	0.2374	0.0371	0.2857
2	7/6/2021 9:00	0.2374	0.0375	0.2853
3	7/6/2021 9:30	0.2379	0.0375	0.2853
4	7/6/2021 10:00	0.2374	0.0375	0.2853
5	7/6/2021 10:30	0.2374	0.0375	0.2857
6	7/6/2021 11:00	0.2374	0.0392	0.2853
7	7/6/2021 11:30	0.2371	0.0392	0.285
8	7/6/2021 12:00	0.2371	0.0401	0.2131
9	7/6/2021 12:30	0.2367	0.0405	0.2853
10	7/6/2021 13:00	0.2367	0.0405	0.2853
11	7/6/2021 13:30	0.2363	0.0405	0.2853
12	7/6/2021 14:00	0.2358	0.0421	0.2853
13	7/6/2021 14:30	0.2358	0.0421	0.285
14	7/6/2021 15:00	0.2351	0.0425	0.285
15	7/6/2021 15:30	0.2355	0.0425	0.285
16	7/6/2021 16:00	0.2351	0.0425	0.285
17	7/6/2021 16:30	0.2347	0.0425	0.199
18	7/6/2021 17:00	0.2344	0.0425	0.285
19	7/6/2021 17:30	0.2347	0.0425	0.285
20	7/6/2021 18:00	0.2344	0.0421	0.285
21	7/6/2021 18:30	0.2344	0.0413	0.285
22	7/6/2021 19:00	0.2344	0.0413	-0.46
23	7/6/2021 19:30	0.2344	0.0401	-0.46
24	7/6/2021 20:00	0.2344	0.0401	-0.46
25	7/6/2021 20:30	0.2344	0.0392	-0.4577
26	7/6/2021 21:00	0.2347	0.0384	0.2844
27	7/6/2021 21:30	0.2347	0.0375	-0.4737
28	7/6/2021 22:00	0.2347	0.0375	0.2844
29	7/6/2021 22:30	0.2344	0.0371	-0.4645
30	7/6/2021 23:00	0.2347	0.0371	0.2847
31	7/6/2021 23:30	0.2347	0.0363	0.2847
32	7/7/2021 0:00	0.2347	0.0371	0.2847
33	7/7/2021 0:30	0.2347	0.0363	0.2847
34	7/7/2021 1:00	0.2347	0.0354	0.2844
35	7/7/2021 1:30	0.2347	0.0363	0.2847
36	7/7/2021 2:00	0.2347	0.0354	0.2844
37	7/7/2021 2:30	0.2347	0.0354	0.2847
38	7/7/2021 3:00	0.2347	0.0354	0.2844
39	7/7/2021 3:30	0.2347	0.0354	0.2844
40	7/7/2021 4:00	0.2347	0.035	0.2844
41	7/7/2021 4:30	0.2347	0.035	0.2844
42	7/7/2021 5:00	0.2347	0.035	0.2844
43	7/7/2021 5:30	0.2347	0.035	0.2844
44	7/7/2021 6:00	0.2347	0.035	0.2844
45	7/7/2021 6:30	0.2347	0.0341	0.2844
46	7/7/2021 7:00	0.2351	0.0341	0.2844
47	7/7/2021 7:30	0.2351	0.0341	0.284
48	7/7/2021 8:00	0.2351	0.035	0.2844
49	7/7/2021 8:30	0.2351	0.035	0.2844
50	7/7/2021 9:00	0.2351	0.035	0.2844
51	7/7/2021 9:30	0.2355	0.0354	0.2847
52	7/7/2021 10:00	0.2351	0.0354	-0.3779
53	7/7/2021 10:30	0.2355	0.0363	-0.4248
54	7/7/2021 11:00	0.2351	0.0363	-0.4532
55	7/7/2021 11:30	0.2351	0.0371	-0.4668
56	7/7/2021 12:00	0.2351	0.0371	0.2844
57	7/7/2021 12:30	0.2347	0.0384	0.2542
58	7/7/2021 13:00	0.2344	0.0384	0.256
59	7/7/2021 13:30	0.2344	0.0392	0.2847
60	7/7/2021 14:00	0.2339	0.0392	0.2847
61	7/7/2021 14:30	0.2335	0.0401	0.2844
62	7/7/2021 15:00	0.2335	0.0405	0.2844
63	7/7/2021 15:30	0.2335	0.0405	0.2844
64	7/7/2021 16:00	0.233	0.0405	0.2844
65	7/7/2021 16:30	0.233	0.0405	-0.4737
66	7/7/2021 17:00	0.2327	0.0401	0.284
67	7/7/2021 17:30	0.2327	0.0405	0.2844
68	7/7/2021 18:00	0.2327	0.0401	-0.4737
69	7/7/2021 18:30	0.2327	0.0401	-0.4737
70	7/7/2021 19:00	0.2327	0.0392	0.2666
71	7/7/2021 19:30	0.2327	0.0375	0.268
72	7/7/2021 20:00	0.2327	0.0371	0.2705
73	7/7/2021 20:30	0.2327	0.0363	0.2739
74	7/7/2021 21:00	0.2327	0.0363	0.2837
75	7/7/2021 21:30	0.2327	0.0354	0.2837
76	7/7/2021 22:00	0.2327	0.0354	0.2837
77	7/7/2021 22:30	0.2327	0.0354	0.2837
78	7/7/2021 23:00	0.2323	0.0341	0.2834
79	7/7/2021 23:30	0.2327	0.0341	0.277
80	7/8/2021 0:00	0.2327	0.0341	0.2837
81	7/8/2021 0:30	0.2323	0.0332	0.2834
82	7/8/2021 1:00	0.2327	0.0332	0.2834
83	7/8/2021 1:30	0.2327	0.0332	0.2078
84	7/8/2021 2:00	0.2327	0.0328	0.2834
85	7/8/2021 2:30	0.2327	0.0328	0.2834
86	7/8/2021 3:00	0.2327	0.0328	0.2834
87	7/8/2021 3:30	0.2327	0.0328	0.2834
88	7/8/2021 4:00	0.2327	0.0319	0.2834
89	7/8/2021 4:30	0.2327	0.0328	0.283
90	7/8/2021 5:00	0.233	0.0319	0.283
91	7/8/2021 5:30	0.2327	0.0319	0.2834
92	7/8/2021 6:00	0.233	0.0319	0.2834
93	7/8/2021 6:30	0.2327	0.0319	0.2834
94	7/8/2021 7:00	0.2327	0.0319	0.2834
95	7/8/2021 7:30	0.233	0.0319	0.2834
96	7/8/2021 8:00	0.233	0.0319	0.2834
97	7/8/2021 8:30	0.233	0.0328	0.2834
98	7/8/2021 9:00	0.2335	0.0328	0.2834
99	7/8/2021 9:30	0.2335	0.0328	0.2837
100	7/8/2021 10:00	0.2335	0.0328	0.2837
101	7/8/2021 10:30	0.2335	0.0332	0.2837
102	7/8/2021 11:00	0.2335	0.0341	0.2837
103	7/8/2021 11:30	0.233	0.035	0.2837
104	7/8/2021 12:00	0.233	0.0354	0.2837
105	7/8/2021 12:30	0.233	0.0354	0.2834
106	7/8/2021 13:00	0.2327	0.0371	0.2837
107	7/8/2021 13:30	0.2327	0.0371	0.2834
108	7/8/2021 14:00	0.2323	0.0375	0.2834
109	7/8/2021 14:30	0.2323	0.0384	0.2834
110	7/8/2021 15:00	0.2318	0.0375	0.2834
111	7/8/2021 15:30	0.2315	0.0384	0.2834
112	7/8/2021 16:00	0.2315	0.0384	0.2834
113	7/8/2021 16:30	0.2315	0.0384	0.2834
114	7/8/2021 17:00	0.2311	0.0384	0.2834
115	7/8/2021 17:30	0.2315	0.0375	0.2834
116	7/8/2021 18:00	0.2311	0.0371	0.2834
117	7/8/2021 18:30	0.2311	0.0371	0.283
118	7/8/2021 19:00	0.2311	0.0371	0.283
119	7/8/2021 19:30	0.2311	0.0363	0.2827
120	7/8/2021 20:00	0.2311	0.0354	0.2827
121	7/8/2021 20:30	0.2311	0.0354	0.2827
122	7/8/2021 21:00	0.2311	0.035	0.2827
123	7/8/2021 21:30	0.2311	0.0341	0.2827
124	7/8/2021 22:00	0.2311	0.0332	0.2827
125	7/8/2021 22:30	0.2311	0.0332	0.2827
126	7/8/2021 23:00	0.2311	0.0328	0.2824
127	7/8/2021 23:30	0.2311	0.0328	0.2827
128	7/9/2021 0:00	0.2311	0.0328	0.2827
129	7/9/2021 0:30	0.2311	0.0319	0.2824
130	7/9/2021 1:00	0.2311	0.031	0.2824
131	7/9/2021 1:30	0.2311	0.031	0.2824
132	7/9/2021 2:00	0.2311	0.031	0.2824
133	7/9/2021 2:30	0.2311	0.031	0.2824
134	7/9/2021 3:00	0.2311	0.0306	0.2824
135	7/9/2021 3:30	0.2315	0.0306	0.2821
136	7/9/2021 4:00	0.2315	0.0306	0.2824
137	7/9/2021 4:30	0.2315	0.0306	0.2821
138	7/9/2021 5:00	0.2315	0.0297	0.2824
139	7/9/2021 5:30	0.2311	0.0297	0.2824
140	7/9/2021 6:00	0.2311	0.0306	0.2824
141	7/9/2021 6:30	0.2315	0.0297	0.2824
142	7/9/2021 7:00	0.2311	0.0306	0.2824
143	7/9/2021 7:30	0.2315	0.0306	0.2824
144	7/9/2021 8:00	0.2315	0.0306	0.2824
145	7/9/2021 8:30	0.2318	0.0306	0.2824
146	7/9/2021 9:00	0.2318	0.0306	0.2824
147	7/9/2021 9:30	0.2318	0.031	0.2827
148	7/9/2021 10:00	0.2318	0.031	0.2827
149	7/9/2021 10:30	0.2318	0.0319	0.2827
150	7/9/2021 11:00	0.2315	0.0319	0.2827
151	7/9/2021 11:30	0.2318	0.0328	0.2824
152	7/9/2021 12:00	0.2315	0.0332	0.2827
153	7/9/2021 12:30	0.2315	0.0341	0.2824
154	7/9/2021 13:00	0.2311	0.035	0.2827
155	7/9/2021 13:30	0.2311	0.035	0.2827
156	7/9/2021 14:00	0.2311	0.0363	0.2824
157	7/9/2021 14:30	0.2306	0.0363	0.2824
158	7/9/2021 15:00	0.2303	0.0363	0.2824
159	7/9/2021 15:30	0.2306	0.0371	0.2824
160	7/9/2021 16:00	0.2303	0.0371	0.2824
161	7/9/2021 16:30	0.2303	0.0371	0.2824
162	7/9/2021 17:00	0.2299	0.0371	0.2824
163	7/9/2021 17:30	0.2299	0.0363	0.2824
164	7/9/2021 18:00	0.2299	0.0363	0.2824
165	7/9/2021 18:30	0.2299	0.0354	0.2821
166	7/9/2021 19:00	0.2299	0.035	0.2821
167	7/9/2021 19:30	0.2299	0.0341	0.2821
168	7/9/2021 20:00	0.2299	0.0341	0.2817
169	7/9/2021 20:30	0.2299	0.0332	0.2817
170	7/9/2021 21:00	0.2299	0.0332	0.2817
171	7/9/2021 21:30	0.2299	0.0319	0.2817
172	7/9/2021 22:00	0.2299	0.0319	0.2813
173	7/9/2021 22:30	0.2299	0.0319	0.2817
174	7/9/2021 23:00	0.2299	0.031	0.2817
175	7/9/2021 23:30	0.2299	0.031	0.2813
176	7/10/2021 0:00	0.2299	0.0306	0.2817
177	7/10/2021 0:30	0.2299	0.0306	0.2817
178	7/10/2021 1:00	0.2299	0.0306	0.2817
179	7/10/2021 1:30	0.2299	0.0297	0.2817
180	7/10/2021 2:00	0.2299	0.0297	0.2817
181	7/10/2021 2:30	0.2299	0.0297	0.2817
182	7/10/2021 3:00	0.2299	0.0297	0.2813
183	7/10/2021 3:30	0.2299	0.0288	0.2817
184	7/10/2021 4:00	0.2299	0.0288	0.2813
185	7/10/2021 4:30	0.2303	0.0288	0.2813
186	7/10/2021 5:00	0.2299	0.0288	0.2813
187	7/10/2021 5:30	0.2303	0.0288	0.2813
188	7/10/2021 6:00	0.2299	0.0283	0.2813
189	7/10/2021 6:30	0.2299	0.0288	0.2813
190	7/10/2021 7:00	0.2303	0.0283	0.2813
191	7/10/2021 7:30	0.2299	0.0283	0.2813
192	7/10/2021 8:00	0.2299	0.0283	0.2813
193	7/10/2021 8:30	0.2303	0.0288	0.2813
194	7/10/2021 9:00	0.2303	0.0288	0.2817
195	7/10/2021 9:30	0.2303	0.0288	0.2813
196	7/10/2021 10:00	0.2303	0.0297	0.2817
197	7/10/2021 10:30	0.2303	0.0306	0.2817
198	7/10/2021 11:00	0.2303	0.0306	0.2813
199	7/10/2021 11:30	0.2303	0.031	0.2817
200	7/10/2021 12:00	0.2303	0.0319	0.2817
201	7/10/2021 12:30	0.2299	0.0319	0.2817
202	7/10/2021 13:00	0.2299	0.0328	0.2817
203	7/10/2021 13:30	0.2294	0.0332	0.2817
204	7/10/2021 14:00	0.2291	0.0341	0.2813
205	7/10/2021 14:30	0.2291	0.035	0.2817
206	7/10/2021 15:00	0.2291	0.0341	0.2813
207	7/10/2021 15:30	0.2291	0.035	0.2813
208	7/10/2021 16:00	0.2291	0.035	0.2813
209	7/10/2021 16:30	0.2291	0.035	0.2813
210	7/10/2021 17:00	0.2286	0.035	0.281
211	7/10/2021 17:30	0.2286	0.035	0.281
212	7/10/2021 18:00	0.2282	0.0341	0.281
213	7/10/2021 18:30	0.2282	0.0341	0.2806
214	7/10/2021 19:00	0.2282	0.0332	0.281
215	7/10/2021 19:30	0.2286	0.0328	0.2806
216	7/10/2021 20:00	0.2282	0.0328	0.2806
217	7/10/2021 20:30	0.2282	0.031	0.2806
218	7/10/2021 21:00	0.2277	0.031	0.2806
219	7/10/2021 21:30	0.2282	0.0306	0.2806
220	7/10/2021 22:00	0.2286	0.0306	0.2806
221	7/10/2021 22:30	0.2282	0.0297	0.2806
222	7/10/2021 23:00	0.2282	0.0297	0.2806
223	7/10/2021 23:30	0.2282	0.0288	0.2806
224	7/11/2021 0:00	0.2286	0.0288	0.2806
225	7/11/2021 0:30	0.2282	0.0288	0.2806
226	7/11/2021 1:00	0.2282	0.0283	0.2803
227	7/11/2021 1:30	0.2282	0.0283	0.2803
228	7/11/2021 2:00	0.2282	0.0274	0.2803
229	7/11/2021 2:30	0.2282	0.0274	0.2806
230	7/11/2021 3:00	0.2286	0.0274	0.2806
231	7/11/2021 3:30	0.2282	0.0274	0.2806
232	7/11/2021 4:00	0.2286	0.0274	0.2806
233	7/11/2021 4:30	0.2282	0.027	0.2806
234	7/11/2021 5:00	0.2282	0.0274	0.2806
235	7/11/2021 5:30	0.2282	0.0274	0.2803
236	7/11/2021 6:00	0.2282	0.027	0.2803
237	7/11/2021 6:30	0.2286	0.027	0.2803
238	7/11/2021 7:00	0.2282	0.027	0.2803
239	7/11/2021 7:30	0.2282	0.027	0.2806
240	7/11/2021 8:00	0.2286	0.027	0.2806
241	7/11/2021 8:30	0.2286	0.027	0.2803
242	7/11/2021 9:00	0.2291	0.0274	0.2803
243	7/11/2021 9:30	0.2286	0.0274	0.2806
244	7/11/2021 10:00	0.2286	0.0283	0.2806
245	7/11/2021 10:30	0.2291	0.0283	0.2806
246	7/11/2021 11:00	0.2291	0.0283	0.2806
247	7/11/2021 11:30	0.2286	0.0297	0.2806
248	7/11/2021 12:00	0.2286	0.0306	0.2803
249	7/11/2021 12:30	0.2286	0.0306	0.2806
250	7/11/2021 13:00	0.2282	0.031	0.2803
251	7/11/2021 13:30	0.2282	0.031	0.2803
252	7/11/2021 14:00	0.2277	0.0328	0.2803
253	7/11/2021 14:30	0.2277	0.0328	0.2803
254	7/11/2021 15:00	0.2277	0.0332	0.2803
255	7/11/2021 15:30	0.2274	0.0332	0.2803
256	7/11/2021 16:00	0.2274	0.0332	0.2803
257	7/11/2021 16:30	0.2274	0.0332	0.2803
258	7/11/2021 17:00	0.2269	0.0332	0.2803
259	7/11/2021 17:30	0.2269	0.0328	0.28
260	7/11/2021 18:00	0.2274	0.0328	0.2803
261	7/11/2021 18:30	0.2269	0.0319	0.28
262	7/11/2021 19:00	0.2266	0.0319	0.28
263	7/11/2021 19:30	0.2269	0.0306	0.28
264	7/11/2021 20:00	0.2269	0.0306	0.28
265	7/11/2021 20:30	0.2266	0.0297	0.2796
266	7/11/2021 21:00	0.2266	0.0288	0.2796
267	7/11/2021 21:30	0.2266	0.0283	0.2796
268	7/11/2021 22:00	0.2269	0.0283	0.2796
269	7/11/2021 22:30	0.2269	0.0274	0.2796
270	7/11/2021 23:00	0.2269	0.0274	0.2796
271	7/11/2021 23:30	0.2266	0.0274	0.2793
272	7/12/2021 0:00	0.2266	0.027	0.2796
273	7/12/2021 0:30	0.2266	0.0261	0.2796
274	7/12/2021 1:00	0.2266	0.0261	0.2796
275	7/12/2021 1:30	0.2269	0.0261	0.2793
276	7/12/2021 2:00	0.2269	0.0261	0.2793
277	7/12/2021 2:30	0.2266	0.0261	0.2796
278	7/12/2021 3:00	0.2269	0.0252	0.2796
279	7/12/2021 3:30	0.2269	0.0252	0.2793
280	7/12/2021 4:00	0.2269	0.0252	0.2796
281	7/12/2021 4:30	0.2269	0.0247	0.2793
282	7/12/2021 5:00	0.2269	0.0252	0.2793
283	7/12/2021 5:30	0.2266	0.0252	0.2793
284	7/12/2021 6:00	0.2266	0.0247	0.2793
285	7/12/2021 6:30	0.2269	0.0247	0.2793
286	7/12/2021 7:00	0.2269	0.0247	0.2793
287	7/12/2021 7:30	0.2269	0.0247	0.2793
288	7/12/2021 8:00	0.2269	0.0247	0.2796
289	7/12/2021 8:30	0.2269	0.0247	0.2793
290	7/12/2021 9:00	0.2274	0.0252	0.2796
291	7/12/2021 9:30	0.2269	0.0252	0.2796
292	7/12/2021 10:00	0.2274	0.0252	0.2796
293	7/12/2021 10:30	0.2274	0.0261	0.2793
294	7/12/2021 11:00	0.2274	0.027	0.2796
295	7/12/2021 11:30	0.2274	0.0274	0.2793
296	7/12/2021 12:00	0.2269	0.0283	0.2793
297	7/12/2021 12:30	0.2269	0.0288	0.2796
298	7/12/2021 13:00	0.2266	0.0297	0.2793
299	7/12/2021 13:30	0.2269	0.0297	0.2793
300	7/12/2021 14:00	0.2266	0.0306	0.2793
301	7/12/2021 14:30	0.2262	0.031	0.279
302	7/12/2021 15:00	0.2262	0.0306	0.2793
303	7/12/2021 15:30	0.2262	0.031	0.2793
304	7/12/2021 16:00	0.2262	0.031	0.2793
305	7/12/2021 16:30	0.2257	0.031	0.2793
306	7/12/2021 17:00	0.2257	0.031	0.2793
307	7/12/2021 17:30	0.2262	0.031	0.279
308	7/12/2021 18:00	0.2257	0.0306	0.279
309	7/12/2021 18:30	0.2257	0.0297	0.279
310	7/12/2021 19:00	0.2257	0.0288	0.279
311	7/12/2021 19:30	0.2257	0.0283	0.2786
312	7/12/2021 20:00	0.2257	0.0283	0.2786
313	7/12/2021 20:30	0.2257	0.0274	0.2786
314	7/12/2021 21:00	0.2257	0.027	0.2786
315	7/12/2021 21:30	0.2257	0.0261	0.2786
316	7/12/2021 22:00	0.2254	0.0261	0.2786
317	7/12/2021 22:30	0.2257	0.0252	0.2786
318	7/12/2021 23:00	0.2254	0.0252	0.2786
319	7/12/2021 23:30	0.2257	0.0252	0.2783
320	7/13/2021 0:00	0.2254	0.0247	0.2786
321	7/13/2021 0:30	0.2257	0.0247	0.2783
322	7/13/2021 1:00	0.2257	0.0247	0.2786
323	7/13/2021 1:30	0.2254	0.0247	0.2783
324	7/13/2021 2:00	0.2254	0.0238	0.2786
325	7/13/2021 2:30	0.2254	0.0228	0.2786
326	7/13/2021 3:00	0.2257	0.0238	0.2786
327	7/13/2021 3:30	0.2257	0.0228	0.2783
328	7/13/2021 4:00	0.2257	0.0228	0.2786
329	7/13/2021 4:30	0.2254	0.0228	0.2783
330	7/13/2021 5:00	0.2254	0.0228	0.2783
331	7/13/2021 5:30	0.2257	0.0224	0.2783
332	7/13/2021 6:00	0.2257	0.0224	0.2783
333	7/13/2021 6:30	0.2257	0.0224	0.2783
334	7/13/2021 7:00	0.2257	0.0228	0.278
335	7/13/2021 7:30	0.2257	0.0224	0.2783
336	7/13/2021 8:00	0.2257	0.0224	0.2783
337	7/13/2021 8:30	0.2257	0.0228	0.2783
338	7/13/2021 9:00	0.2257	0.0228	0.2783
339	7/13/2021 9:30	0.2262	0.0238	0.2783
340	7/13/2021 10:00	0.2262	0.0238	0.2783
341	7/13/2021 10:30	0.2262	0.0238	0.2783
342	7/13/2021 11:00	0.2262	0.0247	0.2783
343	7/13/2021 11:30	0.2262	0.0247	0.2783
344	7/13/2021 12:00	0.2262	0.0252	0.2783
345	7/13/2021 12:30	0.2257	0.027	0.278
346	7/13/2021 13:00	0.2254	0.0274	0.2783
347	7/13/2021 13:30	0.2257	0.0274	0.2783
348	7/13/2021 14:00	0.2257	0.0283	0.2783
349	7/13/2021 14:30	0.2254	0.0283	0.2783
350	7/13/2021 15:00	0.2254	0.0288	0.278
351	7/13/2021 15:30	0.2249	0.0288	0.2783
352	7/13/2021 16:00	0.2249	0.0297	0.2783
353	7/13/2021 16:30	0.2249	0.0297	0.278
354	7/13/2021 17:00	0.2249	0.0288	0.278
355	7/13/2021 17:30	0.2249	0.0288	0.2776
356	7/13/2021 18:00	0.2249	0.0283	0.2776
357	7/13/2021 18:30	0.2249	0.0283	0.2776
358	7/13/2021 19:00	0.2249	0.0274	0.2776
359	7/13/2021 19:30	0.2245	0.027	0.2776
360	7/13/2021 20:00	0.2245	0.027	0.2776
361	7/13/2021 20:30	0.2249	0.0261	0.2776
362	7/13/2021 21:00	0.2245	0.0252	0.2776
363	7/13/2021 21:30	0.2249	0.0252	0.2776
364	7/13/2021 22:00	0.2245	0.0247	0.2773
365	7/13/2021 22:30	0.2245	0.0247	0.2773
366	7/13/2021 23:00	0.2245	0.0238	0.2773
367	7/13/2021 23:30	0.2245	0.0238	0.2773
368	7/14/2021 0:00	0.2245	0.0238	0.2776
369	7/14/2021 0:30	0.2245	0.0228	0.2773
370	7/14/2021 1:00	0.2241	0.0228	0.2773
371	7/14/2021 1:30	0.2245	0.0224	0.2773
372	7/14/2021 2:00	0.2245	0.0224	0.2773
373	7/14/2021 2:30	0.2245	0.0224	0.2773
374	7/14/2021 3:00	0.2245	0.0214	0.277
375	7/14/2021 3:30	0.2249	0.0214	0.2773
376	7/14/2021 4:00	0.2245	0.0205	0.2773
377	7/14/2021 4:30	0.2245	0.0205	0.2773
378	7/14/2021 5:00	0.2245	0.0214	0.277
379	7/14/2021 5:30	0.2245	0.0205	0.2773
380	7/14/2021 6:00	0.2245	0.0205	0.2773
381	7/14/2021 6:30	0.2245	0.0205	0.2773
382	7/14/2021 7:00	0.2245	0.0205	0.277
383	7/14/2021 7:30	0.2245	0.0205	0.2773
384	7/14/2021 8:00	0.2249	0.0205	0.2773
385	7/14/2021 8:30	0.2249	0.0205	0.2773
386	7/14/2021 9:00	0.2249	0.0205	0.2773
387	7/14/2021 9:30	0.2254	0.0205	0.2773
388	7/14/2021 10:00	0.2249	0.0214	0.277
389	7/14/2021 10:30	0.2254	0.0224	0.277
390	7/14/2021 11:00	0.2254	0.0224	0.277
391	7/14/2021 11:30	0.2254	0.0228	0.2773
392	7/14/2021 12:00	0.2249	0.0238	0.2773
393	7/14/2021 12:30	0.2249	0.0238	0.2773
394	7/14/2021 13:00	0.2249	0.0247	0.277
395	7/14/2021 13:30	0.2249	0.0247	0.277
396	7/14/2021 14:00	0.2249	0.0252	0.277
397	7/14/2021 14:30	0.2245	0.0261	0.277
398	7/14/2021 15:00	0.2245	0.027	0.277
399	7/14/2021 15:30	0.2245	0.027	0.277
400	7/14/2021 16:00	0.2241	0.027	0.277
401	7/14/2021 16:30	0.2241	0.0274	0.2766
402	7/14/2021 17:00	0.2245	0.0274	0.2766
403	7/14/2021 17:30	0.2245	0.027	0.2766
404	7/14/2021 18:00	0.2245	0.027	0.2766
405	7/14/2021 18:30	0.2241	0.0261	0.2766
406	7/14/2021 19:00	0.2241	0.0252	0.2766
407	7/14/2021 19:30	0.2241	0.0252	0.2763
408	7/14/2021 20:00	0.2241	0.0247	0.2763
409	7/14/2021 20:30	0.2241	0.0238	0.2763
410	7/14/2021 21:00	0.2241	0.0238	0.2763
411	7/14/2021 21:30	0.2241	0.0238	0.2763
412	7/14/2021 22:00	0.2241	0.0228	0.2763
413	7/14/2021 22:30	0.2241	0.0228	0.2759
414	7/14/2021 23:00	0.2241	0.0224	0.2763
415	7/14/2021 23:30	0.2237	0.0214	0.2763
416	7/15/2021 0:00	0.2237	0.0214	0.2759
417	7/15/2021 0:30	0.2237	0.0205	0.2763
418	7/15/2021 1:00	0.2237	0.0205	0.2759
419	7/15/2021 1:30	0.2241	0.0205	0.2759
420	7/15/2021 2:00	0.2241	0.0205	0.2763
421	7/15/2021 2:30	0.2241	0.02	0.2759
422	7/15/2021 3:00	0.2241	0.02	0.2759
423	7/15/2021 3:30	0.2237	0.02	0.2759
424	7/15/2021 4:00	0.2241	0.02	0.2763
425	7/15/2021 4:30	0.2241	0.02	0.2759
426	7/15/2021 5:00	0.2237	0.019	0.2759
427	7/15/2021 5:30	0.2237	0.019	0.2759
428	7/15/2021 6:00	0.2241	0.019	0.2759
429	7/15/2021 6:30	0.2241	0.0186	0.2759
430	7/15/2021 7:00	0.2241	0.019	0.2759
431	7/15/2021 7:30	0.2241	0.019	0.2759
432	7/15/2021 8:00	0.2245	0.019	0.2759
433	7/15/2021 8:30	0.2245	0.019	0.2759
434	7/15/2021 9:00	0.2245	0.019	0.2759
435	7/15/2021 9:30	0.2245	0.02	0.2759
436	7/15/2021 10:00	0.2245	0.02	0.2759
437	7/15/2021 10:30	0.2245	0.0205	0.2759
438	7/15/2021 11:00	0.2245	0.0205	0.2759
439	7/15/2021 11:30	0.2245	0.0214	0.2759
440	7/15/2021 12:00	0.2241	0.0224	0.2759
441	7/15/2021 12:30	0.2245	0.0228	0.2759
442	7/15/2021 13:00	0.2245	0.0238	0.2759
443	7/15/2021 13:30	0.2245	0.0247	0.2759
444	7/15/2021 14:00	0.2241	0.0247	0.2759
445	7/15/2021 14:30	0.2241	0.0261	0.2759
446	7/15/2021 15:00	0.2241	0.0261	0.2756
447	7/15/2021 15:30	0.2241	0.0261	0.2756
448	7/15/2021 16:00	0.2237	0.027	0.2759
449	7/15/2021 16:30	0.2237	0.027	0.2756
450	7/15/2021 17:00	0.2237	0.0261	0.2756
451	7/15/2021 17:30	0.2241	0.027	0.2756
452	7/15/2021 18:00	0.2237	0.0261	0.2756
453	7/15/2021 18:30	0.2241	0.0252	0.2753
454	7/15/2021 19:00	0.2237	0.0252	0.2753
455	7/15/2021 19:30	0.2237	0.0247	0.2753
456	7/15/2021 20:00	0.2237	0.0238	0.2753
457	7/15/2021 20:30	0.2237	0.0238	0.2753
458	7/15/2021 21:00	0.2237	0.0228	0.2749
459	7/15/2021 21:30	0.2232	0.0228	0.2749
460	7/15/2021 22:00	0.2232	0.0214	0.2753
461	7/15/2021 22:30	0.2237	0.0214	0.2753
462	7/15/2021 23:00	0.2232	0.0214	0.2753
463	7/15/2021 23:30	0.2232	0.0214	0.2749
464	7/16/2021 0:00	0.2232	0.0205	0.2753
465	7/16/2021 0:30	0.2232	0.0205	0.2753
466	7/16/2021 1:00	0.2237	0.02	0.2753
467	7/16/2021 1:30	0.2232	0.02	0.2749
468	7/16/2021 2:00	0.2232	0.019	0.2753
469	7/16/2021 2:30	0.2232	0.019	0.2749
470	7/16/2021 3:00	0.2232	0.019	0.2749
471	7/16/2021 3:30	0.2232	0.019	0.2749
472	7/16/2021 4:00	0.2232	0.019	0.2749
473	7/16/2021 4:30	0.2237	0.0186	0.2749
474	7/16/2021 5:00	0.2232	0.0186	0.2749
475	7/16/2021 5:30	0.2237	0.0186	0.2749
476	7/16/2021 6:00	0.2237	0.0186	0.2749
477	7/16/2021 6:30	0.2237	0.0186	0.2749
478	7/16/2021 7:00	0.2237	0.0186	0.2749
479	7/16/2021 7:30	0.2237	0.0186	0.2749
480	7/16/2021 8:00	0.2237	0.0186	0.2746
481	7/16/2021 8:30	0.2241	0.0186	0.2749
482	7/16/2021 9:00	0.2237	0.019	0.2753
483	7/16/2021 9:30	0.2241	0.019	0.2753
484	7/16/2021 10:00	0.2241	0.02	0.2749
485	7/16/2021 10:30	0.2245	0.02	0.2749
486	7/16/2021 11:00	0.2241	0.02	0.2749
487	7/16/2021 11:30	0.2245	0.0205	0.2749
488	7/16/2021 12:00	0.2241	0.0214	0.2749
489	7/16/2021 12:30	0.2241	0.0224	0.2749
490	7/16/2021 13:00	0.2241	0.0228	0.2749
491	7/16/2021 13:30	0.2241	0.0228	0.2746
492	7/16/2021 14:00	0.2241	0.0238	0.2749
493	7/16/2021 14:30	0.2237	0.0247	0.2749
494	7/16/2021 15:00	0.2237	0.0252	0.2749
495	7/16/2021 15:30	0.2237	0.0252	0.2749
496	7/16/2021 16:00	0.2237	0.0261	0.2746
497	7/16/2021 16:30	0.2237	0.0261	0.2746
498	7/16/2021 17:00	0.2232	0.0252	0.2746
499	7/16/2021 17:30	0.2232	0.0252	0.2743
