Date,VWC_30cm_CHILDST2,VWC_30cm_CHILDST3,VWC_60cm_CHILDST2,VWC_60cm_CHILDST3
2019-07-08 13:30:00,NA,0.3461,NA,0.4202
2019-07-08 14:00:00,NA,0.3466,NA,0.4195
2019-07-08 14:30:00,NA,0.3471,NA,0.4195
2019-07-08 15:00:00,NA,0.3471,NA,0.4195
2019-07-08 15:30:00,NA,0.3476,NA,0.4195
2019-07-08 16:00:00,NA,0.3476,NA,0.4181
2019-07-08 16:30:00,NA,0.3481,NA,0.4188
2019-07-08 17:00:00,NA,0.3476,NA,0.4195
2019-07-08 17:30:00,NA,0.3481,NA,0.4195
2019-07-08 18:00:00,NA,0.3481,NA,0.4195
2019-07-08 18:30:00,NA,0.3481,NA,0.4195
2019-07-08 19:00:00,NA,0.3481,NA,0.4188
2019-07-08 19:30:00,NA,0.3486,NA,0.4181
2019-07-08 20:00:00,NA,0.3486,NA,0.4188
2019-07-08 20:30:00,NA,0.3486,NA,0.4195
2019-07-08 21:00:00,NA,0.3481,NA,0.4188
2019-07-08 21:30:00,NA,0.349,NA,0.4188
2019-07-08 22:00:00,NA,0.3486,NA,0.4188
2019-07-08 22:30:00,NA,0.349,NA,0.4188
2019-07-08 23:00:00,NA,0.3496,NA,0.4188
2019-07-08 23:30:00,NA,0.3486,NA,0.4188
2019-07-09 00:00:00,NA,0.3486,NA,0.4188
2019-07-09 00:30:00,NA,0.3496,NA,0.4188
2019-07-09 01:00:00,NA,0.3496,NA,0.4188
2019-07-09 01:30:00,NA,0.3496,NA,0.4188
2019-07-09 02:00:00,NA,0.349,NA,0.4188
2019-07-09 02:30:00,NA,0.349,NA,0.4188
2019-07-09 03:00:00,NA,0.3486,NA,0.4188
2019-07-09 03:30:00,NA,0.349,NA,0.4188
2019-07-09 04:00:00,NA,0.3496,NA,0.4188
2019-07-09 04:30:00,NA,0.3496,NA,0.4181
2019-07-09 05:00:00,NA,0.349,NA,0.4188
2019-07-09 05:30:00,NA,0.349,NA,0.4188
2019-07-09 06:00:00,NA,0.3496,NA,0.4174
2019-07-09 06:30:00,NA,0.3496,NA,0.4181
2019-07-09 07:00:00,NA,0.3496,NA,0.4188
2019-07-09 07:30:00,NA,0.349,NA,0.4181
2019-07-09 08:00:00,NA,0.35,NA,0.4174
2019-07-09 08:30:00,NA,0.3496,NA,0.4174
2019-07-09 09:00:00,NA,0.3496,NA,0.4174
2019-07-09 09:30:00,NA,0.3496,NA,0.4174
2019-07-09 10:00:00,NA,0.3496,NA,0.4181
2019-07-09 10:30:00,NA,0.349,NA,0.4181
2019-07-09 11:00:00,NA,0.3496,NA,0.4174
2019-07-09 11:30:00,NA,0.349,NA,0.4181
2019-07-09 12:00:00,NA,0.349,NA,0.4181
2019-07-09 12:30:00,NA,0.349,NA,0.4181
2019-07-09 13:00:00,NA,0.3496,NA,0.4181
2019-07-09 13:30:00,NA,0.349,NA,0.4181
2019-07-09 14:00:00,NA,0.349,NA,0.4181
2019-07-09 14:30:00,NA,0.3496,NA,-0.4737
2019-07-09 15:00:00,NA,0.349,NA,0.4181
2019-07-09 15:30:00,NA,0.349,NA,0.4181
2019-07-09 16:00:00,NA,0.349,NA,0.4181
2019-07-09 16:30:00,NA,0.349,NA,0.4188
2019-07-09 17:00:00,NA,0.349,NA,0.4188
2019-07-09 17:30:00,NA,0.349,NA,0.4181
2019-07-09 18:00:00,NA,0.349,NA,0.4188
2019-07-09 18:30:00,NA,0.349,NA,-0.4737
2019-07-09 19:00:00,NA,0.349,NA,-0.0915
2019-07-09 19:30:00,NA,0.349,NA,-0.4737
2019-07-09 20:00:00,NA,0.349,NA,0.4141
2019-07-09 20:30:00,NA,0.3496,NA,-0.4737
2019-07-09 21:00:00,NA,0.35,NA,0.4148
2019-07-09 21:30:00,NA,0.35,NA,-0.4737
2019-07-09 22:00:00,NA,0.349,NA,0.4121
2019-07-09 22:30:00,NA,0.3496,NA,-0.4737
2019-07-09 23:00:00,NA,0.3496,NA,0.4188
2019-07-09 23:30:00,NA,0.3496,NA,0.4188
2019-07-10 00:00:00,NA,0.35,NA,0.4181
2019-07-10 00:30:00,NA,0.35,NA,0.4188
2019-07-10 01:00:00,NA,0.35,NA,0.4188
2019-07-10 01:30:00,NA,0.3496,NA,0.4181
2019-07-10 02:00:00,NA,0.3496,NA,0.4181
2019-07-10 02:30:00,NA,0.35,NA,0.4181
2019-07-10 03:00:00,NA,0.35,NA,0.4188
2019-07-10 03:30:00,NA,0.35,NA,0.2169
2019-07-10 04:00:00,NA,0.3496,NA,0.4174
2019-07-10 04:30:00,NA,0.3496,NA,0.2881
2019-07-10 05:00:00,NA,0.3496,NA,0.4174
2019-07-10 05:30:00,NA,0.3496,NA,0.4174
2019-07-10 06:00:00,NA,0.35,NA,0.4174
2019-07-10 06:30:00,NA,0.35,NA,0.4174
2019-07-10 07:00:00,NA,0.3496,NA,0.4174
2019-07-10 07:30:00,NA,0.35,NA,0.3223
2019-07-10 08:00:00,NA,0.35,NA,0.4174
2019-07-10 08:30:00,NA,0.3496,NA,0.2759
2019-07-10 09:00:00,NA,0.35,NA,0.2874
2019-07-10 09:30:00,NA,0.35,NA,0.2914
2019-07-10 10:00:00,NA,0.3496,NA,0.4174
2019-07-10 10:30:00,NA,0.3496,NA,0.4188
2019-07-10 11:00:00,NA,0.35,NA,0.4188
2019-07-10 11:30:00,NA,0.35,NA,0.4188
2019-07-10 12:00:00,NA,0.3496,NA,0.4188
2019-07-10 12:30:00,NA,0.349,NA,0.4188
2019-07-10 13:00:00,NA,0.3496,NA,0.4188
2019-07-10 13:30:00,NA,0.3506,NA,0.4174
2019-07-10 14:00:00,NA,0.3496,NA,0.3125
2019-07-10 14:30:00,NA,0.35,NA,0.4195
2019-07-10 15:00:00,NA,0.3496,NA,0.4188
2019-07-10 15:30:00,NA,0.3496,NA,0.4188
2019-07-10 16:00:00,NA,0.35,NA,0.4195
2019-07-10 16:30:00,NA,0.3496,NA,0.4188
2019-07-10 17:00:00,NA,0.349,NA,0.4181
2019-07-10 17:30:00,NA,0.3496,NA,0.4174
2019-07-10 18:00:00,NA,0.35,NA,-0.4737
2019-07-10 18:30:00,NA,0.3496,NA,-0.4737
2019-07-10 19:00:00,NA,0.3496,NA,-0.4737
2019-07-10 19:30:00,NA,0.3496,NA,-0.4737
2019-07-10 20:00:00,NA,0.3496,NA,-0.4737
2019-07-10 20:30:00,NA,0.3496,NA,-0.4737
2019-07-10 21:00:00,NA,0.35,NA,0.4069
2019-07-10 21:30:00,NA,0.35,NA,-0.4737
2019-07-10 22:00:00,NA,0.3496,NA,0.4188
2019-07-10 22:30:00,NA,0.35,NA,0.4195
2019-07-10 23:00:00,NA,0.35,NA,0.4188
2019-07-10 23:30:00,NA,0.3496,NA,0.4195
2019-07-11 00:00:00,NA,0.35,NA,0.4181
2019-07-11 00:30:00,NA,0.35,NA,0.4188
2019-07-11 01:00:00,NA,0.35,NA,0.4188
2019-07-11 01:30:00,NA,0.35,NA,0.4188
2019-07-11 02:00:00,NA,0.3506,NA,0.4188
2019-07-11 02:30:00,NA,0.3496,NA,0.4188
2019-07-11 03:00:00,NA,0.3496,NA,0.4188
2019-07-11 03:30:00,NA,0.349,NA,0.4195
2019-07-11 04:00:00,NA,0.3506,NA,0.4174
2019-07-11 04:30:00,NA,0.3496,NA,0.3734
2019-07-11 05:00:00,NA,0.3506,NA,0.3734
2019-07-11 05:30:00,NA,0.3496,NA,0.3694
2019-07-11 06:00:00,NA,0.3496,NA,0.3758
2019-07-11 06:30:00,NA,0.3496,NA,0.3758
2019-07-11 07:00:00,NA,0.35,NA,0.3758
2019-07-11 07:30:00,NA,0.3506,NA,0.3622
2019-07-11 08:00:00,NA,0.3506,NA,0.4181
2019-07-11 08:30:00,NA,0.35,NA,0.4195
2019-07-11 09:00:00,NA,0.35,NA,0.4188
2019-07-11 09:30:00,NA,0.35,NA,0.4195
2019-07-11 10:00:00,NA,0.3506,NA,0.4188
2019-07-11 10:30:00,NA,0.35,NA,0.4188
2019-07-11 11:00:00,0.3187,0.3496,0.4095,0.4181
2019-07-11 11:30:00,NA,0.35,NA,0.359
2019-07-11 12:00:00,0.3168,0.35,0.4088,0.4181
2019-07-11 12:30:00,NA,0.35,NA,0.4195
2019-07-11 13:00:00,0.3171,0.35,0.4081,0.4195
2019-07-11 13:30:00,NA,0.3506,NA,0.4188
2019-07-11 14:00:00,0.3163,0.35,0.4074,0.4181
2019-07-11 14:30:00,NA,0.3506,NA,0.4181
2019-07-11 15:00:00,0.3163,0.3496,0.4081,0.4188
2019-07-11 15:30:00,NA,0.3496,NA,0.4195
2019-07-11 16:00:00,0.3168,0.35,0.4081,0.4188
2019-07-11 16:30:00,NA,0.3496,NA,0.4195
2019-07-11 17:00:00,0.3163,0.349,0.4074,0.4188
2019-07-11 17:30:00,NA,0.349,NA,0.4195
2019-07-11 18:00:00,0.3168,0.349,0.4088,0.4195
2019-07-11 18:30:00,NA,0.3496,NA,0.4188
2019-07-11 19:00:00,0.3168,0.349,0.4081,0.4195
2019-07-11 19:30:00,NA,0.349,NA,0.4195
2019-07-11 20:00:00,0.3163,0.349,0.4074,0.3578
2019-07-11 20:30:00,NA,0.349,NA,0.2087
2019-07-11 21:00:00,0.316,0.3496,0.4074,0.1859
2019-07-11 21:30:00,NA,0.35,NA,0.1994
2019-07-11 22:00:00,0.3163,0.35,0.4081,0.1945
2019-07-11 22:30:00,NA,0.3496,NA,0.2182
2019-07-11 23:00:00,0.3163,0.35,0.4074,0.2078
2019-07-11 23:30:00,NA,0.3506,NA,0.4174
2019-07-12 00:00:00,0.3163,0.3496,0.4074,-0.1227
2019-07-12 00:30:00,NA,0.35,NA,0.4195
2019-07-12 01:00:00,0.3168,0.3496,0.4081,0.4195
2019-07-12 01:30:00,NA,0.3496,NA,0.4188
2019-07-12 02:00:00,0.3168,0.3506,0.4074,0.4195
2019-07-12 02:30:00,NA,0.35,NA,0.4188
2019-07-12 03:00:00,0.3171,0.3496,0.4074,0.4188
2019-07-12 03:30:00,NA,0.3496,NA,0.4188
2019-07-12 04:00:00,0.3163,0.349,0.4081,0.4188
2019-07-12 04:30:00,NA,0.35,NA,0.4195
2019-07-12 05:00:00,0.3168,0.3496,0.4074,0.4188
2019-07-12 05:30:00,NA,0.3506,NA,0.4188
2019-07-12 06:00:00,0.3168,0.3496,0.4081,0.4188
2019-07-12 06:30:00,NA,0.3496,NA,0.4188
2019-07-12 07:00:00,0.3168,0.349,0.4081,0.4195
2019-07-12 07:30:00,NA,0.35,NA,0.4174
2019-07-12 08:00:00,0.3171,0.3506,0.4081,0.4188
2019-07-12 08:30:00,NA,0.35,NA,0.4188
2019-07-12 09:00:00,0.3171,0.35,0.4081,0.4195
2019-07-12 09:30:00,NA,0.35,NA,0.4195
2019-07-12 10:00:00,0.3171,0.35,0.4081,0.4195
2019-07-12 10:30:00,NA,0.349,NA,-0.4737
2019-07-12 11:00:00,0.3171,0.349,0.4088,-0.4737
2019-07-12 11:30:00,NA,0.3496,NA,0.4202
2019-07-12 12:00:00,0.3171,0.35,0.4081,0.4188
2019-07-12 12:30:00,NA,0.35,NA,0.4188
2019-07-12 13:00:00,0.3171,0.349,0.4088,0.4181
2019-07-12 13:30:00,NA,0.349,NA,0.4181
2019-07-12 14:00:00,0.3171,0.349,0.4088,0.4181
2019-07-12 14:30:00,NA,0.3496,NA,0.4181
2019-07-12 15:00:00,0.3171,0.3496,0.4088,0.4181
2019-07-12 15:30:00,NA,0.349,NA,0.4188
2019-07-12 16:00:00,0.3171,0.349,0.4088,0.4181
2019-07-12 16:30:00,NA,0.3496,NA,0.4181
2019-07-12 17:00:00,0.3171,0.3486,0.4081,0.3357
2019-07-12 17:30:00,NA,0.349,NA,0.3317
2019-07-12 18:00:00,0.3171,0.3496,0.4081,0.3403
2019-07-12 18:30:00,NA,0.3496,NA,0.349
2019-07-12 19:00:00,0.3168,0.349,0.4081,0.4195
2019-07-12 19:30:00,NA,0.349,NA,0.4195
2019-07-12 20:00:00,0.3168,0.3486,0.4088,0.4195
2019-07-12 20:30:00,NA,0.349,NA,0.4195
2019-07-12 21:00:00,0.3168,0.349,0.4081,0.4188
2019-07-12 21:30:00,NA,0.349,NA,0.4181
2019-07-12 22:00:00,0.3168,0.3496,0.4081,-0.2051
2019-07-12 22:30:00,NA,0.349,NA,0.4174
2019-07-12 23:00:00,0.3168,0.3496,0.4081,-0.1237
2019-07-12 23:30:00,NA,0.3496,NA,0.4174
2019-07-13 00:00:00,0.3171,0.349,0.4081,0.2095
2019-07-13 00:30:00,NA,0.349,NA,0.1843
2019-07-13 01:00:00,0.3168,0.349,0.4081,0.4174
2019-07-13 01:30:00,NA,0.3496,NA,0.1709
2019-07-13 02:00:00,0.3171,0.3486,0.4081,0.4181
2019-07-13 02:30:00,NA,0.3496,NA,0.0614
2019-07-13 03:00:00,0.3171,0.349,0.4081,0.4181
2019-07-13 03:30:00,NA,0.349,NA,0.4174
2019-07-13 04:00:00,0.3168,0.3486,0.4081,0.1752
2019-07-13 04:30:00,NA,0.3496,NA,0.4188
2019-07-13 05:00:00,0.3171,0.3486,0.4081,0.4174
2019-07-13 05:30:00,NA,0.3496,NA,0.4174
2019-07-13 06:00:00,0.3171,0.349,0.4081,0.4174
2019-07-13 06:30:00,NA,0.3486,NA,0.4181
2019-07-13 07:00:00,0.3175,0.3486,0.4081,0.4188
2019-07-13 07:30:00,NA,0.349,NA,0.4202
2019-07-13 08:00:00,0.3168,0.3496,0.4081,0.4188
2019-07-13 08:30:00,NA,0.3496,NA,0.4188
2019-07-13 09:00:00,0.3171,0.349,0.4081,0.4188
2019-07-13 09:30:00,NA,0.3486,NA,-0.015
2019-07-13 10:00:00,0.3178,0.349,0.4081,-0.4737
2019-07-13 10:30:00,NA,0.3486,NA,-0.4737
2019-07-13 11:00:00,0.3175,0.3486,0.4081,-0.4737
2019-07-13 11:30:00,NA,0.349,NA,-0.4737
2019-07-13 12:00:00,0.3175,0.3486,0.4088,-0.4737
2019-07-13 12:30:00,NA,0.3486,NA,0.4202
2019-07-13 13:00:00,0.3178,0.3486,0.4088,0.4195
2019-07-13 13:30:00,NA,0.3486,NA,0.4188
2019-07-13 14:00:00,0.3175,0.349,0.4081,-0.4737
2019-07-13 14:30:00,NA,0.3481,NA,-0.4737
2019-07-13 15:00:00,0.3175,0.349,0.4088,-0.4737
2019-07-13 15:30:00,NA,0.3486,NA,-0.4737
2019-07-13 16:00:00,0.3175,0.3486,0.4081,-0.4737
2019-07-13 16:30:00,NA,0.3486,NA,0.3694
2019-07-13 17:00:00,0.3171,0.3481,0.4081,-0.4737
2019-07-13 17:30:00,NA,0.3481,NA,-0.4737
2019-07-13 18:00:00,0.3171,0.3486,0.4081,-0.4737
2019-07-13 18:30:00,NA,0.3481,NA,-0.4737
2019-07-13 19:00:00,0.3171,0.3486,0.4081,0.3666
2019-07-13 19:30:00,NA,0.3486,NA,-0.4737
2019-07-13 20:00:00,0.3171,0.3481,0.4074,0.3611
2019-07-13 20:30:00,NA,0.3486,NA,0.3578
2019-07-13 21:00:00,0.3168,0.3486,0.4081,0.4188
2019-07-13 21:30:00,NA,0.349,NA,0.4174
2019-07-13 22:00:00,0.3163,0.349,0.4081,0.4188
2019-07-13 22:30:00,NA,0.349,NA,0.4188
2019-07-13 23:00:00,0.3163,0.3486,0.4081,0.4188
2019-07-13 23:30:00,NA,0.3486,NA,0.4181
2019-07-14 00:00:00,0.3163,0.3486,0.4081,0.4188
2019-07-14 00:30:00,NA,0.3486,NA,0.4181
2019-07-14 01:00:00,0.3163,0.349,0.4074,-0.4737
2019-07-14 01:30:00,NA,0.349,NA,0.3476
2019-07-14 02:00:00,0.3163,0.349,0.4074,0.3481
2019-07-14 02:30:00,NA,0.3486,NA,0.3547
2019-07-14 03:00:00,0.316,0.3486,0.4074,0.4188
2019-07-14 03:30:00,NA,0.3481,NA,0.4188
2019-07-14 04:00:00,0.3163,0.349,0.4081,0.4188
2019-07-14 04:30:00,NA,0.3486,NA,0.4188
2019-07-14 05:00:00,0.3163,0.349,0.4074,0.4188
2019-07-14 05:30:00,NA,0.3486,NA,0.4181
2019-07-14 06:00:00,0.3163,0.3486,0.4074,0.4181
2019-07-14 06:30:00,NA,0.3481,NA,0.4181
2019-07-14 07:00:00,0.3163,0.349,0.4074,0.4188
2019-07-14 07:30:00,NA,0.349,NA,0.4181
2019-07-14 08:00:00,0.3168,0.349,0.4081,0.3557
2019-07-14 08:30:00,NA,0.3486,NA,0.4181
2019-07-14 09:00:00,0.3168,0.3486,0.4074,0.4188
2019-07-14 09:30:00,NA,0.349,NA,0.4188
2019-07-14 10:00:00,0.3168,0.349,0.4088,0.4188
2019-07-14 10:30:00,NA,0.349,NA,0.4181
2019-07-14 11:00:00,0.3168,0.3486,0.4088,-0.4737
2019-07-14 11:30:00,NA,0.3486,NA,-0.4737
2019-07-14 12:00:00,0.3168,0.349,0.4088,-0.4737
2019-07-14 12:30:00,NA,0.3486,NA,-0.4737
2019-07-14 13:00:00,0.3163,0.3486,0.4088,-0.4737
2019-07-14 13:30:00,NA,0.3486,NA,0.4188
2019-07-14 14:00:00,0.3171,0.3486,0.4088,0.4195
2019-07-14 14:30:00,NA,0.3486,NA,0.4181
2019-07-14 15:00:00,0.3163,0.3481,0.4088,0.4181
2019-07-14 15:30:00,NA,0.3486,NA,0.4181
2019-07-14 16:00:00,0.3168,0.349,0.4081,0.4181
2019-07-14 16:30:00,NA,0.3486,NA,-0.4737
2019-07-14 17:00:00,0.3163,0.3481,0.4081,-0.4737
2019-07-14 17:30:00,NA,0.3481,NA,-0.4737
2019-07-14 18:00:00,0.3168,0.3486,0.4088,-0.4737
2019-07-14 18:30:00,NA,0.3481,NA,-0.4737
2019-07-14 19:00:00,0.3163,0.3486,0.4088,-0.4737
2019-07-14 19:30:00,NA,0.3486,NA,-0.4737
2019-07-14 20:00:00,0.3163,0.3486,0.4081,-0.4737
2019-07-14 20:30:00,NA,0.3486,NA,0.1769
2019-07-14 21:00:00,0.3163,0.3486,0.4081,0.2087
2019-07-14 21:30:00,NA,0.3486,NA,0.0392
2019-07-14 22:00:00,0.3163,0.349,0.4081,0.1133
2019-07-14 22:30:00,NA,0.3481,NA,0.0949
2019-07-14 23:00:00,0.316,0.349,0.4081,0.4181
2019-07-14 23:30:00,NA,0.349,NA,0.4188
2019-07-15 00:00:00,0.3163,0.3486,0.4081,0.4188
2019-07-15 00:30:00,NA,0.3481,NA,0.4188
2019-07-15 01:00:00,0.3163,0.349,0.4081,0.4174
2019-07-15 01:30:00,NA,0.349,NA,0.4188
2019-07-15 02:00:00,0.3163,0.349,0.4081,0.4188
2019-07-15 02:30:00,NA,0.3486,NA,0.4188
2019-07-15 03:00:00,0.3163,0.3481,0.4081,0.4188
2019-07-15 03:30:00,NA,0.3476,NA,0.4181
2019-07-15 04:00:00,0.3163,0.349,0.4074,0.4188
2019-07-15 04:30:00,NA,0.349,NA,0.4181
2019-07-15 05:00:00,0.3163,0.3486,0.4074,0.4181
2019-07-15 05:30:00,NA,0.3481,NA,0.4188
2019-07-15 06:00:00,0.3163,0.3486,0.4081,-0.4737
2019-07-15 06:30:00,NA,0.3476,NA,0.4181
2019-07-15 07:00:00,0.3163,0.349,0.4081,-0.4737
2019-07-15 07:30:00,NA,0.349,NA,0.4188
2019-07-15 08:00:00,0.3163,0.3486,0.4081,0.4188
2019-07-15 08:30:00,NA,0.3481,NA,0.4188
2019-07-15 09:00:00,0.3168,0.349,0.4081,0.0252
2019-07-15 09:30:00,NA,0.3481,NA,0.3877
2019-07-15 10:00:00,0.3163,0.349,0.4081,-0.4737
2019-07-15 10:30:00,NA,0.3486,NA,-0.4737
2019-07-15 11:00:00,0.3168,0.3481,0.4081,-0.4737
2019-07-15 11:30:00,NA,0.3486,NA,-0.4737
2019-07-15 12:00:00,0.3163,0.3486,0.4088,-0.4737
2019-07-15 12:30:00,NA,0.3486,NA,-0.4737
2019-07-15 13:00:00,0.3163,0.3481,0.4088,0.4195
2019-07-15 13:30:00,NA,0.3486,NA,0.4174
2019-07-15 14:00:00,0.3163,0.3486,0.4088,0.2607
2019-07-15 14:30:00,NA,0.3481,NA,0.4188
2019-07-15 15:00:00,0.3168,0.3486,0.4088,0.4188
2019-07-15 15:30:00,NA,0.3476,NA,0.4174
2019-07-15 16:00:00,0.316,0.3471,0.4088,0.4174
2019-07-15 16:30:00,NA,0.3476,NA,-0.374
2019-07-15 17:00:00,0.3163,0.3476,0.4088,-0.4101
2019-07-15 17:30:00,NA,0.3476,NA,-0.2196
2019-07-15 18:00:00,0.316,0.3481,0.4088,0.0238
2019-07-15 18:30:00,NA,0.3481,NA,0.0961
2019-07-15 19:00:00,0.316,0.3476,0.4088,-0.0382
2019-07-15 19:30:00,NA,0.3476,NA,-0.3644
2019-07-15 20:00:00,0.316,0.3476,0.4088,-0.3682
2019-07-15 20:30:00,NA,0.3476,NA,0.4181
2019-07-15 21:00:00,0.316,0.3476,0.4081,0.4181
2019-07-15 21:30:00,NA,0.3476,NA,0.4181
2019-07-15 22:00:00,0.3156,0.3481,0.4088,0.4174
2019-07-15 22:30:00,NA,0.3476,NA,0.4174
2019-07-15 23:00:00,0.3156,0.3481,0.4081,0.4181
2019-07-15 23:30:00,NA,0.3476,NA,0.4188
2019-07-16 00:00:00,0.316,0.3476,0.4081,0.4174
2019-07-16 00:30:00,NA,0.3471,NA,0.4181
2019-07-16 01:00:00,0.3156,0.3471,0.4088,0.4181
2019-07-16 01:30:00,NA,0.3476,NA,0.4181
2019-07-16 02:00:00,0.3156,0.3481,0.4081,0.4174
2019-07-16 02:30:00,NA,0.3481,NA,0.4181
2019-07-16 03:00:00,0.316,0.3476,0.4074,0.4181
2019-07-16 03:30:00,NA,0.3476,NA,0.4174
2019-07-16 04:00:00,0.3151,0.3476,0.4081,-0.232
2019-07-16 04:30:00,NA,0.3476,NA,0.4169
2019-07-16 05:00:00,0.316,0.3481,0.4081,0.4162
2019-07-16 05:30:00,NA,0.3476,NA,-0.1743
2019-07-16 06:00:00,0.3156,0.3481,0.4074,0.4169
2019-07-16 06:30:00,NA,0.3476,NA,0.3638
2019-07-16 07:00:00,0.316,0.3476,0.4074,0.3649
2019-07-16 07:30:00,NA,0.3481,NA,-0.0765
2019-07-16 08:00:00,0.3151,0.3481,0.4081,0.4188
2019-07-16 08:30:00,NA,0.3481,NA,0.4181
2019-07-16 09:00:00,0.3156,0.3476,0.4081,0.4181
2019-07-16 09:30:00,NA,0.3486,NA,0.4169
2019-07-16 10:00:00,0.316,0.3481,0.4081,-0.4737
2019-07-16 10:30:00,NA,0.3476,NA,0.3946
2019-07-16 11:00:00,0.316,0.3481,0.4081,-0.4737
2019-07-16 11:30:00,NA,0.3476,NA,-0.4737
2019-07-16 12:00:00,0.3156,0.3471,0.4081,-0.4737
2019-07-16 12:30:00,NA,0.3471,NA,0.1133
2019-07-16 13:00:00,0.3156,0.3471,0.4081,0.1357
2019-07-16 13:30:00,NA,0.3481,NA,0.1352
2019-07-16 14:00:00,0.3156,0.3481,0.4088,0.0998
2019-07-16 14:30:00,NA,0.3476,NA,0.0678
2019-07-16 15:00:00,0.3151,0.3471,0.4088,-0.0191
2019-07-16 15:30:00,NA,0.3476,NA,-0.239
2019-07-16 16:00:00,0.3151,0.3481,0.4088,-0.3226
2019-07-16 16:30:00,NA,0.3476,NA,-0.1141
2019-07-16 17:00:00,0.3156,0.3476,0.4081,-0.1924
2019-07-16 17:30:00,NA,0.3476,NA,-0.3998
2019-07-16 18:00:00,0.3151,0.3471,0.4088,-0.3349
2019-07-16 18:30:00,NA,0.3476,NA,-0.4356
2019-07-16 19:00:00,0.3151,0.3476,0.4081,-0.3644
2019-07-16 19:30:00,NA,0.3476,NA,-0.374
2019-07-16 20:00:00,0.3151,0.3471,0.4081,0.4169
2019-07-16 20:30:00,NA,0.3476,NA,0.4174
2019-07-16 21:00:00,0.3151,0.3476,0.4081,0.4181
2019-07-16 21:30:00,NA,0.3476,NA,0.4169
2019-07-16 22:00:00,0.3151,0.3481,0.4074,0.4181
2019-07-16 22:30:00,NA,0.3471,NA,0.4181
2019-07-16 23:00:00,0.3151,0.3476,0.4081,0.4162
2019-07-16 23:30:00,NA,0.3481,NA,0.4181
2019-07-17 00:00:00,0.3151,0.3476,0.4081,0.4181
2019-07-17 00:30:00,NA,0.3471,NA,0.4181
2019-07-17 01:00:00,0.3151,0.3476,0.4088,-0.374
2019-07-17 01:30:00,NA,0.3481,NA,0.4181
2019-07-17 02:00:00,0.3151,0.3481,0.4074,0.4174
2019-07-17 02:30:00,NA,0.3481,NA,-0.3918
2019-07-17 03:00:00,0.3151,0.3471,0.4081,0.4169
2019-07-17 03:30:00,NA,0.3471,NA,0.4181
2019-07-17 04:00:00,0.3151,0.3471,0.4081,0.4169
2019-07-17 04:30:00,NA,0.3476,NA,0.4174
2019-07-17 05:00:00,0.3151,0.3471,0.4081,0.4174
2019-07-17 05:30:00,NA,0.3481,NA,0.4174
2019-07-17 06:00:00,0.3151,0.3476,0.4074,-0.4737
2019-07-17 06:30:00,NA,0.3476,NA,0.4181
2019-07-17 07:00:00,0.3151,0.3471,0.4074,-0.4737
2019-07-17 07:30:00,NA,0.3481,NA,0.4181
2019-07-17 08:00:00,0.3151,0.3481,0.4074,0.4174
2019-07-17 08:30:00,NA,0.3481,NA,0.3367
2019-07-17 09:00:00,0.3156,0.3481,0.4081,0.4181
2019-07-17 09:30:00,NA,0.3476,NA,0.4188
2019-07-17 10:00:00,0.3151,0.3476,0.4088,0.4181
2019-07-17 10:30:00,NA,0.3476,NA,0.4181
2019-07-17 11:00:00,0.3156,0.3471,0.4088,0.4181
2019-07-17 11:30:00,NA,0.3471,NA,0.4181
2019-07-17 12:00:00,0.3156,0.3476,0.4088,0.4174
2019-07-17 12:30:00,NA,0.3476,NA,-0.0601
2019-07-17 13:00:00,0.3156,0.3476,0.4081,-0.0409
2019-07-17 13:30:00,NA,0.3476,NA,-0.0579
2019-07-17 14:00:00,0.3151,0.3476,0.4081,-0.0805
2019-07-17 14:30:00,NA,0.3481,NA,-0.083
2019-07-17 15:00:00,0.3148,0.3476,0.4081,-0.1937
2019-07-17 15:30:00,NA,0.3476,NA,-0.46
2019-07-17 16:00:00,0.3151,0.3476,0.4088,-0.4737
2019-07-17 16:30:00,NA,0.3471,NA,-0.1247
2019-07-17 17:00:00,0.3148,0.3466,0.4081,-0.1169
2019-07-17 17:30:00,NA,0.3466,NA,-0.1337
2019-07-17 18:00:00,0.3151,0.3466,0.4081,-0.221
2019-07-17 18:30:00,NA,0.3466,NA,-0.2012
2019-07-17 19:00:00,0.3148,0.3471,0.4088,0.1634
2019-07-17 19:30:00,NA,0.3471,NA,-0.2447
2019-07-17 20:00:00,0.3148,0.3471,0.4081,-0.4737
2019-07-17 20:30:00,NA,0.3471,NA,-0.4737
2019-07-17 21:00:00,0.3148,0.3471,0.4074,0.4181
2019-07-17 21:30:00,NA,0.3471,NA,0.4181
2019-07-17 22:00:00,0.3144,0.3471,0.4074,0.4169
2019-07-17 22:30:00,NA,0.3471,NA,0.4181
2019-07-17 23:00:00,0.3144,0.3471,0.4081,0.4174
2019-07-17 23:30:00,NA,0.3466,NA,0.4169
2019-07-18 00:00:00,0.3148,0.3466,0.4081,0.4174
2019-07-18 00:30:00,NA,0.3471,NA,0.4174
2019-07-18 01:00:00,0.3148,0.3466,0.4081,-0.3898
2019-07-18 01:30:00,NA,0.3471,NA,-0.374
2019-07-18 02:00:00,0.3148,0.3471,0.4074,0.4174
2019-07-18 02:30:00,NA,0.3476,NA,0.4174
2019-07-18 03:00:00,0.3148,0.3471,0.4074,0.4162
