,,1-1 sm,,4-1 SM,6-2 SM,9-2 SM,,9-3 SM,1-1 SM,9-3 SM
#,DateTime,VWC_30cm_MM1SM,VWC_10cm_MM1SM,VWC_30cm_MMSM3,VWC_30cm_MMSM4,VWC_30cm_MMSM9-2,VWC_10cm_MMSM5,VWC_30cm_MMSM5,VWC_1m_MM1SM,VWC_1m_MMSM5
1791,6/1/2019 18:00,0.5128,,,0.4731,0.27754,,0.4658,0.5153,0.5113
1792,6/1/2019 18:30,0.5128,,,0.4731,0.27754,,0.4658,0.5145,0.5113
1793,6/1/2019 19:00,0.5128,,,0.4731,0.27754,,0.4672,0.5153,0.5113
1794,6/1/2019 19:30,0.5128,,,0.4724,0.27754,,0.4665,0.5153,0.5113
1795,6/1/2019 20:00,0.5128,,,0.4731,0.27754,,0.4658,0.5145,0.5113
1796,6/1/2019 20:30,0.5128,,,0.4731,0.27754,,0.4665,0.5145,0.5113
1797,6/1/2019 21:00,0.5128,,,0.4724,0.27754,,0.4665,0.5153,0.5113
1798,6/1/2019 21:30,0.5128,,,0.4731,0.27754,,0.4658,0.5153,0.5113
1799,6/1/2019 22:00,0.5128,,,0.4731,0.27754,,0.4665,0.5145,0.5106
1800,6/1/2019 22:30,0.5128,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1801,6/1/2019 23:00,0.5128,,,0.4724,0.27754,,0.4658,0.5145,0.5113
1802,6/1/2019 23:30,0.5128,,,0.4731,0.27754,,0.4665,0.5145,0.5106
1803,6/2/2019 0:00,0.5128,,,0.4724,0.27754,,0.4665,0.5145,0.5106
1804,6/2/2019 0:30,0.5128,,,0.4731,0.27754,,0.4665,0.5145,0.5113
1805,6/2/2019 1:00,0.5128,,,0.4724,0.27754,,0.4658,0.5145,0.5106
1806,6/2/2019 1:30,0.5138,,,0.4731,0.27754,,0.4658,0.5145,0.5106
1807,6/2/2019 2:00,0.5138,,,0.4731,0.27754,,0.4651,0.5145,0.5113
1808,6/2/2019 2:30,0.5138,,,0.4724,0.27754,,0.4651,0.5145,0.5106
1809,6/2/2019 3:00,0.5138,,,0.4724,0.27754,,0.4658,0.5145,0.5106
1810,6/2/2019 3:30,0.5138,,,0.4724,0.27754,,0.4658,0.5145,0.5106
1811,6/2/2019 4:00,0.5138,,,0.4731,0.27754,,0.4651,0.5145,0.5113
1812,6/2/2019 4:30,0.5138,,,0.4724,0.27754,,0.4658,0.5153,0.5106
1813,6/2/2019 5:00,0.5138,,,0.4731,0.27754,,0.4658,0.5145,0.5106
1814,6/2/2019 5:30,0.5138,,,0.4724,0.27754,,0.4658,0.5153,0.5106
1815,6/2/2019 6:00,0.5138,,,0.4724,0.27754,,0.4658,0.5145,0.5106
1816,6/2/2019 6:30,0.5138,,,0.4724,0.27754,,0.4658,0.5153,0.5106
1817,6/2/2019 7:00,0.5138,,,0.4731,0.27754,,0.4651,0.5145,0.5106
1818,6/2/2019 7:30,0.5145,,,0.4731,0.27754,,0.4658,0.5145,0.5113
1819,6/2/2019 8:00,0.5145,,,0.4731,0.27754,,0.4658,0.5153,0.5113
1820,6/2/2019 8:30,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1821,6/2/2019 9:00,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1822,6/2/2019 9:30,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1823,6/2/2019 10:00,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1824,6/2/2019 10:30,0.5145,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1825,6/2/2019 11:00,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1826,6/2/2019 11:30,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1827,6/2/2019 12:00,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1828,6/2/2019 12:30,0.5145,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1829,6/2/2019 13:00,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1830,6/2/2019 13:30,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1831,6/2/2019 14:00,0.5145,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1832,6/2/2019 14:30,0.5145,,,0.4731,0.27754,,0.4658,0.5153,0.5113
1833,6/2/2019 15:00,0.5145,,,0.4724,0.27754,,0.4651,0.5153,0.5106
1834,6/2/2019 15:30,0.5153,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1835,6/2/2019 16:00,0.5153,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1836,6/2/2019 16:30,0.5153,,,0.4724,0.27754,,0.4658,0.5153,0.5113
1837,6/2/2019 17:00,0.5153,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1838,6/2/2019 17:30,0.5153,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1839,6/2/2019 18:00,0.5153,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1840,6/2/2019 18:30,0.5153,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1841,6/2/2019 19:00,0.516,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1842,6/2/2019 19:30,0.516,,,0.4724,0.27754,,0.4644,0.5153,0.5113
1843,6/2/2019 20:00,0.516,,,0.4724,0.27754,,0.4644,0.5153,0.5098
1844,6/2/2019 20:30,0.516,,,0.4731,0.27754,,0.4644,0.5153,0.5106
1845,6/2/2019 21:00,0.516,,,0.4731,0.27754,,0.4644,0.5153,0.5113
1846,6/2/2019 21:30,0.5168,,,0.4724,0.27754,,0.4651,0.5153,0.5106
1847,6/2/2019 22:00,0.516,,,0.4724,0.27754,,0.4651,0.5153,0.5113
1848,6/2/2019 22:30,0.5168,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1849,6/2/2019 23:00,0.5168,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1850,6/2/2019 23:30,0.5168,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1851,6/3/2019 0:00,0.5178,,,0.4724,0.27754,,0.4651,0.5153,0.5106
1852,6/3/2019 0:30,0.5178,,,0.4724,0.27754,,0.4644,0.5153,0.5113
1853,6/3/2019 1:00,0.5178,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1854,6/3/2019 1:30,0.5178,,,0.4724,0.27754,,0.4636,0.5153,0.5106
1855,6/3/2019 2:00,0.5178,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1856,6/3/2019 2:30,0.5185,,,0.4724,0.27754,,0.4636,0.5153,0.5106
1857,6/3/2019 3:00,0.5185,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1858,6/3/2019 3:30,0.5185,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1859,6/3/2019 4:00,0.5185,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1860,6/3/2019 4:30,0.5185,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1861,6/3/2019 5:00,0.5185,,,0.4724,0.27754,,0.4644,0.5153,0.5106
1862,6/3/2019 5:30,0.5185,,,0.4724,0.27754,,0.4636,0.5153,0.5106
1863,6/3/2019 6:00,0.5185,,,0.4724,0.27754,,0.4629,0.5153,0.5106
1864,6/3/2019 6:30,0.5185,,,0.4724,0.27754,,0.4636,0.5153,0.5106
1865,6/3/2019 7:00,0.5193,,,0.4724,0.27754,,0.4629,0.5153,0.5106
1866,6/3/2019 7:30,0.5185,,,0.4724,0.27754,,0.4644,0.5153,0.5113
1867,6/3/2019 8:00,0.5193,,,0.4724,0.27754,,0.4636,0.5153,0.5113
1868,6/3/2019 8:30,0.5193,,,0.4724,0.27754,,0.4636,0.5153,0.5106
1869,6/3/2019 9:00,0.5193,,,0.4724,0.27754,,0.4636,0.5153,0.5106
1870,6/3/2019 9:30,0.5193,,,0.4724,0.27754,,0.4636,0.5153,0.5098
1871,6/3/2019 10:00,0.5193,,,0.4724,0.27754,,0.4636,0.516,0.5113
1872,6/3/2019 10:30,0.5193,,,0.4724,0.27754,,0.4636,0.516,0.5113
1873,6/3/2019 11:00,0.5201,,,0.4724,0.27754,,0.4644,0.516,0.5113
1874,6/3/2019 11:30,0.5201,,,0.4724,0.27754,,0.4636,0.516,0.5113
1875,6/3/2019 12:00,0.5201,,,0.4724,0.27754,,0.4644,0.516,0.5113
1876,6/3/2019 12:30,0.5201,,,0.4724,0.27754,,0.4636,0.516,0.5113
1877,6/3/2019 13:00,0.5201,,,0.4724,0.27754,,0.4644,0.516,0.5113
1878,6/3/2019 13:30,0.5201,,,0.4724,0.27754,,0.4636,0.516,0.5113
1879,6/3/2019 14:00,0.5201,,,0.4724,0.27754,,0.4629,0.516,0.5113
1880,6/3/2019 14:30,0.5201,,,0.4724,0.27754,,0.4629,0.5153,0.5113
1881,6/3/2019 15:00,0.5201,,,0.4724,0.27754,,0.4636,0.516,0.5106
1882,6/3/2019 15:30,0.5208,,,0.4724,0.27754,,0.4636,0.516,0.5106
1883,6/3/2019 16:00,0.5208,,,0.4724,0.27754,,0.4636,0.516,0.5113
1884,6/3/2019 16:30,0.5208,,,0.4724,0.27754,,0.4629,0.516,0.5098
1885,6/3/2019 17:00,0.5218,,,0.4724,0.27754,,0.4636,0.516,0.5113
1886,6/3/2019 17:30,0.5226,,,0.4724,0.27754,,0.4636,0.516,0.5106
1887,6/3/2019 18:00,0.5226,,,0.4724,0.27754,,0.4636,0.516,0.5113
1888,6/3/2019 18:30,0.5226,,,0.4724,0.27754,,0.4636,0.516,0.5113
1889,6/3/2019 19:00,0.5233,,,0.4724,0.27754,,0.4629,0.516,0.5113
1890,6/3/2019 19:30,0.5233,,,0.4724,0.27754,,0.4636,0.516,0.5113
1891,6/3/2019 20:00,0.5233,,,0.4724,0.27754,,0.4629,0.516,0.5113
1892,6/3/2019 20:30,0.5241,,,0.4724,0.27754,,0.4636,0.516,0.5106
1893,6/3/2019 21:00,0.5241,,,0.4724,0.27754,,0.4629,0.516,0.5106
1894,6/3/2019 21:30,0.5249,,,0.4724,0.27754,,0.4622,0.516,0.5106
1895,6/3/2019 22:00,0.5259,,,0.4724,0.27754,,0.4629,0.516,0.5106
1896,6/3/2019 22:30,0.5259,,,0.4724,0.27754,,0.4629,0.516,0.5106
1897,6/3/2019 23:00,0.5259,,,0.4724,0.27754,,0.4629,0.516,0.5106
1898,6/3/2019 23:30,0.5259,,,0.4724,0.27754,,0.4622,0.516,0.5106
1899,6/4/2019 0:00,0.5266,,,0.4724,0.27754,,0.4622,0.516,0.5106
1900,6/4/2019 0:30,0.5266,,,0.4724,0.27754,,0.4622,0.516,0.5106
1901,6/4/2019 1:00,0.5266,,,0.4731,0.27754,,0.4622,0.516,0.5106
1902,6/4/2019 1:30,0.5274,,,0.4724,0.27754,,0.4615,0.516,0.5106
1903,6/4/2019 2:00,0.5274,,,0.4724,0.27754,,0.4615,0.516,0.5106
1904,6/4/2019 2:30,0.5274,,,0.4724,0.27754,,0.4615,0.516,0.5106
1905,6/4/2019 3:00,0.5282,,,0.4724,0.27754,,0.4615,0.516,0.5106
1906,6/4/2019 3:30,0.5282,,,0.4724,0.27754,,0.4622,0.516,0.5098
1907,6/4/2019 4:00,0.5282,,,0.4724,0.27754,,0.4622,0.516,0.5106
1908,6/4/2019 4:30,0.5282,,,0.4724,0.27754,,0.4615,0.516,0.5106
1909,6/4/2019 5:00,0.5282,,,0.4724,0.27754,,0.4608,0.516,0.5106
1910,6/4/2019 5:30,0.5282,,,0.4724,0.27754,,0.4615,0.516,0.5106
1911,6/4/2019 6:00,0.5282,,,0.4724,0.27754,,0.4608,0.516,0.5106
1912,6/4/2019 6:30,0.5282,,,0.4724,0.27754,,0.4608,0.516,0.5106
1913,6/4/2019 7:00,0.529,,,0.4724,0.27754,,0.4622,0.516,0.5106
1914,6/4/2019 7:30,0.529,,,0.4724,0.27754,,0.4622,0.516,0.5106
1915,6/4/2019 8:00,0.529,,,0.4724,0.27754,,0.4622,0.516,0.5106
1916,6/4/2019 8:30,0.529,,,0.4724,0.27754,,0.4622,0.516,0.5106
1917,6/4/2019 9:00,0.529,,,0.4724,0.27754,,0.4615,0.516,0.5098
1918,6/4/2019 9:30,0.53,,,0.4724,0.27754,,0.4622,0.516,0.5106
1919,6/4/2019 10:00,0.53,,,0.4724,0.27754,,0.4622,0.516,0.5106
1920,6/4/2019 10:30,0.53,,,0.4724,0.27754,,0.4622,0.516,0.5113
1921,6/4/2019 11:00,0.53,,,0.4724,0.27754,,0.4615,0.516,0.5098
1922,6/4/2019 11:30,0.53,,,0.4724,0.27754,,0.4622,0.516,0.5106
1923,6/4/2019 12:00,0.53,,,0.4724,0.27754,,0.4622,0.516,0.5106
1924,6/4/2019 12:30,0.5308,,,0.4724,0.27754,,0.4622,0.5168,0.5113
1925,6/4/2019 13:00,0.5308,,,0.4724,0.27754,,0.4622,0.516,0.5113
1926,6/4/2019 13:30,0.5308,,,0.4724,0.27754,,0.4615,0.5168,0.5113
1927,6/4/2019 14:00,0.5308,,,0.4724,0.27754,,0.4622,0.516,0.5113
1928,6/4/2019 14:30,0.5308,,,0.4724,0.27754,,0.4622,0.5168,0.5113
1929,6/4/2019 15:00,0.5308,,,0.4724,0.27754,,0.4622,0.5168,0.5113
1930,6/4/2019 15:30,0.5316,,,0.4724,0.27754,,0.4608,0.5168,0.5113
1931,6/4/2019 16:00,0.5324,,,0.4724,0.27754,,0.4615,0.5168,0.5113
1932,6/4/2019 16:30,0.5316,,,0.4724,0.27754,,0.4615,0.5168,0.5106
1933,6/4/2019 17:00,0.5324,,,0.4724,0.27754,,0.4608,0.516,0.5113
1934,6/4/2019 17:30,0.5334,,,0.4724,0.27754,,0.4615,0.5168,0.5106
1935,6/4/2019 18:00,0.5334,,,0.4724,0.27754,,0.4615,0.5168,0.5106
1936,6/4/2019 18:30,0.5334,,,0.4724,0.27754,,0.4608,0.516,0.5106
1937,6/4/2019 19:00,0.5334,,,0.4724,0.27754,,0.4608,0.516,0.5106
1938,6/4/2019 19:30,0.5342,,,0.4724,0.27754,,0.4608,0.516,0.5106
1939,6/4/2019 20:00,0.535,,,0.4724,0.27754,,0.4608,0.516,0.5106
1940,6/4/2019 20:30,0.5342,,,0.4724,0.27754,,0.46,0.516,0.5106
1941,6/4/2019 21:00,0.535,,,0.4724,0.27754,,0.46,0.516,0.5106
1942,6/4/2019 21:30,0.535,,,0.4724,0.27754,,0.4608,0.516,0.5106
1943,6/4/2019 22:00,0.5358,,,0.4724,0.27754,,0.4608,0.516,0.5106
1944,6/4/2019 22:30,0.5358,,,0.4724,0.27754,,0.4608,0.516,0.5098
1945,6/4/2019 23:00,0.5368,,,0.4724,0.27754,,0.4608,0.516,0.5098
1946,6/4/2019 23:30,0.5358,,,0.4724,0.27754,,0.46,0.516,0.5098
1947,6/5/2019 0:00,0.5368,,,0.4724,0.27754,,0.46,0.516,0.5098
1948,6/5/2019 0:30,0.5376,,,0.4724,0.27754,,0.46,0.5168,0.5098
1949,6/5/2019 1:00,0.5376,,,0.4724,0.27754,,0.4608,0.516,0.5106
1950,6/5/2019 1:30,0.5368,,,0.4724,0.27754,,0.46,0.5168,0.5098
1951,6/5/2019 2:00,0.5376,,,0.4724,0.27754,,0.46,0.5168,0.5098
1952,6/5/2019 2:30,0.5376,,,0.4724,0.27754,,0.4593,0.5168,0.5098
1953,6/5/2019 3:00,0.5384,,,0.4724,0.27754,,0.4593,0.5168,0.5098
1954,6/5/2019 3:30,0.5384,,,0.4724,0.27754,,0.4593,0.5168,0.5098
1955,6/5/2019 4:00,0.5384,,,0.4724,0.27754,,0.4586,0.516,0.5098
1956,6/5/2019 4:30,0.5392,,,0.4724,0.27754,,0.4586,0.5168,0.5098
1957,6/5/2019 5:00,0.5392,,,0.4724,0.27754,,0.4593,0.516,0.5098
1958,6/5/2019 5:30,0.5392,,,0.4724,0.27754,,0.4593,0.5168,0.5098
1959,6/5/2019 6:00,0.5392,,,0.4724,0.27754,,0.4586,0.5168,0.5098
1960,6/5/2019 6:30,0.5392,,,0.4717,0.27754,,0.4586,0.5168,0.5098
1961,6/5/2019 7:00,0.5392,,,0.4724,0.27754,,0.4593,0.5168,0.5098
1962,6/5/2019 7:30,0.5392,,,0.4724,0.27754,,0.4586,0.5168,0.5098
1963,6/5/2019 8:00,0.5402,,,0.4724,0.27754,,0.4586,0.5168,0.5106
1964,6/5/2019 8:30,0.5402,,,0.4724,0.27754,,0.4586,0.5168,0.5106
1965,6/5/2019 9:00,0.5402,,,0.4724,0.27754,,0.4593,0.5168,0.5106
1966,6/5/2019 9:30,0.5411,,,0.4717,0.27754,,0.4586,0.5168,0.5106
1967,6/5/2019 10:00,0.5411,,,0.4717,0.27754,,0.4586,0.5168,0.5106
1968,6/5/2019 10:30,0.5411,,,0.4724,0.27754,,0.4586,0.5168,0.5106
1969,6/5/2019 11:00,0.5419,,,0.4717,0.27754,,0.4593,0.5168,0.5106
1970,6/5/2019 11:30,0.5411,,,0.4724,0.27754,,0.4593,0.5168,0.5106
1971,6/5/2019 12:00,0.5419,,,0.4717,0.27754,,0.4593,0.5168,0.5106
1972,6/5/2019 12:30,0.5419,,,0.4717,0.27754,,0.4586,0.5168,0.5106
1973,6/5/2019 13:00,0.5419,,,0.4724,0.27754,,0.4593,0.5178,0.5106
1974,6/5/2019 13:30,0.5419,,,0.4717,0.27754,,0.4586,0.5178,0.5106
1975,6/5/2019 14:00,0.5427,,,0.4717,0.27754,,0.4586,0.5178,0.5106
1976,6/5/2019 14:30,0.5427,,,0.4724,0.27754,,0.4593,0.5168,0.5106
1977,6/5/2019 15:00,0.5427,,,0.4724,0.27754,,0.4593,0.5178,0.5106
1978,6/5/2019 15:30,0.5437,,,0.4717,0.27754,,0.4593,0.5168,0.5106
1979,6/5/2019 16:00,0.5437,,,0.4717,0.27754,,0.4586,0.5178,0.5106
1980,6/5/2019 16:30,0.5446,,,0.4724,0.27754,,0.4586,0.5168,0.5106
1981,6/5/2019 17:00,0.5446,,,0.4717,0.27754,,0.4586,0.5168,0.5106
1982,6/5/2019 17:30,0.5454,,,0.4724,0.27754,,0.4586,0.5178,0.5106
1983,6/5/2019 18:00,0.5454,,,0.4717,0.27754,,0.4593,0.5168,0.5106
1984,6/5/2019 18:30,0.5454,,,0.4717,0.27754,,0.4586,0.5168,0.5098
1985,6/5/2019 19:00,0.5464,,,0.4717,0.27754,,0.4579,0.5168,0.5098
1986,6/5/2019 19:30,0.5464,,,0.4717,0.27754,,0.4586,0.5168,0.5106
1987,6/5/2019 20:00,0.5464,,,0.4717,0.27754,,0.4586,0.5168,0.5098
1988,6/5/2019 20:30,0.5473,,,0.4717,0.27754,,0.4579,0.5168,0.5098
1989,6/5/2019 21:00,0.5473,,,0.4717,0.27754,,0.4586,0.5168,0.5098
1990,6/5/2019 21:30,0.5473,,,0.4724,0.27754,,0.4579,0.5168,0.5098
1991,6/5/2019 22:00,0.5473,,,0.4717,0.27754,,0.4579,0.5168,0.5098
1992,6/5/2019 22:30,0.5481,,,0.4724,0.27754,,0.4586,0.5168,0.5098
1993,6/5/2019 23:00,0.5481,,,0.4717,0.27754,,0.4586,0.5168,0.5098
1994,6/5/2019 23:30,0.549,,,0.4717,0.27754,,0.4579,0.5168,0.5098
1995,6/6/2019 0:00,0.549,,,0.4717,0.27754,,0.4579,0.5168,0.5098
1996,6/6/2019 0:30,0.549,,,0.4717,0.27754,,0.4572,0.5168,0.5098
1997,6/6/2019 1:00,0.549,,,0.4717,0.27754,,0.4572,0.5168,0.5098
1998,6/6/2019 1:30,0.55,,,0.4717,0.27754,,0.4572,0.5168,0.5098
1999,6/6/2019 2:00,0.55,,,0.4717,0.27754,,0.4579,0.5168,0.5098
2000,6/6/2019 2:30,0.55,,,0.4717,0.27754,,0.4572,0.5168,0.5098
2001,6/6/2019 3:00,0.55,,,0.4717,0.27754,,0.4572,0.5168,0.5098
2002,6/6/2019 3:30,0.55,,,0.4717,0.27754,,0.4572,0.5168,0.5098
2003,6/6/2019 4:00,0.5509,,,0.4724,0.27754,,0.4565,0.5178,0.5098
2004,6/6/2019 4:30,0.55,,,0.4717,0.27754,,0.4572,0.5178,0.5091
2005,6/6/2019 5:00,0.55,,,0.4717,0.27754,,0.4572,0.5178,0.5098
2006,6/6/2019 5:30,0.5509,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2007,6/6/2019 6:00,0.5509,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2008,6/6/2019 6:30,0.5509,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2009,6/6/2019 7:00,0.5509,,,0.4717,0.27754,,0.4565,0.5178,0.5091
2010,6/6/2019 7:30,0.5509,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2011,6/6/2019 8:00,0.5509,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2012,6/6/2019 8:30,0.5517,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2013,6/6/2019 9:00,0.5517,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2014,6/6/2019 9:30,0.5509,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2015,6/6/2019 10:00,0.5517,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2016,6/6/2019 10:30,0.5517,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2017,6/6/2019 11:00,0.5517,,,0.4717,0.27754,,0.455,0.5178,0.5098
2018,6/6/2019 11:30,0.5517,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2019,6/6/2019 12:00,0.5517,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2020,6/6/2019 12:30,0.5517,,,0.4717,0.27754,,0.4565,0.5178,0.5098
2021,6/6/2019 13:00,0.5528,,,0.4717,0.27754,,0.455,0.5178,0.5098
2022,6/6/2019 13:30,0.5528,,,0.4717,0.27754,,0.455,0.5178,0.5098
2023,6/6/2019 14:00,0.5528,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2024,6/6/2019 14:30,0.5528,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2025,6/6/2019 15:00,0.5528,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2026,6/6/2019 15:30,0.5528,,,0.4717,0.27754,,0.455,0.5178,0.5098
2027,6/6/2019 16:00,0.5537,,,0.4717,0.27754,,0.455,0.5178,0.5098
2028,6/6/2019 16:30,0.5528,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2029,6/6/2019 17:00,0.5528,,,0.4717,0.27754,,0.4557,0.5178,0.5098
2030,6/6/2019 17:30,0.5537,,,0.4717,0.27754,,0.455,0.5178,0.5098
2031,6/6/2019 18:00,0.5537,,,0.4717,0.27754,,0.4543,0.5178,0.5098
2032,6/6/2019 18:30,0.5537,,,0.4717,0.27754,,0.455,0.5178,0.5098
2033,6/6/2019 19:00,0.5545,,,0.4717,0.27754,,0.455,0.5178,0.5098
2034,6/6/2019 19:30,0.5545,,,0.4717,0.27754,,0.4543,0.5178,0.5098
2035,6/6/2019 20:00,0.5545,,,0.4717,0.27754,,0.4543,0.5178,0.5098
2036,6/6/2019 20:30,0.5545,,,0.4717,0.27754,,0.455,0.5178,0.5091
2037,6/6/2019 21:00,0.5556,,,0.4717,0.27754,,0.4543,0.5178,0.5098
2038,6/6/2019 21:30,0.5556,,,0.4717,0.27754,,0.455,0.5178,0.5098
2039,6/6/2019 22:00,0.5556,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2040,6/6/2019 22:30,0.5556,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2041,6/6/2019 23:00,0.5556,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2042,6/6/2019 23:30,0.5556,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2043,6/7/2019 0:00,0.5556,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2044,6/7/2019 0:30,0.5556,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2045,6/7/2019 1:00,0.5565,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2046,6/7/2019 1:30,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2047,6/7/2019 2:00,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2048,6/7/2019 2:30,0.5556,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2049,6/7/2019 3:00,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2050,6/7/2019 3:30,0.5565,,,0.4717,0.27754,,0.4529,0.5178,0.5091
2051,6/7/2019 4:00,0.5556,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2052,6/7/2019 4:30,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2053,6/7/2019 5:00,0.5556,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2054,6/7/2019 5:30,0.5565,,,0.4717,0.27754,,0.4529,0.5178,0.5091
2055,6/7/2019 6:00,0.5565,,,0.4717,0.27754,,0.4529,0.5178,0.5091
2056,6/7/2019 6:30,0.5556,,,0.4717,0.27754,,0.4529,0.5178,0.5091
2057,6/7/2019 7:00,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2058,6/7/2019 7:30,0.5565,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2059,6/7/2019 8:00,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2060,6/7/2019 8:30,0.5565,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2061,6/7/2019 9:00,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2062,6/7/2019 9:30,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2063,6/7/2019 10:00,0.5565,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2064,6/7/2019 10:30,0.5565,,,0.4717,0.27754,,0.4543,0.5178,0.5098
2065,6/7/2019 11:00,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2066,6/7/2019 11:30,0.5565,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2067,6/7/2019 12:00,0.5565,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2068,6/7/2019 12:30,0.5565,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2069,6/7/2019 13:00,0.5573,,,0.4717,0.27754,,0.4543,0.5185,0.5091
2070,6/7/2019 13:30,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2071,6/7/2019 14:00,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2072,6/7/2019 14:30,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2073,6/7/2019 15:00,0.5573,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2074,6/7/2019 15:30,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5081
2075,6/7/2019 16:00,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2076,6/7/2019 16:30,0.5573,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2077,6/7/2019 17:00,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2078,6/7/2019 17:30,0.5573,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2079,6/7/2019 18:00,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5098
2080,6/7/2019 18:30,0.5573,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2081,6/7/2019 19:00,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2082,6/7/2019 19:30,0.5573,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2083,6/7/2019 20:00,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2084,6/7/2019 20:30,0.5573,,,0.4717,0.27754,,0.4543,0.5178,0.5091
2085,6/7/2019 21:00,0.5573,,,0.4717,0.27754,,0.4536,0.5178,0.5091
2086,6/7/2019 21:30,0.5573,,,0.4717,0.27754,,0.4543,0.5178,0.5091
