Date,VWC_10cm_CM1SM,VWC_10cm_CM2SM,VWC_10cm_CMSM3,VWC_10cm_CMSM4,VWC_30cm_CM1SM,VWC_30cm_CM2SM,VWC_30cm_CMSM3,VWC_30cm_CMSM4,VWC_1m_CM1SM,VWC_1m_CM2SM,VWC_1m_CMSM3,VWC_1m_CMSM4
2019-12-11 23:30:00,0.3326,0.2895,0.314,0.3095,0.3683,0.3256,0.2871,0.3195,0.1261,0.2311,0.1782,0.2615
2019-12-12 00:00:00,0.3335,0.2895,0.3144,0.3113,0.3688,0.3256,0.2871,0.3192,0.1271,0.2315,0.179,0.2615
2019-12-12 00:30:00,0.3335,0.2895,0.314,0.3121,0.3694,0.3256,0.2871,0.3192,0.1266,0.2323,0.1804,0.2615
2019-12-12 01:00:00,0.3339,0.2895,0.314,0.3125,0.3699,0.3256,0.2868,0.3195,0.1266,0.233,0.1811,0.2615
2019-12-12 01:30:00,0.3335,0.289,0.3128,0.3121,0.3699,0.3256,0.2868,0.3195,0.1266,0.2339,0.1819,0.2615
2019-12-12 02:00:00,0.3335,0.2887,0.3125,0.3113,0.3694,0.3252,0.2864,0.3195,0.1261,0.2351,0.1826,0.2615
2019-12-12 02:30:00,0.3335,0.2887,0.3113,0.3098,0.3688,0.3249,0.2857,0.3195,0.1256,0.2358,0.1833,0.2615
2019-12-12 03:00:00,0.3335,0.2881,0.3113,0.3084,0.3683,0.3244,0.2853,0.3192,0.1251,0.2371,0.1833,0.2615
2019-12-12 03:30:00,0.3335,0.2877,0.3106,0.3069,0.3677,0.3235,0.2847,0.3187,0.1251,0.2383,0.184,0.2618
2019-12-12 04:00:00,0.333,0.2874,0.3098,0.3058,0.3666,0.3231,0.284,0.3183,0.1246,0.239,0.1848,0.2618
2019-12-12 04:30:00,0.3326,0.2871,0.3095,0.3048,0.366,0.3231,0.2837,0.3175,0.1242,0.2399,0.1855,0.2618
2019-12-12 05:00:00,0.3326,0.2871,0.3092,0.3037,0.3655,0.3223,0.2834,0.3171,0.1237,0.2406,0.1855,0.2621
2019-12-12 05:30:00,0.3326,0.2871,0.3084,0.3029,0.3643,0.3223,0.2827,0.3168,0.1242,0.2414,0.1848,0.2618
2019-12-12 06:00:00,0.3326,0.2868,0.308,0.3022,0.3643,0.3219,0.2827,0.3163,0.1237,0.2418,0.1855,0.2621
2019-12-12 06:30:00,0.3321,0.2864,0.3077,0.3015,0.3638,0.3216,0.2821,0.316,0.1237,0.2425,0.1855,0.2621
2019-12-12 07:00:00,0.3321,0.2861,0.3072,0.3008,0.3632,0.3211,0.2817,0.3156,0.1229,0.243,0.1855,0.2621
2019-12-12 07:30:00,0.3321,0.2857,0.3072,0.3001,0.3628,0.3207,0.2813,0.3151,0.1229,0.243,0.1848,0.2621
2019-12-12 08:00:00,0.3321,0.2853,0.3069,0.2997,0.3622,0.3204,0.281,0.3148,0.1229,0.2434,0.1848,0.2624
2019-12-12 08:30:00,0.3321,0.2853,0.3066,0.299,0.3616,0.3204,0.2806,0.3144,0.1229,0.2434,0.184,0.2624
2019-12-12 09:00:00,0.3321,0.285,0.30620000000000003,0.2987,0.3616,0.3199,0.2803,0.314,0.1229,0.2437,0.184,0.2628
2019-12-12 09:30:00,0.3317,0.285,0.30620000000000003,0.2984,0.3611,0.3195,0.28,0.314,0.1224,0.2437,0.184,0.2628
2019-12-12 10:00:00,0.3321,0.2853,0.3066,0.2979,0.3611,0.3192,0.28,0.3136,0.1219,0.2437,0.184,0.2628
2019-12-12 10:30:00,0.3321,0.2853,0.30620000000000003,0.2973,0.3611,0.3192,0.2796,0.3136,0.1214,0.2437,0.184,0.2628
2019-12-12 11:00:00,0.3321,0.2853,0.3058,0.2973,0.3611,0.3192,0.2793,0.3133,0.1209,0.2437,0.184,0.2628
2019-12-12 11:30:00,0.3326,0.2853,0.30620000000000003,0.297,0.3605,0.3187,0.2793,0.3128,0.1209,0.2434,0.184,0.2628
2019-12-12 12:00:00,0.3326,0.2853,0.3058,0.2966,0.3605,0.3187,0.2793,0.3128,0.1214,0.2434,0.1833,0.2628
2019-12-12 12:30:00,0.3326,0.2853,0.3058,0.2963,0.3605,0.3183,0.279,0.3125,0.1229,0.2434,0.1833,0.2632
2019-12-12 13:00:00,0.3326,0.2853,0.3054,0.2959,0.3611,0.3183,0.279,0.3125,0.1251,0.2434,0.1833,0.2632
2019-12-12 13:30:00,0.333,0.285,0.3051,0.2955,0.3611,0.3183,0.279,0.3121,0.1261,0.243,0.1826,0.2632
2019-12-12 14:00:00,0.333,0.2847,0.3051,0.2955,0.3611,0.3178,0.2786,0.3121,0.1271,0.243,0.1826,0.2632
2019-12-12 14:30:00,0.333,0.2847,0.3048,0.2952,0.3611,0.3178,0.2783,0.3118,0.1271,0.243,0.1826,0.2632
2019-12-12 15:00:00,0.333,0.2844,0.3048,0.2949,0.3611,0.3178,0.2783,0.3118,0.1276,0.243,0.1819,0.2632
2019-12-12 15:30:00,0.333,0.2844,0.3043,0.2946,0.3605,0.3178,0.2783,0.3118,0.1271,0.243,0.1826,0.2632
2019-12-12 16:00:00,0.333,0.2844,0.3037,0.2942,0.3611,0.3178,0.278,0.3113,0.1266,0.2425,0.1819,0.2632
2019-12-12 16:30:00,0.333,0.284,0.304,0.2942,0.3611,0.3175,0.278,0.3113,0.1256,0.2425,0.1811,0.2632
2019-12-12 17:00:00,0.333,0.2834,0.3037,0.2938,0.3611,0.3175,0.2776,0.311,0.1256,0.2421,0.1811,0.2632
2019-12-12 17:30:00,0.333,0.283,0.3033,0.2935,0.3611,0.3175,0.2776,0.311,0.1256,0.2425,0.1811,0.2632
2019-12-12 18:00:00,0.3326,0.2827,0.3029,0.2932,0.3611,0.3175,0.2773,0.311,0.1256,0.2421,0.1804,0.2632
2019-12-12 18:30:00,0.3326,0.2824,0.3026,0.2932,0.3605,0.3171,0.2773,0.3106,0.1256,0.2418,0.1811,0.2632
2019-12-12 19:00:00,0.3326,0.2821,0.3029,0.2928,0.3605,0.3171,0.277,0.3106,0.1256,0.2418,0.1811,0.2632
2019-12-12 19:30:00,0.3321,0.2817,0.3022,0.2925,0.3605,0.3171,0.277,0.3106,0.1256,0.2418,0.1811,0.2632
2019-12-12 20:00:00,0.3321,0.2813,0.3026,0.2925,0.36,0.3168,0.277,0.3102,0.1256,0.2418,0.1804,0.2635
2019-12-12 20:30:00,0.3321,0.2813,0.3026,0.2922,0.36,0.3168,0.2766,0.3102,0.1256,0.2414,0.1804,0.2632
2019-12-12 21:00:00,0.3321,0.281,0.3022,0.2922,0.36,0.3168,0.2763,0.3102,0.1256,0.2414,0.1804,0.2632
2019-12-12 21:30:00,0.3321,0.2806,0.3015,0.2919,0.3594,0.3163,0.2759,0.3102,0.1256,0.241,0.1804,0.2632
2019-12-12 22:00:00,0.3317,0.2803,0.3015,0.2919,0.3594,0.3163,0.2759,0.3098,0.1256,0.241,0.1797,0.2632
2019-12-12 22:30:00,0.3317,0.2796,0.3015,0.2914,0.3594,0.3163,0.2759,0.3098,0.1251,0.241,0.1797,0.2632
2019-12-12 23:00:00,0.3312,0.2796,0.3019,0.2914,0.359,0.316,0.2759,0.3098,0.1251,0.2406,0.1797,0.2632
2019-12-12 23:30:00,0.3312,0.2793,0.3022,0.2911,0.359,0.316,0.2756,0.3095,0.1251,0.2406,0.179,0.2632
2019-12-13 00:00:00,0.3312,0.2796,0.3026,0.2911,0.3584,0.3156,0.2753,0.3095,0.1251,0.2406,0.1797,0.2632
2019-12-13 00:30:00,0.3312,0.2793,0.3022,0.2911,0.3584,0.3156,0.2753,0.3095,0.1266,0.2403,0.1797,0.2632
2019-12-13 01:00:00,0.3317,0.2793,0.3026,0.2911,0.3578,0.3156,0.2753,0.3095,0.1266,0.2403,0.179,0.2632
2019-12-13 01:30:00,0.3317,0.2793,0.3026,0.2914,0.3584,0.3156,0.2753,0.3092,0.1271,0.2403,0.179,0.2632
2019-12-13 02:00:00,0.3317,0.279,0.3026,0.2914,0.3584,0.3151,0.2753,0.3092,0.1271,0.2403,0.1782,0.2632
2019-12-13 02:30:00,0.3317,0.279,0.3022,0.2919,0.3578,0.3151,0.2753,0.3092,0.1271,0.2399,0.1782,0.2632
2019-12-13 03:00:00,0.3317,0.2786,0.3019,0.2919,0.3578,0.3151,0.2753,0.3092,0.1271,0.2399,0.1782,0.2632
2019-12-13 03:30:00,0.3317,0.2783,0.3022,0.2922,0.3578,0.3151,0.2749,0.3087,0.1271,0.2399,0.179,0.2632
2019-12-13 04:00:00,0.3317,0.2783,0.3022,0.2922,0.3578,0.3148,0.2749,0.3087,0.1266,0.2399,0.1782,0.2632
2019-12-13 04:30:00,0.3317,0.2783,0.3019,0.2919,0.3578,0.3148,0.2749,0.3087,0.1266,0.2394,0.1782,0.2632
2019-12-13 05:00:00,0.3317,0.2783,0.3022,0.2922,0.3578,0.3148,0.2746,0.3087,0.1246,0.2394,0.1782,0.2632
2019-12-13 05:30:00,0.3317,0.278,0.3022,0.2922,0.3573,0.3148,0.2746,0.3087,0.1242,0.2394,0.1782,0.2628
2019-12-13 06:00:00,0.3317,0.278,0.3022,0.2922,0.3573,0.3148,0.2746,0.3084,0.1242,0.239,0.1782,0.2628
2019-12-13 06:30:00,0.3317,0.278,0.3022,0.2922,0.3573,0.3148,0.2743,0.3084,0.1229,0.239,0.1775,0.2632
2019-12-13 07:00:00,0.3317,0.2783,0.3033,0.2925,0.3573,0.3144,0.2743,0.3084,0.1224,0.2387,0.1782,0.2628
2019-12-13 07:30:00,0.3317,0.2793,0.3043,0.2928,0.3573,0.3144,0.2743,0.308,0.1229,0.2387,0.1775,0.2628
2019-12-13 08:00:00,0.3321,0.2796,0.3048,0.2946,0.3573,0.3144,0.2743,0.308,0.1251,0.2387,0.1768,0.2628
2019-12-13 08:30:00,0.333,0.2806,0.3058,0.2994,0.3578,0.3144,0.2746,0.3084,0.1271,0.2383,0.1768,0.2628
2019-12-13 09:00:00,0.3335,0.2813,0.30620000000000003,0.3019,0.3578,0.3144,0.2749,0.308,0.1281,0.2383,0.1768,0.2628
2019-12-13 09:30:00,0.3348,0.2817,0.3069,0.304,0.3584,0.3144,0.2753,0.3084,0.1281,0.2383,0.1775,0.2628
2019-12-13 10:00:00,0.3348,0.283,0.308,0.3048,0.3594,0.3144,0.2756,0.3084,0.1285,0.2379,0.1768,0.2628
2019-12-13 10:30:00,0.3348,0.284,0.3084,0.3051,0.3605,0.3144,0.2763,0.3084,0.1285,0.2379,0.1775,0.2628
2019-12-13 11:00:00,0.3352,0.2857,0.3098,0.3069,0.3616,0.3148,0.2766,0.3084,0.129,0.2379,0.1768,0.2628
2019-12-13 11:30:00,0.3352,0.2884,0.3113,0.308,0.3643,0.3148,0.2773,0.3087,0.129,0.2379,0.1768,0.2628
2019-12-13 12:00:00,0.3361,0.2911,0.3136,0.3095,0.3671,0.316,0.279,0.3092,0.129,0.2374,0.1768,0.2628
2019-12-13 12:30:00,0.3367,0.2914,0.3163,0.3118,0.3705,0.3183,0.281,0.3095,0.129,0.2374,0.1768,0.2628
2019-12-13 13:00:00,0.3371,0.2911,0.3171,0.3136,0.3734,0.3211,0.2837,0.3106,0.1297,0.2371,0.1761,0.2628
2019-12-13 13:30:00,0.3371,0.2904,0.3168,0.3144,0.3751,0.3235,0.2857,0.3133,0.1297,0.2371,0.1768,0.2624
2019-12-13 14:00:00,0.3371,0.2895,0.316,0.314,0.3751,0.3244,0.2864,0.3175,0.129,0.2371,0.1768,0.2628
2019-12-13 14:30:00,0.3371,0.2884,0.3151,0.3133,0.374,0.3249,0.2861,0.3199,0.129,0.2371,0.1768,0.2628
2019-12-13 15:00:00,0.3371,0.2877,0.3136,0.3125,0.3722,0.3244,0.2857,0.3204,0.129,0.2367,0.1768,0.2628
2019-12-13 15:30:00,0.3371,0.2874,0.3133,0.3113,0.3711,0.324,0.285,0.3204,0.129,0.2367,0.1775,0.2628
2019-12-13 16:00:00,0.3367,0.2887,0.3156,0.3098,0.3694,0.3235,0.2853,0.3199,0.129,0.2367,0.1768,0.2624
2019-12-13 16:30:00,0.3367,0.2895,0.316,0.3098,0.3683,0.3244,0.2857,0.3195,0.129,0.2367,0.1768,0.2624
2019-12-13 17:00:00,0.3376,0.2898,0.3163,0.3128,0.3688,0.3249,0.2861,0.3192,0.1297,0.2367,0.1775,0.2624
2019-12-13 17:30:00,0.338,0.2895,0.3163,0.314,0.3699,0.3252,0.2864,0.3195,0.1297,0.2367,0.1775,0.2628
2019-12-13 18:00:00,0.338,0.289,0.316,0.314,0.3711,0.3249,0.2861,0.3199,0.1297,0.2367,0.1782,0.2624
2019-12-13 18:30:00,0.3376,0.289,0.316,0.3136,0.3716,0.3249,0.2861,0.3204,0.129,0.2367,0.1782,0.2628
2019-12-13 19:00:00,0.3376,0.2898,0.3163,0.3133,0.3705,0.3249,0.2864,0.3207,0.1297,0.2371,0.179,0.2624
2019-12-13 19:30:00,0.338,0.2938,0.3195,0.3133,0.3699,0.3261,0.2874,0.3207,0.1297,0.2371,0.179,0.2624
2019-12-13 20:00:00,0.338,0.2942,0.3235,0.314,0.3699,0.3308,0.2911,0.3207,0.1297,0.2371,0.1797,0.2628
2019-12-13 20:30:00,0.3389,0.2946,0.3261,0.3183,0.3751,0.3343,0.2942,0.3211,0.1312,0.2374,0.1797,0.2624
2019-12-13 21:00:00,0.3393,0.2922,0.3231,0.3192,0.378,0.3339,0.2928,0.3235,0.1312,0.2379,0.1804,0.2628
2019-12-13 21:30:00,0.3399,0.2942,0.3223,0.3192,0.3787,0.3317,0.2914,0.3261,0.1312,0.2383,0.1811,0.2628
2019-12-13 22:00:00,0.3393,0.2966,0.3274,0.3171,0.3762,0.3348,0.2935,0.3261,0.1307,0.239,0.1819,0.2628
2019-12-13 22:30:00,0.3399,0.2973,0.3343,0.3199,0.3762,0.3399,0.2955,0.3249,0.1312,0.2403,0.1833,0.2628
2019-12-13 23:00:00,0.3403,0.2942,0.3308,0.3207,0.3793,0.3389,0.2952,0.3256,0.1307,0.2418,0.1855,0.2628
2019-12-13 23:30:00,0.3403,0.2919,0.3235,0.3216,0.3798,0.3348,0.2925,0.3274,0.1307,0.2445,0.1877,0.2628
2019-12-14 00:00:00,0.3399,0.2901,0.3204,0.3192,0.3769,0.3321,0.2901,0.3274,0.1307,0.2487,0.1906,0.2632
2019-12-14 00:30:00,0.3403,0.289,0.3178,0.3168,0.3751,0.3295,0.2881,0.3261,0.1307,0.1623,0.1913,0.2632
2019-12-14 01:00:00,0.3399,0.2881,0.316,0.314,0.3734,0.3277,0.2868,0.3249,0.1307,0.2542,0.1928,0.2635
2019-12-14 01:30:00,0.3393,0.2877,0.314,0.3118,0.3716,0.3265,0.285,0.3231,0.1307,0.2553,0.192,0.2642
2019-12-14 02:00:00,0.3389,0.2871,0.3136,0.3098,0.3699,0.3252,0.2844,0.3219,0.1307,0.2553,0.192,0.2646
2019-12-14 02:30:00,0.3384,0.2868,0.3125,0.3087,0.3677,0.324,0.2834,0.3207,0.1312,0.1775,0.192,0.265
2019-12-14 03:00:00,0.3384,0.2861,0.3118,0.3077,0.366,0.3231,0.2824,0.3195,0.1307,0.255,0.1913,0.2653
2019-12-14 03:30:00,0.338,0.2853,0.311,0.3066,0.3643,0.3228,0.2821,0.3187,0.1307,0.1859,0.1906,0.2657
2019-12-14 04:00:00,0.338,0.2847,0.3095,0.3054,0.3643,0.3219,0.2817,0.3183,0.129,0.2546,0.1906,0.2657
2019-12-14 04:30:00,0.338,0.284,0.3087,0.3048,0.3632,0.3216,0.281,0.3175,0.1281,0.2542,0.1899,0.266
2019-12-14 05:00:00,0.3376,0.2834,0.3077,0.3037,0.3628,0.3211,0.2806,0.3171,0.1307,0.2538,0.1891,0.266
2019-12-14 05:30:00,0.3367,0.283,0.3072,0.3026,0.3622,0.3211,0.28,0.3163,0.1307,0.2534,0.1884,0.2664
2019-12-14 06:00:00,0.3371,0.2827,0.3069,0.3019,0.3622,0.3207,0.2796,0.3163,0.1307,0.2528,0.1877,0.2664
2019-12-14 06:30:00,0.3361,0.2821,0.30620000000000003,0.3011,0.3611,0.3204,0.2793,0.316,0.1307,0.2524,0.187,0.2664
2019-12-14 07:00:00,0.3357,0.2817,0.3058,0.3005,0.3605,0.3199,0.279,0.3156,0.1302,0.252,0.187,0.2664
2019-12-14 07:30:00,0.3357,0.2813,0.3058,0.2997,0.3605,0.3195,0.2786,0.3151,0.1302,0.2516,0.1862,0.2666
2019-12-14 08:00:00,0.3357,0.281,0.3054,0.2994,0.36,0.3192,0.2783,0.3148,0.1302,0.207,0.1862,0.2666
2019-12-14 08:30:00,0.3348,0.281,0.3048,0.2987,0.3594,0.3187,0.278,0.3144,0.1302,0.2509,0.1855,0.2666
2019-12-14 09:00:00,0.3348,0.2803,0.3048,0.2984,0.359,0.3183,0.278,0.3144,0.1302,0.2092,0.1855,0.2664
2019-12-14 09:30:00,0.3348,0.2803,0.3054,0.2976,0.359,0.3178,0.277,0.314,0.1271,0.2502,0.1855,0.2664
2019-12-14 10:00:00,0.3348,0.2803,0.3054,0.2973,0.3584,0.3175,0.277,0.3136,0.1302,0.2498,0.1848,0.2664
2019-12-14 10:30:00,0.3343,0.2803,0.3058,0.2973,0.3584,0.3175,0.2766,0.3133,0.1297,0.2494,0.184,0.2664
2019-12-14 11:00:00,0.3348,0.2806,0.3066,0.297,0.3584,0.3171,0.2766,0.3133,0.1285,0.2494,0.1833,0.2664
2019-12-14 11:30:00,0.3348,0.2813,0.3072,0.297,0.3578,0.3171,0.2763,0.3128,0.1276,0.249,0.184,0.2664
2019-12-14 12:00:00,0.3357,0.2824,0.3087,0.2976,0.3578,0.3168,0.2766,0.3128,0.1321,0.2487,0.1833,0.2664
2019-12-14 12:30:00,0.3367,0.2827,0.3087,0.3011,0.3584,0.3171,0.2766,0.3125,0.1347,0.2483,0.1826,0.2664
2019-12-14 13:00:00,0.3384,0.283,0.3087,0.3048,0.3584,0.3171,0.277,0.3125,0.1361,0.2479,0.1826,0.2664
2019-12-14 13:30:00,0.3389,0.2827,0.3077,0.3054,0.3594,0.3171,0.2773,0.3125,0.137,0.2475,0.1826,0.2664
2019-12-14 14:00:00,0.3389,0.2827,0.3077,0.3054,0.36,0.3171,0.2773,0.3125,0.1366,0.2471,0.1826,0.2664
2019-12-14 14:30:00,0.3384,0.2824,0.3069,0.3051,0.3611,0.3171,0.2773,0.3121,0.1352,0.2471,0.1819,0.2664
2019-12-14 15:00:00,0.3384,0.2821,0.3069,0.3043,0.3611,0.3171,0.2773,0.3125,0.1335,0.2468,0.1819,0.2664
2019-12-14 15:30:00,0.338,0.2817,0.3066,0.3033,0.3605,0.3171,0.277,0.3125,0.1331,0.2464,0.1819,0.2664
2019-12-14 16:00:00,0.338,0.2813,0.30620000000000003,0.3026,0.3605,0.3171,0.277,0.3121,0.1326,0.246,0.1811,0.266
2019-12-14 16:30:00,0.3376,0.2813,0.3058,0.3022,0.3605,0.3171,0.277,0.3125,0.1342,0.246,0.1819,0.2664
2019-12-14 17:00:00,0.3376,0.281,0.3058,0.3019,0.3605,0.3175,0.2766,0.3125,0.1335,0.0745,0.1811,0.2664
2019-12-14 17:30:00,0.3376,0.281,0.30620000000000003,0.3015,0.3605,0.3175,0.277,0.3125,0.1335,0.2449,0.1811,0.266
2019-12-14 18:00:00,0.3376,0.2806,0.3058,0.3011,0.36,0.3175,0.277,0.3125,0.1321,0.2449,0.1804,0.266
2019-12-14 18:30:00,0.3376,0.2806,0.3054,0.3008,0.36,0.3175,0.277,0.3125,0.1321,0.2445,0.1804,0.266
2019-12-14 19:00:00,0.3371,0.2803,0.3054,0.3005,0.36,0.3171,0.2766,0.3121,0.1321,0.2441,0.1804,0.2664
2019-12-14 19:30:00,0.3367,0.2803,0.3051,0.2997,0.3594,0.3171,0.277,0.3121,0.1326,0.2441,0.1811,0.266
2019-12-14 20:00:00,0.3371,0.28,0.3051,0.2997,0.3594,0.3171,0.2766,0.3121,0.1321,0.2437,0.1804,0.266
2019-12-14 20:30:00,0.3367,0.2796,0.3043,0.2994,0.359,0.3171,0.2763,0.3121,0.1326,0.2434,0.1797,0.266
2019-12-14 21:00:00,0.3367,0.2796,0.3048,0.299,0.3594,0.3168,0.2763,0.3121,0.1331,0.243,0.1804,0.266
2019-12-14 21:30:00,0.3361,0.2796,0.3048,0.2987,0.359,0.3168,0.2759,0.3121,0.1331,0.2434,0.1797,0.266
2019-12-14 22:00:00,0.3361,0.2796,0.3043,0.2984,0.3584,0.3168,0.2759,0.3121,0.1335,0.243,0.1804,0.266
2019-12-14 22:30:00,0.3357,0.2793,0.3043,0.2979,0.3584,0.3168,0.2759,0.3118,0.1335,0.2425,0.1797,0.266
2019-12-14 23:00:00,0.3361,0.2793,0.3043,0.2979,0.3584,0.3168,0.2756,0.3118,0.1335,0.2425,0.1797,0.266
2019-12-14 23:30:00,0.3357,0.2793,0.304,0.2976,0.3584,0.3163,0.2756,0.3118,0.1335,0.2421,0.1797,0.266
2019-12-15 00:00:00,0.3357,0.279,0.3033,0.2973,0.3578,0.3163,0.2753,0.3118,0.1335,0.2421,0.179,0.266
2019-12-15 00:30:00,0.3352,0.279,0.3037,0.2973,0.3578,0.3163,0.2756,0.3118,0.1335,0.2418,0.179,0.266
2019-12-15 01:00:00,0.3352,0.2786,0.3033,0.297,0.3578,0.3163,0.2753,0.3113,0.1335,0.2418,0.1797,0.266
2019-12-15 01:30:00,0.3348,0.2786,0.3029,0.2966,0.3573,0.3163,0.2753,0.3113,0.1335,0.2414,0.1797,0.266
2019-12-15 02:00:00,0.3348,0.2786,0.3029,0.2966,0.3573,0.3163,0.2749,0.311,0.1335,0.2414,0.1797,0.266
2019-12-15 02:30:00,0.3348,0.2783,0.3029,0.2966,0.3573,0.316,0.2749,0.311,0.1335,0.241,0.1797,0.266
2019-12-15 03:00:00,0.3348,0.278,0.3029,0.2963,0.3573,0.316,0.2749,0.311,0.1335,0.241,0.179,0.266
2019-12-15 03:30:00,0.3343,0.278,0.3026,0.2959,0.3568,0.316,0.2743,0.311,0.1335,0.2406,0.179,0.266
2019-12-15 04:00:00,0.3343,0.278,0.3026,0.2955,0.3568,0.316,0.2746,0.3106,0.1335,0.2406,0.1782,0.266
2019-12-15 04:30:00,0.3339,0.2776,0.3022,0.2955,0.3568,0.3156,0.2743,0.3106,0.1335,0.2403,0.179,0.266
2019-12-15 05:00:00,0.3339,0.2776,0.3022,0.2952,0.3568,0.3156,0.2743,0.3106,0.1342,0.2403,0.1782,0.266
2019-12-15 05:30:00,0.3339,0.2773,0.3026,0.2952,0.3568,0.3156,0.2743,0.3106,0.1342,0.2403,0.1782,0.266
2019-12-15 06:00:00,0.3335,0.2773,0.3022,0.2949,0.3563,0.3156,0.2743,0.3106,0.1342,0.2399,0.1782,0.266
2019-12-15 06:30:00,0.3335,0.2773,0.3022,0.2949,0.3557,0.3156,0.2739,0.3106,0.1342,0.2399,0.1782,0.2657
2019-12-15 07:00:00,0.3335,0.277,0.3019,0.2946,0.3563,0.3151,0.2739,0.3102,0.1342,0.2394,0.1782,0.266
2019-12-15 07:30:00,0.3335,0.277,0.3015,0.2946,0.3557,0.3151,0.2736,0.3102,0.1342,0.2394,0.1782,0.266
2019-12-15 08:00:00,0.333,0.277,0.3019,0.2942,0.3557,0.3151,0.2736,0.3102,0.1342,0.239,0.1782,0.266
2019-12-15 08:30:00,0.3326,0.2766,0.3019,0.2938,0.3553,0.3151,0.2736,0.3102,0.1342,0.239,0.1782,0.266
2019-12-15 09:00:00,0.3326,0.2766,0.3015,0.2938,0.3553,0.3151,0.2729,0.3102,0.1342,0.239,0.1782,0.266
2019-12-15 09:30:00,0.3326,0.2766,0.3011,0.2935,0.3557,0.3151,0.2732,0.3102,0.1321,0.239,0.1782,0.266
2019-12-15 10:00:00,0.3326,0.2766,0.3011,0.2935,0.3557,0.3148,0.2729,0.3098,0.1285,0.239,0.1782,0.266
2019-12-15 10:30:00,0.3326,0.2766,0.3011,0.2935,0.3553,0.3148,0.2732,0.3102,0.1297,-0.3038,0.1782,0.266
2019-12-15 11:00:00,0.3326,0.2763,0.3019,0.2935,0.3553,0.3148,0.2732,0.3098,0.1276,0.0252,0.1782,0.2664
2019-12-15 11:30:00,0.3326,0.2763,0.3015,0.2935,0.3553,0.3148,0.2736,0.3098,0.1317,0.2383,0.1782,0.2664
2019-12-15 12:00:00,0.3326,0.2763,0.3022,0.2932,0.3553,0.3148,0.2736,0.3098,0.1335,-0.2923,0.1782,0.266
2019-12-15 12:30:00,0.3326,0.2763,0.3022,0.2928,0.3553,0.3148,0.2736,0.3098,0.1342,-0.095,0.1782,0.2664
2019-12-15 13:00:00,0.3326,0.2759,0.3019,0.2928,0.3547,0.3148,0.2732,0.3098,0.1331,0.2383,0.1782,0.2664
2019-12-15 13:30:00,0.3326,0.2759,0.3022,0.2925,0.3547,0.3148,0.2732,0.3098,0.1342,0.1387,0.1782,0.2664
2019-12-15 14:00:00,0.3321,0.2759,0.3019,0.2925,0.3542,0.3148,0.2729,0.3095,0.1347,0.1475,0.1782,0.2664
2019-12-15 14:30:00,0.3321,0.2759,0.3019,0.2925,0.3542,0.3144,0.2729,0.3095,0.1352,0.2379,0.1775,0.2664
2019-12-15 15:00:00,0.3321,0.2759,0.3015,0.2922,0.3542,0.3144,0.2732,0.3095,0.1352,0.0875,0.1782,0.2664
2019-12-15 15:30:00,0.3317,0.2759,0.3019,0.2922,0.3542,0.314,0.2729,0.3095,0.1357,0.2374,0.1782,0.2664
2019-12-15 16:00:00,0.3321,0.2756,0.3019,0.2925,0.3542,0.3144,0.2726,0.3092,0.1357,0.2374,0.1775,0.2664
2019-12-15 16:30:00,0.3321,0.2756,0.3011,0.2932,0.3542,0.3144,0.2726,0.3092,0.1361,0.2371,0.1775,0.2664
2019-12-15 17:00:00,0.3317,0.2756,0.3011,0.2932,0.3537,0.314,0.2726,0.3092,0.1361,0.2371,0.1775,0.266
2019-12-15 17:30:00,0.3321,0.2756,0.3011,0.2935,0.3537,0.314,0.2726,0.3092,0.1366,0.2008,0.1775,0.266
2019-12-15 18:00:00,0.3321,0.2753,0.3008,0.2935,0.3537,0.314,0.2726,0.3092,0.1366,0.2371,0.1775,0.266
2019-12-15 18:30:00,0.3321,0.2753,0.3015,0.2935,0.3537,0.314,0.2722,0.3092,0.137,0.2363,0.1775,0.266
2019-12-15 19:00:00,0.3321,0.2753,0.3011,0.2935,0.3537,0.314,0.2722,0.3092,0.137,0.2367,0.1775,0.266
2019-12-15 19:30:00,0.3317,0.2753,0.3008,0.2935,0.3537,0.3136,0.2722,0.3087,0.137,0.2363,0.1775,0.266
2019-12-15 20:00:00,0.3321,0.2753,0.3008,0.2932,0.3537,0.314,0.2722,0.3087,0.137,0.2363,0.1782,0.266
2019-12-15 20:30:00,0.3317,0.2753,0.3005,0.2932,0.3537,0.3136,0.2722,0.3087,0.1366,0.2363,0.1775,0.2657
2019-12-15 21:00:00,0.3317,0.2749,0.3001,0.2928,0.3531,0.314,0.2719,0.3087,0.1366,0.2363,0.1775,0.266
2019-12-15 21:30:00,0.3317,0.2749,0.3001,0.2928,0.3531,0.3136,0.2719,0.3087,0.1366,0.2358,0.1775,0.2657
2019-12-15 22:00:00,0.3312,0.2749,0.2997,0.2925,0.3531,0.3136,0.2719,0.3087,0.1361,0.1634,0.1775,0.266
2019-12-15 22:30:00,0.3312,0.2749,0.3001,0.2925,0.3531,0.3136,0.2719,0.3087,0.1361,0.2358,0.1775,0.2657
2019-12-15 23:00:00,0.3312,0.2749,0.2997,0.2922,0.3531,0.3136,0.2719,0.3084,0.1361,0.2358,0.1775,0.266
